 

stn    time           gre000z0  prestas0  ure200s0
THU    202406192340          0     952.0      94.3
THU    202406192350          0     952.1      94.2
THU    202406200000          0     952.2      95.1
THU    202406200010          0     952.2      92.6
THU    202406200020          0     952.1      93.1
THU    202406200030          0     951.8      93.6
THU    202406200040          0     951.8      93.0
THU    202406200050          0     951.7      91.7
THU    202406200100          0     951.8      92.3
THU    202406200110          0     951.9      91.7
THU    202406200120          0     951.8      95.1
THU    202406200130          0     952.0      94.7
THU    202406200140          0     951.9      94.6
THU    202406200150          0     951.8      96.0
THU    202406200200          0     951.8      93.9
THU    202406200210          0     951.6      96.8
THU    202406200220          0     951.6      96.7
THU    202406200230          0     951.5      97.8
THU    202406200240          0     951.4      97.3
THU    202406200250          0     951.5      96.9
THU    202406200300          0     951.6      95.7
THU    202406200310          0     951.7      98.8
THU    202406200320          0     951.7      98.3
THU    202406200330          0     951.8      99.2
THU    202406200340          0     951.9      99.2
THU    202406200350          0     951.9      98.9
THU    202406200400          5     952.0      99.1
THU    202406200410          7     951.9      99.2
THU    202406200420         13     952.1      99.1
THU    202406200430         17     952.0      99.1
THU    202406200440         15     952.0      99.2
THU    202406200450         32     952.1      99.2
THU    202406200500         36     952.3      99.2
THU    202406200510         31     952.3      99.2
THU    202406200520         28     952.4      99.2
THU    202406200530         31     952.3      98.3
THU    202406200540         31     952.4      99.1
THU    202406200550         35     952.5      98.9
THU    202406200600         39     952.6      95.8
THU    202406200610         42     952.7      94.6
THU    202406200620         59     952.6      95.7
THU    202406200630         82     952.6      96.1
THU    202406200640        168     952.6      93.3
THU    202406200650        106     952.4      89.7
THU    202406200700         89     952.5      86.5
THU    202406200710         76     952.7      86.5
THU    202406200720         90     952.6      85.7
THU    202406200730        103     952.7      86.5
THU    202406200740        132     952.9      86.0
THU    202406200750        123     952.9      83.9
THU    202406200800        162     952.4      79.4
THU    202406200810        189     952.1      79.7
THU    202406200820        188     951.8      78.7
THU    202406200830        205     952.1      79.1
THU    202406200840        269     952.3      76.7
THU    202406200850        264     952.6      77.0
THU    202406200900        218     953.0      77.7
THU    202406200910        212     953.2      77.9
THU    202406200920        208     953.2      76.9
THU    202406200930        165     953.6      78.0
THU    202406200940        179     953.8      78.5
THU    202406200950        233     953.8      78.2
THU    202406201000        294     953.7      75.0
THU    202406201010        333     953.8      65.2
THU    202406201020        424     953.8      72.1
THU    202406201030        343     954.1      71.8
THU    202406201040        327     954.1      69.3
THU    202406201050        555     954.1      64.6
THU    202406201100        595     954.2      61.1
THU    202406201110        397     954.2      61.8
THU    202406201120        282     954.2      62.2
THU    202406201130        159     954.5      63.5
THU    202406201140        256     954.2      68.5
THU    202406201150        515     954.1      71.3
THU    202406201200        422     953.9      67.7
THU    202406201210        497     953.8      64.8
THU    202406201220        525     953.4      64.1
THU    202406201230        639     953.2      63.1
THU    202406201240        494     953.2      63.4
THU    202406201250        382     953.1      62.8
THU    202406201300        350     953.0      62.1
THU    202406201310        206     952.8      65.2
THU    202406201320        168     952.7      66.7
THU    202406201330        168     952.8      66.3
THU    202406201340        209     952.4      65.8
THU    202406201350        241     952.3      64.8
THU    202406201400        266     952.5      64.2
THU    202406201410        212     952.1      63.9
THU    202406201420        253     952.2      63.6
THU    202406201430        216     952.0      64.2
THU    202406201440        153     951.9      64.1
THU    202406201450        112     951.9      63.7
THU    202406201500        228     951.1      64.4
THU    202406201510        237     950.8      63.0
THU    202406201520        239     950.9      63.9
THU    202406201530        317     950.8      63.3
THU    202406201540        452     950.5      59.2
THU    202406201550        476     950.3      58.9
THU    202406201600        277     950.3      59.0
THU    202406201610        270     950.2      60.9
THU    202406201620        184     950.3      60.7
THU    202406201630         80     951.4      63.2
THU    202406201640         69     952.4      69.7
THU    202406201650        192     952.5      74.3
THU    202406201700        175     952.9      72.6
THU    202406201710        117     953.1      73.8
THU    202406201720         38     953.2      73.8
THU    202406201730         17     953.4      76.5
THU    202406201740          8     953.6      80.9
THU    202406201750          6     953.8      80.5
THU    202406201800         21     953.8      74.4
THU    202406201810         43     953.7      77.3
THU    202406201820         32     953.9      85.0
THU    202406201830         21     953.6      89.5
THU    202406201840         15     953.5      89.3
THU    202406201850         29     953.2      98.3
THU    202406201900         35     953.0      96.4
THU    202406201910         11     952.9      95.3
THU    202406201920          7     952.6      94.3
THU    202406201930          2     952.4      97.9
THU    202406201940          0     952.0      98.8
THU    202406201950          0     952.2      99.2
THU    202406202000          0     952.2      99.2
THU    202406202010          0     952.2      99.2
THU    202406202020          0     952.2      99.3
THU    202406202030          0     952.2      99.3
THU    202406202040          0     952.2      99.3
THU    202406202050          0     952.0      99.3
THU    202406202100          0     951.7      99.3
THU    202406202110          0     951.5      99.3
THU    202406202120          0     951.2      99.3
THU    202406202130          0     951.1      99.3
THU    202406202140          0     951.1      99.3
THU    202406202150          0     951.1      99.3
THU    202406202200          0     951.1      99.3
THU    202406202210          0     951.0      99.3
THU    202406202220          0     951.0      99.3
THU    202406202230          0     950.9      99.3
THU    202406202240          0     951.0      99.3
THU    202406202250          0     951.0      99.3
THU    202406202300          0     951.0      99.3
THU    202406202310          0     950.8      99.3
THU    202406202320          0     950.5      99.3
THU    202406202330          0     950.5      99.3
THU    202406202340          0     950.5      99.3
THU    202406202350          0     950.2      99.3
THU    202406210000          0     949.9      99.3
THU    202406210010          0     949.7      99.3
THU    202406210020          0     949.6      99.3
THU    202406210030          0     949.8      99.3
THU    202406210040          0     949.9      99.3
THU    202406210050          0     949.8      99.3
THU    202406210100          0     949.9      99.3
THU    202406210110          0     949.8      99.3
THU    202406210120          0     949.8      99.3
THU    202406210130          0     949.8      99.3
THU    202406210140          0     949.8      99.3
THU    202406210150          0     950.0      99.3
THU    202406210200          0     950.3      99.3
THU    202406210210          0     950.6      99.3
THU    202406210220          0     950.1      99.3
THU    202406210230          0     950.0      99.3
THU    202406210240          0     949.9      99.3
THU    202406210250          0     949.7      99.3
THU    202406210300          0     949.9      99.3
THU    202406210310          0     950.7      99.2
THU    202406210320          0     951.1      99.2
THU    202406210330          0     951.5      99.2
THU    202406210340          0     951.6      99.3
THU    202406210350          0     951.8      99.3
THU    202406210400          0     951.6      99.3
THU    202406210410          0     951.6      99.3
THU    202406210420          8     951.5      99.3
THU    202406210430         33     951.3      99.3
THU    202406210440         22     951.3      99.3
THU    202406210450          8     951.5      99.3
THU    202406210500         13     951.5      99.3
THU    202406210510         22     951.3      99.3
THU    202406210520         10     951.4      99.3
THU    202406210530          4     951.6      99.3
THU    202406210540         10     951.7      99.3
THU    202406210550          8     951.9      99.3
THU    202406210600         20     951.8      99.3
THU    202406210610         30     951.3      99.3
THU    202406210620        109     951.0      99.3
THU    202406210630        179     951.0      99.3
THU    202406210640         91     951.0      99.3
THU    202406210650         37     951.1      99.3
THU    202406210700         17     951.1      99.3
THU    202406210710         38     951.1      99.3
THU    202406210720         18     950.9      99.3
THU    202406210730         39     950.6      99.3
THU    202406210740         57     950.6      95.0
THU    202406210750         99     950.2      96.2
THU    202406210800        129     949.4      97.5
THU    202406210810        139     948.9      97.7
THU    202406210820        187     949.4      99.2
THU    202406210830        195     949.7      95.4
THU    202406210840        141     949.6      92.3
THU    202406210850        145     949.8      91.6
THU    202406210900        138     949.9      92.7
THU    202406210910        282     950.2      95.1
THU    202406210920        443     950.0      91.9
THU    202406210930        318     949.5      85.8
THU    202406210940        506     949.8      85.4
THU    202406210950        388     950.2      84.7
THU    202406211000        531     950.3      83.8
THU    202406211010        863     950.1      80.1
THU    202406211020        918     950.1      77.7
THU    202406211030        925     950.1      74.4
THU    202406211040        853     950.1      71.5
THU    202406211050        544     950.1      69.0
THU    202406211100        225     950.2      68.5
THU    202406211110        152     950.5      69.1
THU    202406211120        301     950.5      70.7
THU    202406211130        283     950.5      77.7
THU    202406211140        130     950.4      77.9
THU    202406211150         53     950.1      81.6
THU    202406211200         26     950.3      85.4
THU    202406211210         43     950.4      90.1
THU    202406211220         62     950.6      90.0
THU    202406211230        203     950.5      95.6
THU    202406211240        473     950.5      96.4
THU    202406211250        434     950.4      91.9
THU    202406211300        708     950.3      88.5
THU    202406211310        371     950.6      84.6
THU    202406211320        141     950.8      84.2
THU    202406211330        165     950.8      69.5
THU    202406211340        212     950.2      65.8
THU    202406211350         62     950.0      68.6
THU    202406211400         82     950.1      77.8
THU    202406211410         71     950.4      82.3
THU    202406211420         53     950.8      95.5
THU    202406211430         39     950.5      93.8
THU    202406211440         41     950.8      90.3
THU    202406211450         69     951.0      92.7
THU    202406211500         70     951.0      93.4
THU    202406211510         57     950.9      97.1
THU    202406211520         41     950.8      99.1
THU    202406211530         32     950.9      99.2
THU    202406211540         22     951.0      99.2
THU    202406211550         20     950.9      99.2
THU    202406211600         17     951.1      99.2
THU    202406211610         10     951.0      97.9
THU    202406211620         11     950.7      98.9
THU    202406211630         18     950.8      98.4
THU    202406211640         14     950.8      99.2
THU    202406211650         16     951.0      99.2
THU    202406211700         21     951.0      98.9
THU    202406211710         31     950.9      99.0
THU    202406211720         35     950.7      98.4
THU    202406211730         42     950.5      97.2
THU    202406211740         73     950.7      96.4
THU    202406211750         57     950.6      97.7
THU    202406211800         29     950.6      97.9
THU    202406211810         17     950.8      99.2
THU    202406211820         12     951.0      99.2
THU    202406211830         14     951.0      96.4
THU    202406211840         14     950.9      94.1
THU    202406211850         23     950.8      95.8
THU    202406211900         31     951.0      96.5
THU    202406211910         17     951.0      95.5
THU    202406211920          5     951.1      95.3
THU    202406211930          0     951.2      95.2
THU    202406211940          0     951.2      97.6
THU    202406211950          0     951.3      99.2
THU    202406212000          0     951.4      99.3
THU    202406212010          0     951.5      99.3
THU    202406212020          0     951.7      99.2
THU    202406212030          0     951.9      99.2
THU    202406212040          0     952.0      99.2
THU    202406212050          0     952.1      97.8
THU    202406212100          0     952.2      98.2
THU    202406212110          0     952.3      99.2
THU    202406212120          0     952.4      99.2
THU    202406212130          0     952.6      99.2
THU    202406212140          0     952.7      99.1
THU    202406212150          0     952.7      99.2
THU    202406212200          0     952.8      99.3
THU    202406212210          0     952.9      98.6
THU    202406212220          0     952.9      96.2
THU    202406212230          0     952.9      96.0
THU    202406212240          0     952.9      96.5
THU    202406212250          0     952.9      94.4
THU    202406212300          0     952.9      94.6
THU    202406212310          0     952.8      95.6
THU    202406212320          0     952.9      97.3
THU    202406212330          0     953.0      97.4
THU    202406212340          0     952.9      97.4
THU    202406212350          0     952.9      97.4
THU    202406220000          0     952.8      98.8
THU    202406220010          0     952.8      98.0
THU    202406220020          0     952.7      97.9
THU    202406220030          0     952.8      96.9
THU    202406220040          0     952.8      98.1
THU    202406220050          0     952.7      99.2
THU    202406220100          0     952.7      99.2
THU    202406220110          0     952.6      99.1
THU    202406220120          0     952.6      99.2
THU    202406220130          0     952.5      99.2
THU    202406220140          0     952.6      99.2
THU    202406220150          0     952.5      99.3
THU    202406220200          0     952.4      99.3
THU    202406220210          0     952.2      99.3
THU    202406220220          0     952.2      99.3
THU    202406220230          0     952.1      99.3
THU    202406220240          0     952.1      99.3
THU    202406220250          0     952.1      99.3
THU    202406220300          0     952.0      99.3
THU    202406220310          0     952.0      99.3
THU    202406220320          0     951.9      99.3
THU    202406220330          0     951.8      99.3
THU    202406220340          0     951.8      99.3
THU    202406220350          1     951.8      99.3
THU    202406220400          6     951.7      99.3
THU    202406220410         14     951.5      99.2
THU    202406220420         22     951.5      99.3
THU    202406220430         27     951.5      99.3
THU    202406220440         44     951.5      99.3
THU    202406220450         70     951.5      99.3
THU    202406220500         86     951.4      99.0
THU    202406220510         81     951.4      96.7
THU    202406220520         94     951.4      96.9
THU    202406220530         87     951.4      97.2
THU    202406220540         70     951.5      96.2
THU    202406220550         50     951.4      96.7
THU    202406220600         50     951.3      95.8
THU    202406220610         58     951.3      96.0
THU    202406220620         82     951.3      95.5
THU    202406220630         90     951.4      95.8
THU    202406220640        149     951.4      95.7
THU    202406220650        277     951.4      94.4
THU    202406220700        280     951.2      91.0
THU    202406220710        176     951.3      90.7
THU    202406220720        158     951.2      90.5
THU    202406220730        186     951.2      91.0
THU    202406220740        188     951.2      91.9
THU    202406220750        213     951.1      91.9
THU    202406220800        239     951.1      92.1
THU    202406220810        249     951.0      91.1
THU    202406220820        283     950.9      92.2
THU    202406220830        287     950.9      88.5
THU    202406220840        262     950.8      88.8
THU    202406220850        180     950.7      91.3
THU    202406220900        284     950.7      92.7
THU    202406220910        322     950.6      91.8
THU    202406220920        259     950.6      89.8
THU    202406220930        261     950.7      89.8
THU    202406220940        158     950.7      90.6
THU    202406220950        178     950.8      92.6
THU    202406221000        200     950.8      93.9
THU    202406221010        194     950.8      95.9
THU    202406221020        204     950.9      97.6
THU    202406221030        125     950.9      98.2
THU    202406221040         85     950.9      99.2
THU    202406221050         92     951.0      99.2
THU    202406221100        126     951.0      97.3
THU    202406221110        140     950.9      98.8
THU    202406221120        133     951.0      99.2
THU    202406221130        162     951.1      99.2
THU    202406221140        126     951.2      99.2
THU    202406221150         60     951.3      99.2
THU    202406221200         84     951.3      99.2
THU    202406221210         65     951.5      99.2
THU    202406221220         24     951.8      99.2
THU    202406221230         15     951.9      99.2
THU    202406221240         15     952.1      99.2
THU    202406221250         17     952.2      99.2
THU    202406221300         22     952.0      99.2
THU    202406221310         43     952.2      99.2
THU    202406221320         74     952.3      99.2
THU    202406221330         50     952.3      99.2
THU    202406221340         27     952.6      98.5
THU    202406221350         31     952.5      98.4
THU    202406221400         44     952.4      99.2
THU    202406221410         71     952.3      99.2
THU    202406221420         87     952.4      99.2
THU    202406221430        109     952.3      99.1
THU    202406221440        115     952.3      95.9
THU    202406221450        152     952.2      95.0
THU    202406221500        300     952.0      95.3
THU    202406221510        299     951.8      93.4
THU    202406221520        258     951.7      90.7
THU    202406221530        169     951.6      89.7
THU    202406221540        166     951.6      88.6
THU    202406221550        208     951.6      89.5
THU    202406221600        528     951.5      88.8
THU    202406221610        379     951.4      87.3
THU    202406221620        196     951.4      87.5
THU    202406221630        165     951.4      87.7
THU    202406221640        149     951.4      87.3
THU    202406221650        169     951.3      85.4
THU    202406221700        271     951.2      85.1
THU    202406221710        162     951.1      82.7
THU    202406221720        197     951.0      81.7
THU    202406221730        332     950.9      79.8
THU    202406221740        296     950.9      76.4
THU    202406221750        233     950.9      75.6
THU    202406221800        192     950.8      74.9
THU    202406221810        111     950.8      74.4
THU    202406221820        127     950.9      75.3
THU    202406221830         84     950.8      76.4
THU    202406221840         72     950.8      77.8
THU    202406221850         31     950.7      81.8
THU    202406221900         24     950.7      89.4
THU    202406221910          9     950.7      97.0
THU    202406221920          3     950.7      99.2
THU    202406221930          0     950.9      99.2
THU    202406221940          0     951.0      99.3
THU    202406221950          0     951.2      99.3
THU    202406222000          0     951.3      99.3
THU    202406222010          0     951.4      99.3
THU    202406222020          0     951.4      99.2
THU    202406222030          0     951.5      99.2
THU    202406222040          0     951.7      99.2
THU    202406222050          0     951.9      99.3
THU    202406222100          0     951.9      99.3
THU    202406222110          0     952.0      99.3
THU    202406222120          0     952.0      99.3
THU    202406222130          0     952.1      99.3
THU    202406222140          0     952.1      99.3
THU    202406222150          0     952.0      99.3
THU    202406222200          0     952.0      99.3
THU    202406222210          0     952.0      99.3
THU    202406222220          0     952.0      99.3
THU    202406222230          0     952.0      99.3
THU    202406222240          0     952.0      99.3
THU    202406222250          0     952.1      99.3
THU    202406222300          0     952.0      99.3
THU    202406222310          0     951.9      99.3
THU    202406222320          0     951.9      99.3
THU    202406222330          0     951.9      99.3
THU    202406222340          0     951.9      99.3
THU    202406222350          0     951.9      99.3
THU    202406230000          0     951.9      99.3
THU    202406230010          0     951.9      99.3
THU    202406230020          0     951.8      99.3
THU    202406230030          0     951.8      99.3
THU    202406230040          0     951.7      99.3
THU    202406230050          0     951.8      99.3
THU    202406230100          0     951.8      99.3
THU    202406230110          0     951.8      99.3
THU    202406230120          0     951.8      99.3
THU    202406230130          0     951.8      99.3
THU    202406230140          0     951.7      99.3
THU    202406230150          0     951.6      99.3
THU    202406230200          0     951.6      99.3
THU    202406230210          0     951.6      99.3
THU    202406230220          0     951.5      99.3
THU    202406230230          0     951.5      99.3
THU    202406230240          0     951.4      99.3
THU    202406230250          0     951.4      99.3
THU    202406230300          0     951.3      99.3
THU    202406230310          0     951.2      99.3
THU    202406230320          0     951.3      99.3
THU    202406230330          0     951.3      99.3
THU    202406230340          0     951.4      99.3
THU    202406230350          0     951.6      99.3
THU    202406230400          0     951.6      99.3
THU    202406230410          0     951.6      99.3
THU    202406230420          0     951.6      99.3
THU    202406230430          0     951.7      99.3
THU    202406230440          3     951.7      99.3
THU    202406230450          3     951.8      99.2
THU    202406230500          8     951.8      99.2
THU    202406230510          9     951.9      99.2
THU    202406230520         15     951.9      99.3
THU    202406230530         24     952.0      99.3
THU    202406230540         37     952.1      99.3
THU    202406230550         68     952.0      99.3
THU    202406230600         43     952.0      99.3
THU    202406230610         51     952.1      99.3
THU    202406230620        150     952.0      99.3
THU    202406230630        214     951.9      99.2
THU    202406230640        228     952.0      99.2
THU    202406230650        271     951.9      99.2
THU    202406230700        304     951.9      98.4
THU    202406230710        351     951.9      95.4
THU    202406230720        291     951.9      93.0
THU    202406230730        258     951.9      90.9
THU    202406230740        178     951.8      90.1
THU    202406230750        188     951.8      88.5
THU    202406230800        187     951.8      89.3
THU    202406230810        209     951.7      88.7
THU    202406230820        188     951.6      87.7
THU    202406230830        201     951.6      86.7
THU    202406230840        160     951.6      85.8
THU    202406230850        146     951.5      85.7
THU    202406230900        223     951.6      86.4
THU    202406230910        574     951.5      82.6
THU    202406230920        389     951.5      80.4
THU    202406230930        394     951.5      81.0
THU    202406230940        352     951.5      76.5
THU    202406230950        307     951.5      73.3
THU    202406231000        183     951.5      71.9
THU    202406231010         90     951.4      80.5
THU    202406231020         98     951.5      77.7
THU    202406231030        112     951.5      77.4
THU    202406231040        100     951.5      73.9
THU    202406231050        105     951.4      75.0
THU    202406231100        145     951.4      75.8
THU    202406231110        208     951.4      75.0
THU    202406231120        288     951.5      73.1
THU    202406231130        274     951.5      71.9
THU    202406231140        194     951.6      70.6
THU    202406231150        169     951.6      70.8
THU    202406231200        128     951.6      73.2
THU    202406231210        103     951.7      75.5
THU    202406231220        122     951.7      75.7
THU    202406231230        119     951.7      75.1
THU    202406231240        125     951.7      74.3
THU    202406231250        115     951.7      74.1
THU    202406231300        116     951.8      75.1
THU    202406231310        100     951.9      75.4
THU    202406231320        114     951.8      75.7
THU    202406231330        117     951.8      75.4
THU    202406231340        133     951.8      75.7
THU    202406231350         98     951.9      74.9
THU    202406231400         90     951.9      76.1
THU    202406231410         75     951.9      75.4
THU    202406231420         97     951.8      73.3
THU    202406231430        118     951.8      71.4
THU    202406231440         92     951.8      70.4
THU    202406231450         91     951.7      72.1
THU    202406231500         76     951.7      75.1
THU    202406231510         76     951.7      78.2
THU    202406231520         71     951.7      76.9
THU    202406231530         70     951.7      80.2
THU    202406231540         57     951.7      80.4
THU    202406231550         75     951.6      80.3
THU    202406231600        115     951.7      80.5
THU    202406231610        124     951.8      79.9
THU    202406231620        130     951.7      78.3
THU    202406231630        124     951.7      77.2
THU    202406231640        134     951.8      78.6
THU    202406231650        154     951.8      79.4
THU    202406231700        140     951.9      79.6
THU    202406231710         91     952.0      79.1
THU    202406231720         69     952.0      79.6
THU    202406231730         75     952.0      78.2
THU    202406231740         78     952.0      78.5
THU    202406231750         62     952.1      78.1
THU    202406231800         42     952.2      78.2
THU    202406231810         38     952.2      81.1
THU    202406231820         32     952.2      81.8
THU    202406231830         24     952.3      81.5
THU    202406231840         16     952.3      81.7
THU    202406231850         11     952.3      81.6
THU    202406231900          6     952.4      85.0
THU    202406231910          1     952.5      89.1
THU    202406231920          0     952.6      87.7
THU    202406231930          0     952.6      85.6
THU    202406231940          0     952.6      92.2
THU    202406231950          0     952.7      91.0
THU    202406232000          0     952.8      91.6
THU    202406232010          0     952.8      91.9
THU    202406232020          0     952.7      97.9
THU    202406232030          0     952.7      99.2
THU    202406232040          0     952.7      99.2
THU    202406232050          0     952.6      99.2
THU    202406232100          0     952.5      99.2
THU    202406232110          0     952.5      99.2
THU    202406232120          0     952.4      98.9
THU    202406232130          0     952.4      99.2
THU    202406232140          0     952.5      99.2
THU    202406232150          0     952.5      99.2
THU    202406232200          0     952.5      99.2
THU    202406232210          0     952.3      99.2
THU    202406232220          0     952.3      99.2
THU    202406232230          0     952.3      99.3
THU    202406232240          0     952.1      99.3
THU    202406232250          0     952.1      99.3
THU    202406232300          0     952.1      99.3
THU    202406232310          0     952.1      99.3
THU    202406232320          0     952.0      99.3
THU    202406232330          0     951.9      99.3
THU    202406232340          0     951.9      99.3
THU    202406232350          0     951.9      99.3
THU    202406240000          0     951.9      99.3
THU    202406240010          0     951.8      99.3
THU    202406240020          0     951.8      99.3
THU    202406240030          0     951.7      99.3
THU    202406240040          0     951.6      99.3
THU    202406240050          0     951.6      99.3
THU    202406240100          0     951.6      99.3
THU    202406240110          0     951.5      99.2
THU    202406240120          0     951.4      99.2
THU    202406240130          0     951.4      99.3
THU    202406240140          0     951.3      99.3
THU    202406240150          0     951.2      99.3
THU    202406240200          0     951.2      99.3
THU    202406240210          0     951.1      99.3
THU    202406240220          0     951.1      99.3
THU    202406240230          0     951.1      99.3
THU    202406240240          0     951.1      99.3
THU    202406240250          0     951.1      99.3
THU    202406240300          0     951.1      99.3
THU    202406240310          0     951.0      99.3
THU    202406240320          0     951.0      99.3
THU    202406240330          0     950.9      99.3
THU    202406240340          0     950.9      99.3
THU    202406240350          4     950.9      99.3
THU    202406240400          9     950.9      99.3
THU    202406240410         15     951.0      99.3
THU    202406240420         32     950.9      99.3
THU    202406240430         40     950.9      99.3
THU    202406240440         82     950.9      99.3
THU    202406240450        108     950.9      99.3
THU    202406240500        138     951.0      99.3
THU    202406240510        160     951.0      99.3
THU    202406240520        191     951.0      99.3
THU    202406240530        220     950.9      96.7
THU    202406240540        243     950.9      93.8
THU    202406240550        248     950.9      92.3
THU    202406240600        308     950.9      88.8
THU    202406240610        340     950.8      87.6
THU    202406240620        371     950.8      85.1
THU    202406240630        402     950.8      81.9
THU    202406240640        432     950.8      80.3
THU    202406240650        461     950.8      79.5
THU    202406240700        491     950.7      78.0
THU    202406240710        519     950.7      76.5
THU    202406240720        548     950.7      75.3
THU    202406240730        577     950.8      74.4
THU    202406240740        605     950.7      71.6
THU    202406240750        632     950.7      69.6
THU    202406240800        658     950.6      69.8
THU    202406240810        684     950.5      68.7
THU    202406240820        714     950.5      69.2
THU    202406240830        743     950.6      67.5
THU    202406240840        771     950.5      66.8
THU    202406240850        801     950.5      65.7
THU    202406240900        830     950.4      64.6
THU    202406240910        906     950.4      63.7
THU    202406240920        975     950.4      63.4
THU    202406240930        351     950.4      65.4
THU    202406240940        814     950.4      63.5
THU    202406240950        691     950.4      63.1
THU    202406241000       1050     950.4      61.5
THU    202406241010       1060     950.4      60.2
THU    202406241020        764     950.4      59.9
THU    202406241030        438     950.4      61.8
THU    202406241040        516     950.3      62.3
THU    202406241050        512     950.3      62.7
THU    202406241100        558     950.2      61.3
THU    202406241110        952     950.1      62.6
THU    202406241120       1073     950.0      60.9
THU    202406241130       1019     950.0      60.6
THU    202406241140        608     949.9      60.2
THU    202406241150        416     949.9      63.2
THU    202406241200        471     949.7      64.2
THU    202406241210        520     949.6      63.5
THU    202406241220        460     949.5      62.7
THU    202406241230        380     949.5      62.0
THU    202406241240        493     949.5      61.3
THU    202406241250        544     949.5      61.2
THU    202406241300        435     949.4      60.6
THU    202406241310        485     949.3      61.6
THU    202406241320        562     949.2      59.0
THU    202406241330        406     949.1      58.7
THU    202406241340        443     949.1      58.3
THU    202406241350        497     949.1      58.8
THU    202406241400        418     949.0      56.5
THU    202406241410        505     948.9      57.4
THU    202406241420        491     948.7      58.2
THU    202406241430        416     948.6      56.5
THU    202406241440        331     948.5      54.5
THU    202406241450        657     948.5      55.6
THU    202406241500        622     948.4      54.0
THU    202406241510        614     948.4      54.2
THU    202406241520        602     948.4      54.2
THU    202406241530        386     948.3      53.8
THU    202406241540        476     948.3      52.5
THU    202406241550        696     948.2      53.2
THU    202406241600        377     948.2      53.0
THU    202406241610        569     948.1      52.7
THU    202406241620        496     948.0      52.6
THU    202406241630        453     948.0      51.5
THU    202406241640        407     947.9      51.5
THU    202406241650        400     948.0      51.1
THU    202406241700        316     948.1      52.0
THU    202406241710        211     948.0      53.3
THU    202406241720        156     948.0      53.7
THU    202406241730        249     948.0      53.0
THU    202406241740        253     948.1      54.3
THU    202406241750         96     948.1      53.7
THU    202406241800         61     948.1      55.1
THU    202406241810         63     948.2      58.0
THU    202406241820         57     948.2      59.8
THU    202406241830         52     948.1      61.6
THU    202406241840         43     948.2      69.8
THU    202406241850         30     948.2      70.8
THU    202406241900         21     948.2      71.0
THU    202406241910         13     948.3      71.6
THU    202406241920          4     948.3      75.5
THU    202406241930          0     948.3      77.9
THU    202406241940          0     948.3      78.7
THU    202406241950          0     948.4      86.1
THU    202406242000          0     948.4      90.4
THU    202406242010          0     948.4      91.6
THU    202406242020          0     948.5      92.1
THU    202406242030          0     948.5      95.6
THU    202406242040          0     948.4      95.2
THU    202406242050          0     948.4      96.6
THU    202406242100          0     948.4      97.7
THU    202406242110          0     948.4      91.9
THU    202406242120          0     948.4      87.3
THU    202406242130          0     948.4      86.5
THU    202406242140          0     948.5      88.2
THU    202406242150          0     948.5      97.6
THU    202406242200          0     948.4      99.2
THU    202406242210          0     948.4      99.2
THU    202406242220          0     948.5      99.2
THU    202406242230          0     948.4      99.2
THU    202406242240          0     948.3      99.2
THU    202406242250          0     948.1      99.2
THU    202406242300          0     948.1      99.2
THU    202406242310          0     948.2      99.3
THU    202406242320          0     948.2      99.2
THU    202406242330          0     948.2      99.3
THU    202406242340          0     948.1      99.3
THU    202406242350          0     948.0      99.3
THU    202406250000          0     948.0      99.3
THU    202406250010          0     948.0      99.3
THU    202406250020          0     948.0      99.3
THU    202406250030          0     947.9      99.3
THU    202406250040          0     947.7      99.3
THU    202406250050          0     947.6      99.3
THU    202406250100          0     947.5      99.3
THU    202406250110          0     947.5      99.3
THU    202406250120          0     947.5      99.3
THU    202406250130          0     947.4      99.3
THU    202406250140          0     947.5      99.3
THU    202406250150          0     947.5      99.3
THU    202406250200          0     947.4      99.3
THU    202406250210          0     947.4      99.3
THU    202406250220          0     947.3      99.3
THU    202406250230          0     947.2      99.3
THU    202406250240          0     947.3      99.3
THU    202406250250          0     947.4      99.3
THU    202406250300          0     947.3      99.3
THU    202406250310          0     947.3      99.3
THU    202406250320          0     947.3      99.3
THU    202406250330          0     947.4      99.3
THU    202406250340          1     947.5      99.3
THU    202406250350          5     947.5      99.3
THU    202406250400         11     947.6      99.3
THU    202406250410         21     947.6      99.3
THU    202406250420         38     947.6      99.3
THU    202406250430         56     947.5      99.3
THU    202406250440         77     947.6      99.3
THU    202406250450        103     947.6      99.3
THU    202406250500        129     947.6      99.3
THU    202406250510        154     947.6      99.3
THU    202406250520        179     947.7      99.2
THU    202406250530        206     947.6      98.1
THU    202406250540        235     947.5      96.1
THU    202406250550        265     947.5      92.8
THU    202406250600        295     947.6      90.2
THU    202406250610        325     947.6      88.0
THU    202406250620        355     947.6      86.9
THU    202406250630        384     947.6      84.8
THU    202406250640        412     947.7      83.6
THU    202406250650        440     947.6      81.7
THU    202406250700        470     947.6      79.4
THU    202406250710        498     947.5      78.2
THU    202406250720        526     947.5      77.5
THU    202406250730        554     947.4      77.2
THU    202406250740        581     947.3      75.8
THU    202406250750        608     947.3      74.9
THU    202406250800        634     947.2      72.8
THU    202406250810        655     947.1      71.5
THU    202406250820        682     947.1      70.0
THU    202406250830        699     946.9      67.1
THU    202406250840        728     946.8      67.0
THU    202406250850        749     946.7      66.7
