 

stn    time           gre000z0  prestas0  ure200s0
THU    202407300720        443     953.9      68.0
THU    202407300730        482     953.9      64.7
THU    202407300740        509     953.8      62.0
THU    202407300750        539     953.8      59.1
THU    202407300800        554     953.7      57.4
THU    202407300810        600     953.6      57.5
THU    202407300820        632     953.5      56.6
THU    202407300830        661     953.5      55.1
THU    202407300840        663     953.4      53.1
THU    202407300850        709     953.4      53.0
THU    202407300900        600     953.4      51.7
THU    202407300910        565     953.4      52.2
THU    202407300920        723     953.4      52.1
THU    202407300930        757     953.3      51.3
THU    202407300940        785     953.3      49.7
THU    202407300950        798     953.3      49.1
THU    202407301000        780     953.1      48.9
THU    202407301010        823     953.1      47.3
THU    202407301020        840     953.0      47.4
THU    202407301030        803     953.0      43.1
THU    202407301040        862     952.9      43.0
THU    202407301050        844     952.9      44.8
THU    202407301100        843     952.8      44.5
THU    202407301110        862     952.8      45.3
THU    202407301120        874     952.8      44.8
THU    202407301130        875     952.7      43.8
THU    202407301140        873     952.6      43.0
THU    202407301150        881     952.5      41.4
THU    202407301200        879     952.5      37.8
THU    202407301210        838     952.3      36.5
THU    202407301220        831     952.3      37.7
THU    202407301230        840     952.1      40.3
THU    202407301240        864     952.0      37.0
THU    202407301250        850     952.0      35.1
THU    202407301300        846     951.9      35.1
THU    202407301310        825     951.8      32.0
THU    202407301320        792     951.8      31.8
THU    202407301330        802     951.7      27.5
THU    202407301340        775     951.7      26.9
THU    202407301350        756     951.6      27.1
THU    202407301400        744     951.6      28.0
THU    202407301410        716     951.5      28.6
THU    202407301420        679     951.4      29.1
THU    202407301430        626     951.4      33.6
THU    202407301440        633     951.3      34.5
THU    202407301450        627     951.2      34.4
THU    202407301500        606     951.1      35.5
THU    202407301510        587     951.1      37.9
THU    202407301520        568     951.0      37.5
THU    202407301530        527     951.0      38.2
THU    202407301540        434     950.9      37.8
THU    202407301550        433     950.8      37.7
THU    202407301600        446     950.7      41.8
THU    202407301610        456     950.7      44.4
THU    202407301620        339     950.6      44.9
THU    202407301630        112     950.5      50.7
THU    202407301640        114     950.5      53.3
THU    202407301650        122     950.5      58.8
THU    202407301700        157     950.4      61.6
THU    202407301710        153     950.4      63.4
THU    202407301720         85     950.4      70.6
THU    202407301730         59     950.5      71.3
THU    202407301740         53     950.5      68.4
THU    202407301750         57     950.6      60.9
THU    202407301800         60     950.5      66.7
THU    202407301810         71     950.5      73.3
THU    202407301820         84     950.5      71.0
THU    202407301830         64     950.6      72.4
THU    202407301840         35     950.6      73.8
THU    202407301850         16     950.7      75.7
THU    202407301900          4     950.8      78.9
THU    202407301910          0     950.9      79.7
THU    202407301920          0     951.0      79.2
THU    202407301930          0     951.2      81.4
THU    202407301940          0     951.3      82.4
THU    202407301950          0     951.3      89.3
THU    202407302000          0     951.4      86.9
THU    202407302010          0     951.5      89.6
THU    202407302020          0     951.5      89.8
THU    202407302030          0     951.6      89.3
THU    202407302040          0     951.6      89.0
THU    202407302050          0     951.7      87.0
THU    202407302100          0     951.7      87.0
THU    202407302110          0     951.7      86.1
THU    202407302120          0     951.6      85.2
THU    202407302130          0     951.7      84.9
THU    202407302140          0     951.6      82.3
THU    202407302150          0     951.6      80.4
THU    202407302200          0     951.6      83.3
THU    202407302210          0     951.7      84.3
THU    202407302220          0     951.7      83.8
THU    202407302230          0     951.6      83.9
THU    202407302240          0     951.6      88.4
THU    202407302250          0     951.6      85.4
THU    202407302300          0     951.5      84.8
THU    202407302310          0     951.4      82.6
THU    202407302320          0     951.5      84.7
THU    202407302330          0     951.4      85.3
THU    202407302340          0     951.4      87.2
THU    202407302350          0     951.3      89.9
THU    202407310000          0     951.2      88.7
THU    202407310010          0     951.1      86.8
THU    202407310020          0     951.0      88.0
THU    202407310030          0     950.9      91.3
THU    202407310040          0     950.8      90.7
THU    202407310050          0     950.7      77.5
THU    202407310100          0     950.6      74.3
THU    202407310110          0     950.5      73.2
THU    202407310120          0     950.5      79.4
THU    202407310130          0     950.5      83.5
THU    202407310140          0     950.5      83.5
THU    202407310150          0     950.5      83.7
THU    202407310200          0     950.6      84.1
THU    202407310210          0     950.5      88.4
THU    202407310220          0     950.6      89.4
THU    202407310230          0     950.6      89.5
THU    202407310240          0     950.6      92.5
THU    202407310250          0     950.7      92.3
THU    202407310300          0     950.6      92.0
THU    202407310310          0     950.8      95.5
THU    202407310320          0     950.9      96.3
THU    202407310330          0     950.9      95.7
THU    202407310340          0     950.9      94.8
THU    202407310350          0     950.9      93.5
THU    202407310400          0     950.8      95.7
THU    202407310410          0     950.8      94.5
THU    202407310420          5     950.8      93.9
THU    202407310430         11     950.8      94.2
THU    202407310440         22     950.8      93.9
THU    202407310450         35     950.8      93.2
THU    202407310500         56     950.7      90.8
THU    202407310510         78     950.7      90.3
THU    202407310520        104     950.6      89.7
THU    202407310530        129     950.6      88.9
THU    202407310540        155     950.6      85.8
THU    202407310550        181     950.6      80.8
THU    202407310600        208     950.6      74.5
THU    202407310610        238     950.6      72.2
THU    202407310620        266     950.6      70.2
THU    202407310630        295     950.7      67.0
THU    202407310640        324     950.7      66.3
THU    202407310650        354     950.7      64.8
THU    202407310700        381     950.7      65.2
THU    202407310710        408     950.6      63.0
THU    202407310720        437     950.6      63.0
THU    202407310730        466     950.5      62.0
THU    202407310740        495     950.5      61.9
THU    202407310750        522     950.5      60.5
THU    202407310800        550     950.5      60.0
THU    202407310810        578     950.4      59.8
THU    202407310820        603     950.3      59.5
THU    202407310830        628     950.3      57.9
THU    202407310840        652     950.2      55.4
THU    202407310850        673     950.3      54.0
THU    202407310900        692     950.3      53.9
THU    202407310910        708     950.3      54.5
THU    202407310920        729     950.4      53.2
THU    202407310930        743     950.4      48.4
THU    202407310940        759     950.3      49.3
THU    202407310950        783     950.2      46.6
THU    202407311000        797     950.2      44.4
THU    202407311010        811     950.2      44.7
THU    202407311020        826     950.1      44.7
THU    202407311030        847     950.1      44.2
THU    202407311040        878     949.9      45.4
THU    202407311050        633     949.8      45.9
THU    202407311100        334     949.7      47.5
THU    202407311110        792     949.6      49.4
THU    202407311120        906     949.4      47.7
THU    202407311130        450     949.2      46.2
THU    202407311140        208     948.9      47.9
THU    202407311150        643     948.8      61.2
THU    202407311200        842     949.1      56.0
THU    202407311210        524     949.2      54.3
THU    202407311220        483     949.2      49.9
THU    202407311230        265     948.9      50.9
THU    202407311240        176     948.8      59.5
THU    202407311250         69     949.0      62.8
THU    202407311300         33     948.9      71.1
THU    202407311310         10     949.1      64.8
THU    202407311320          2     949.5      65.7
THU    202407311330          5     949.6      71.6
THU    202407311340          4     950.0      62.9
THU    202407311350          5     951.1      66.9
THU    202407311400          2     951.2      72.5
THU    202407311410          6     951.2      80.5
THU    202407311420         12     951.3      77.0
THU    202407311430         14     951.8      90.9
THU    202407311440         17     951.9      89.5
THU    202407311450         19     951.9      84.1
THU    202407311500         25     951.9      89.2
THU    202407311510         48     951.8      91.0
THU    202407311520         87     951.9      95.2
THU    202407311530         91     951.7      91.7
THU    202407311540         66     951.6      82.7
THU    202407311550         52     951.5      81.1
THU    202407311600         45     951.2      71.7
THU    202407311610         49     951.0      66.4
THU    202407311620         65     950.7      65.4
THU    202407311630         97     950.3      66.3
THU    202407311640        149     950.1      68.8
THU    202407311650        276     949.9      69.1
THU    202407311700        243     949.6      68.4
THU    202407311710        163     949.5      65.8
THU    202407311720        125     949.4      65.7
THU    202407311730        100     949.4      65.7
THU    202407311740         74     949.4      64.9
THU    202407311750         35     949.5      62.6
THU    202407311800         14     949.7      65.4
THU    202407311810          7     949.8      66.0
THU    202407311820          4     949.8      64.8
THU    202407311830          1     949.8      63.0
THU    202407311840          0     949.9      64.0
THU    202407311850          0     950.0      67.1
THU    202407311900          0     950.0      68.9
THU    202407311910          0     949.9      70.2
THU    202407311920          0     949.8      69.2
THU    202407311930          0     949.9      68.0
THU    202407311940          0     950.0      68.8
THU    202407311950          0     950.0      75.8
THU    202407312000          0     950.1      82.4
THU    202407312010          0     950.3      83.9
THU    202407312020          0     950.6      87.0
THU    202407312030          0     950.9      83.6
THU    202407312040          0     950.9      83.8
THU    202407312050          0     950.8      82.5
THU    202407312100          0     950.8      82.7
THU    202407312110          0     950.8      83.3
THU    202407312120          0     950.9      80.5
THU    202407312130          0     951.0      82.7
THU    202407312140          0     950.9      86.5
THU    202407312150          0     950.6      88.8
THU    202407312200          0     950.5      86.8
THU    202407312210          0     950.5      88.1
THU    202407312220          0     950.6      88.5
THU    202407312230          0     950.7      90.2
THU    202407312240          0     950.8      89.9
THU    202407312250          0     951.4      89.9
THU    202407312300          0     951.4      89.8
THU    202407312310          0     950.8      88.6
THU    202407312320          0     950.8      88.7
THU    202407312330          0     950.9      89.8
THU    202407312340          0     950.8      89.7
THU    202407312350          0     950.5      88.3
THU    202408010000          0     950.5      90.7
THU    202408010010          0     950.5      90.4
THU    202408010020          0     950.5      94.0
THU    202408010030          0     950.2      94.3
THU    202408010040          0     949.9      94.2
THU    202408010050          0     949.9      98.8
THU    202408010100          0     949.8      97.3
THU    202408010110          0     949.6      92.3
THU    202408010120          0     949.5      91.7
THU    202408010130          0     949.4      93.4
THU    202408010140          0     949.4      96.9
THU    202408010150          0     949.4      98.8
THU    202408010200          0     949.2      95.1
THU    202408010210          0     949.2      93.7
THU    202408010220          0     949.3      98.3
THU    202408010230          0     949.4      99.2
THU    202408010240          0     949.5      99.2
THU    202408010250          0     949.4      99.2
THU    202408010300          0     949.2      99.2
THU    202408010310          0     949.2      99.2
THU    202408010320          0     949.1      99.2
THU    202408010330          0     949.1      99.2
THU    202408010340          0     949.1      99.2
THU    202408010350          0     949.1      99.2
THU    202408010400          0     949.2      99.2
THU    202408010410          0     949.1      99.2
THU    202408010420          7     949.1      99.2
THU    202408010430         20     949.0      99.3
THU    202408010440         13     949.0      99.3
THU    202408010450         12     949.0      99.2
THU    202408010500         12     949.0      99.1
THU    202408010510         29     948.9      99.2
THU    202408010520         41     948.9      99.2
THU    202408010530         24     949.2      99.2
THU    202408010540          3     949.8      97.2
THU    202408010550          0     949.5      98.8
THU    202408010600          0     949.9      99.2
THU    202408010610          2     949.3      99.2
THU    202408010620          9     949.7      99.2
THU    202408010630         22     949.6      99.2
THU    202408010640         44     949.6      99.2
THU    202408010650         93     949.4      99.2
THU    202408010700        199     949.2      99.2
THU    202408010710        358     949.5      96.9
THU    202408010720        215     949.6      92.9
THU    202408010730        129     949.5      92.7
THU    202408010740        109     949.6      93.9
THU    202408010750        158     950.0      92.0
THU    202408010800        173     950.2      86.9
THU    202408010810         82     949.7      90.3
THU    202408010820         59     950.0      95.6
THU    202408010830         50     950.0      96.3
THU    202408010840        107     950.0      97.8
THU    202408010850        303     950.0      96.2
THU    202408010900        509     950.1      94.4
THU    202408010910        719     950.0      90.6
THU    202408010920        758     949.9      84.8
THU    202408010930        785     949.9      82.9
THU    202408010940        562     949.9      82.6
THU    202408010950        741     949.9      81.1
THU    202408011000        396     949.9      80.3
THU    202408011010        607     949.8      81.2
THU    202408011020        415     949.6      79.2
THU    202408011030        376     949.5      75.8
THU    202408011040        845     949.4      71.2
THU    202408011050        896     949.3      69.0
THU    202408011100        931     949.1      68.2
THU    202408011110        889     949.1      66.2
THU    202408011120        952     948.9      64.7
THU    202408011130        837     948.9      64.4
THU    202408011140        444     948.8      64.2
THU    202408011150        516     948.9      64.5
THU    202408011200        429     948.8      64.5
THU    202408011210        243     948.8      64.4
THU    202408011220        431     948.7      65.5
THU    202408011230        934     948.6      65.0
THU    202408011240        746     948.4      62.8
THU    202408011250        371     948.5      63.5
THU    202408011300        465     948.6      66.2
THU    202408011310        408     948.7      68.5
THU    202408011320        241     948.7      61.7
THU    202408011330         67     949.2      60.5
THU    202408011340         76     949.8      71.3
THU    202408011350         87     949.5      80.2
THU    202408011400        194     949.6      86.1
THU    202408011410        274     949.8      88.8
THU    202408011420        217     949.5      91.1
THU    202408011430        150     949.3      90.0
THU    202408011440        167     948.7      87.7
THU    202408011450        178     948.7      84.3
THU    202408011500        187     948.7      78.3
THU    202408011510        185     948.7      72.5
THU    202408011520        159     948.6      73.8
THU    202408011530        154     948.5      71.8
THU    202408011540        145     949.1      72.9
THU    202408011550        148     949.4      73.8
THU    202408011600        172     949.1      69.8
THU    202408011610        316     949.1      66.3
THU    202408011620        293     948.8      66.8
THU    202408011630        238     948.6      67.7
THU    202408011640        199     948.5      70.5
THU    202408011650        235     948.6      68.4
THU    202408011700        160     948.7      69.0
THU    202408011710        156     948.8      66.4
THU    202408011720        185     948.9      65.1
THU    202408011730         50     949.0      68.9
THU    202408011740         21     949.2      74.3
THU    202408011750         10     949.4      76.0
THU    202408011800          6     949.3      73.5
THU    202408011810          2     949.5      79.3
THU    202408011820         20     949.4      88.1
THU    202408011830         35     949.2      93.3
THU    202408011840         19     949.3      92.0
THU    202408011850          6     949.2      92.5
THU    202408011900          1     949.4      89.5
THU    202408011910          0     949.3      89.7
THU    202408011920          0     949.7      90.9
THU    202408011930          0     949.7      92.2
THU    202408011940          0     949.8      92.6
THU    202408011950          0     949.8      92.9
THU    202408012000          0     949.9      93.1
THU    202408012010          0     950.1      92.1
THU    202408012020          0     950.2      92.6
THU    202408012030          0     950.4      92.6
THU    202408012040          0     950.5      91.8
THU    202408012050          0     950.4      91.9
THU    202408012100          0     950.3      91.9
THU    202408012110          0     950.2      90.7
THU    202408012120          0     950.3      88.3
THU    202408012130          0     950.4      87.7
THU    202408012140          0     950.4      90.3
THU    202408012150          0     950.3      91.8
THU    202408012200          0     950.1      92.3
THU    202408012210          0     950.1      89.9
THU    202408012220          0     950.1      91.4
THU    202408012230          0     950.2      94.5
THU    202408012240          0     950.2      98.5
THU    202408012250          0     950.1      99.2
THU    202408012300          0     950.0      97.0
THU    202408012310          0     950.0      93.2
THU    202408012320          0     949.9      96.1
THU    202408012330          0     949.7      95.5
THU    202408012340          0     949.5      94.8
THU    202408012350          0     949.4      91.5
THU    202408020000          0     949.4      89.3
THU    202408020010          0     949.5      88.5
THU    202408020020          0     949.6      91.3
THU    202408020030          0     949.6      96.4
THU    202408020040          0     949.6      99.1
THU    202408020050          0     949.6      99.2
THU    202408020100          0     949.5      99.2
THU    202408020110          0     949.3      99.2
THU    202408020120          0     949.3      99.2
THU    202408020130          0     949.4      99.2
THU    202408020140          0     949.6      99.2
THU    202408020150          0     949.6      99.2
THU    202408020200          0     949.5      99.2
THU    202408020210          0     949.3      97.9
THU    202408020220          0     949.3      99.2
THU    202408020230          0     949.4      99.2
THU    202408020240          0     949.5      99.2
THU    202408020250          0     949.4      99.2
THU    202408020300          0     949.3      99.2
THU    202408020310          0     949.2      99.2
THU    202408020320          0     949.2      99.2
THU    202408020330          0     948.9      99.2
THU    202408020340          0     948.7      99.3
THU    202408020350          0     948.7      99.3
THU    202408020400          0     948.7      99.2
THU    202408020410          0     948.6      99.2
THU    202408020420          3     948.7      99.2
THU    202408020430          5     948.8      99.2
THU    202408020440          9     948.9      98.0
THU    202408020450         21     948.9      98.3
THU    202408020500         33     948.9      99.0
THU    202408020510         22     949.0      99.1
THU    202408020520         25     949.0      99.2
THU    202408020530         33     949.0      99.2
THU    202408020540         55     949.1      99.2
THU    202408020550         87     949.1      99.2
THU    202408020600        141     949.1      99.2
THU    202408020610        100     949.1      97.3
THU    202408020620        134     949.2      96.0
THU    202408020630        197     949.3      96.3
THU    202408020640        155     949.1      94.8
THU    202408020650        153     949.1      94.1
THU    202408020700        136     949.2      91.6
THU    202408020710         50     949.2      90.7
THU    202408020720         70     949.2      92.8
THU    202408020730         73     949.2      95.4
THU    202408020740        138     949.3      93.5
THU    202408020750        200     949.3      94.1
THU    202408020800        345     949.3      95.1
THU    202408020810        317     949.3      93.6
THU    202408020820        599     949.3      93.7
THU    202408020830        645     949.3      89.5
THU    202408020840        466     949.4      85.8
THU    202408020850        423     949.4      87.4
THU    202408020900        686     949.3      86.3
THU    202408020910        567     949.4      84.3
THU    202408020920        706     949.5      84.5
THU    202408020930        656     949.5      81.2
THU    202408020940        355     949.4      79.6
THU    202408020950        490     949.4      77.5
THU    202408021000        506     949.5      77.0
THU    202408021010        883     949.4      75.1
THU    202408021020        882     949.3      73.3
THU    202408021030        875     949.3      72.2
THU    202408021040        888     949.2      71.2
THU    202408021050        902     949.1      71.8
THU    202408021100        911     949.1      69.6
THU    202408021110        905     949.0      68.6
THU    202408021120        853     948.9      67.9
THU    202408021130        916     948.8      66.9
THU    202408021140        928     948.7      65.2
THU    202408021150        933     948.6      62.5
THU    202408021200        939     948.5      63.3
THU    202408021210        931     948.4      63.1
THU    202408021220        947     948.3      58.0
THU    202408021230        817     948.2      56.6
THU    202408021240        977     948.2      51.4
THU    202408021250        854     948.1      45.7
THU    202408021300        933     947.9      46.0
THU    202408021310        636     947.8      45.1
THU    202408021320        611     947.8      47.5
THU    202408021330        904     947.7      48.8
THU    202408021340        837     947.6      48.1
THU    202408021350        732     947.5      49.1
THU    202408021400        747     947.4      49.6
THU    202408021410        623     947.4      47.0
THU    202408021420        641     947.2      48.2
THU    202408021430        626     947.2      49.1
THU    202408021440        589     947.0      50.6
THU    202408021450        540     946.9      51.7
THU    202408021500        446     946.8      52.9
THU    202408021510        319     946.8      52.7
THU    202408021520        510     946.7      51.3
THU    202408021530        188     946.7      52.5
THU    202408021540        144     946.6      54.3
THU    202408021550        241     946.5      60.0
THU    202408021600        398     946.4      57.4
THU    202408021610        431     946.3      53.4
THU    202408021620        208     946.2      58.9
THU    202408021630        355     946.2      62.0
THU    202408021640        360     946.1      55.7
THU    202408021650        303     946.0      59.8
THU    202408021700        182     946.1      59.8
THU    202408021710         78     946.1      60.6
THU    202408021720        152     946.2      65.7
THU    202408021730        181     946.1      67.4
THU    202408021740        118     946.1      68.2
THU    202408021750         65     945.9      69.3
THU    202408021800         38     946.0      75.8
THU    202408021810         12     946.3      61.5
THU    202408021820          7     946.3      56.9
THU    202408021830          3     946.3      60.5
THU    202408021840          0     946.3      68.3
THU    202408021850          0     946.5      68.0
THU    202408021900          0     947.0      73.5
THU    202408021910          0     947.5      76.5
THU    202408021920          0     947.5      73.1
THU    202408021930          0     947.6      85.8
THU    202408021940          0     947.9      89.1
THU    202408021950          0     948.0      93.0
THU    202408022000          0     947.8      93.8
THU    202408022010          0     948.2      96.5
THU    202408022020          0     948.5      97.4
THU    202408022030          0     948.9      97.7
THU    202408022040          0     948.9      99.1
THU    202408022050          0     948.8      98.6
THU    202408022100          0     948.9      99.2
THU    202408022110          0     949.0      99.2
THU    202408022120          0     949.0      97.3
THU    202408022130          0     949.2      96.6
THU    202408022140          0     949.2      97.6
THU    202408022150          0     949.2      95.5
THU    202408022200          0     949.2      96.9
THU    202408022210          0     949.3      96.5
THU    202408022220          0     949.4      97.0
THU    202408022230          0     949.4      96.9
THU    202408022240          0     949.4      94.1
THU    202408022250          0     949.3      97.0
THU    202408022300          0     949.3      95.1
THU    202408022310          0     949.3      93.6
THU    202408022320          0     949.4      93.3
THU    202408022330          0     949.4      94.3
THU    202408022340          0     949.2      93.5
THU    202408022350          0     949.2      95.2
THU    202408030000          0     949.1      96.2
THU    202408030010          0     949.0      97.4
THU    202408030020          0     948.9      99.2
THU    202408030030          0     948.9      99.2
THU    202408030040          0     948.7      99.2
THU    202408030050          0     948.6      99.2
THU    202408030100          0     948.7      99.2
THU    202408030110          0     948.6      99.3
THU    202408030120          0     948.6      99.2
THU    202408030130          0     948.6      99.2
THU    202408030140          0     948.6      99.3
THU    202408030150          0     948.5      99.3
THU    202408030200          0     948.5      99.3
THU    202408030210          0     948.5      99.3
THU    202408030220          0     948.5      99.3
THU    202408030230          0     948.6      99.3
THU    202408030240          0     948.5      99.3
THU    202408030250          0     948.6      99.3
THU    202408030300          0     948.6      99.3
THU    202408030310          0     948.6      99.3
THU    202408030320          0     948.7      99.3
THU    202408030330          0     948.7      99.3
THU    202408030340          0     948.7      99.3
THU    202408030350          0     948.7      99.3
THU    202408030400          0     948.8      99.3
THU    202408030410          0     948.8      99.3
THU    202408030420          0     949.0      99.3
THU    202408030430          5     949.0      99.3
THU    202408030440         18     949.0      99.3
THU    202408030450         26     949.1      99.3
THU    202408030500         38     949.1      99.2
THU    202408030510         62     949.1      99.3
THU    202408030520         68     949.2      99.3
THU    202408030530         73     949.2      99.2
THU    202408030540        143     949.2      99.2
THU    202408030550        168     949.2      99.2
THU    202408030600        162     949.2      97.7
THU    202408030610        180     949.3      96.0
THU    202408030620        223     949.2      94.8
THU    202408030630        199     949.4      93.3
THU    202408030640        127     949.5      92.6
THU    202408030650        118     949.5      92.8
THU    202408030700        301     949.6      92.6
THU    202408030710        375     949.6      90.4
THU    202408030720        440     949.6      87.4
THU    202408030730        477     949.7      86.9
THU    202408030740        550     949.7      87.2
THU    202408030750        391     949.7      86.4
THU    202408030800        444     949.7      85.0
THU    202408030810        425     949.7      84.4
THU    202408030820        479     949.7      85.3
THU    202408030830        698     949.8      84.1
THU    202408030840        392     949.9      80.7
THU    202408030850        628     949.9      77.8
THU    202408030900        784     949.9      71.8
THU    202408030910        817     949.8      67.5
THU    202408030920        809     949.9      65.0
THU    202408030930        328     949.8      67.9
THU    202408030940        557     949.9      67.6
THU    202408030950        576     949.9      68.9
THU    202408031000        845     950.0      67.6
THU    202408031010        783     949.9      66.3
THU    202408031020        716     949.9      63.8
THU    202408031030        838     949.8      60.8
THU    202408031040        878     949.8      60.4
THU    202408031050        862     949.9      58.3
THU    202408031100        916     949.9      57.2
THU    202408031110        543     949.8      53.8
THU    202408031120        874     949.7      54.3
THU    202408031130        947     949.7      52.2
THU    202408031140        675     949.5      53.5
THU    202408031150        887     949.4      54.7
THU    202408031200        928     949.3      53.0
THU    202408031210        900     949.2      52.8
THU    202408031220        873     949.1      53.5
THU    202408031230        771     949.1      51.6
THU    202408031240        924     949.0      51.2
THU    202408031250        892     949.0      50.6
THU    202408031300        568     948.9      49.0
THU    202408031310        858     948.8      50.9
THU    202408031320        842     948.8      50.3
THU    202408031330        850     948.8      49.8
THU    202408031340        807     948.7      50.4
THU    202408031350        829     948.7      48.8
THU    202408031400        507     948.7      45.5
THU    202408031410        206     948.6      47.8
THU    202408031420        237     948.5      48.9
THU    202408031430        712     948.5      47.3
THU    202408031440        686     948.5      44.4
THU    202408031450        636     948.4      44.1
THU    202408031500        499     948.4      45.0
THU    202408031510        339     948.4      46.3
THU    202408031520        210     948.3      51.4
THU    202408031530        508     948.3      49.8
THU    202408031540        517     948.2      47.2
THU    202408031550        493     948.2      47.9
THU    202408031600        349     948.2      48.1
THU    202408031610        371     948.2      46.2
THU    202408031620        335     948.2      45.5
THU    202408031630        398     948.3      47.0
THU    202408031640        185     948.3      48.5
THU    202408031650        318     948.3      51.9
THU    202408031700        192     948.3      56.6
THU    202408031710        127     948.3      60.3
THU    202408031720        163     948.3      61.1
THU    202408031730        118     948.3      60.3
THU    202408031740         73     948.3      60.4
THU    202408031750         49     948.5      60.5
THU    202408031800         42     948.6      63.1
THU    202408031810         34     948.6      63.7
THU    202408031820         21     948.7      63.1
THU    202408031830         13     948.8      61.1
THU    202408031840          6     948.9      63.0
THU    202408031850          0     949.0      63.9
THU    202408031900          0     949.0      64.7
THU    202408031910          0     949.1      64.5
THU    202408031920          0     949.3      66.8
THU    202408031930          0     949.5      64.3
THU    202408031940          0     949.7      63.6
THU    202408031950          0     949.8      63.1
THU    202408032000          0     950.0      67.3
THU    202408032010          0     950.2      68.1
THU    202408032020          0     950.3      62.4
THU    202408032030          0     950.4      60.8
THU    202408032040          0     950.5      62.1
THU    202408032050          0     950.5      70.3
THU    202408032100          0     950.4      68.2
THU    202408032110          0     950.4      68.2
THU    202408032120          0     950.4      71.4
THU    202408032130          0     950.3      72.5
THU    202408032140          0     950.4      81.8
THU    202408032150          0     950.3      81.2
THU    202408032200          0     950.4      88.9
THU    202408032210          0     950.6      85.1
THU    202408032220          0     950.6      86.9
THU    202408032230          0     950.5      89.2
THU    202408032240          0     950.6      91.9
THU    202408032250          0     950.6      88.3
THU    202408032300          0     950.8      88.7
THU    202408032310          0     950.8      89.3
THU    202408032320          0     950.9      87.7
THU    202408032330          0     950.9      89.6
THU    202408032340          0     950.8      88.3
THU    202408032350          0     950.8      91.9
THU    202408040000          0     950.8      90.7
THU    202408040010          0     950.8      94.7
THU    202408040020          0     950.8      93.5
THU    202408040030          0     950.8      94.6
THU    202408040040          0     950.9      95.2
THU    202408040050          0     950.9      93.9
THU    202408040100          0     950.8      94.3
THU    202408040110          0     950.8      90.8
THU    202408040120          0     950.8      92.0
THU    202408040130          0     950.9      94.2
THU    202408040140          0     950.9      94.8
THU    202408040150          0     950.9      98.1
THU    202408040200          0     950.9      96.5
THU    202408040210          0     951.0      94.7
THU    202408040220          0     950.9      96.6
THU    202408040230          0     950.9      98.6
THU    202408040240          0     950.8      98.1
THU    202408040250          0     950.9      98.0
THU    202408040300          0     950.9      95.3
THU    202408040310          0     950.9      97.6
THU    202408040320          0     950.7      98.4
THU    202408040330          0     950.7      99.1
THU    202408040340          0     950.8      99.2
THU    202408040350          0     950.9      99.2
THU    202408040400          0     951.0      99.2
THU    202408040410          0     951.0      99.2
THU    202408040420          1     951.0      99.2
THU    202408040430          4     951.0      99.2
THU    202408040440          8     951.1      99.2
THU    202408040450         13     951.3      99.2
THU    202408040500         24     951.3      97.6
THU    202408040510         28     951.3      98.0
THU    202408040520         38     951.3      99.1
THU    202408040530         60     951.3      97.7
THU    202408040540         76     951.3      99.1
THU    202408040550         94     951.4      97.7
THU    202408040600        105     951.4      92.8
THU    202408040610        125     951.4      91.5
THU    202408040620        172     951.5      87.1
THU    202408040630        205     951.6      84.9
THU    202408040640        216     951.6      83.4
THU    202408040650        232     951.6      82.2
THU    202408040700        200     951.7      82.4
THU    202408040710        234     951.6      80.9
THU    202408040720        348     951.7      77.2
THU    202408040730        337     951.7      77.0
THU    202408040740        317     951.7      74.6
THU    202408040750        519     951.7      71.7
THU    202408040800        516     951.7      71.0
THU    202408040810        564     951.7      70.9
THU    202408040820        528     951.7      67.2
THU    202408040830        554     951.7      66.6
THU    202408040840        620     951.7      66.1
THU    202408040850        671     951.7      64.7
THU    202408040900        733     951.7      62.7
THU    202408040910        728     951.7      62.1
THU    202408040920        578     951.6      61.5
THU    202408040930        635     951.6      62.9
THU    202408040940        877     951.6      61.0
THU    202408040950        620     951.6      61.5
THU    202408041000        602     951.6      62.5
THU    202408041010        719     951.6      60.7
THU    202408041020        751     951.5      60.5
THU    202408041030        844     951.5      59.9
THU    202408041040        739     951.5      58.6
THU    202408041050        596     951.4      57.6
THU    202408041100        436     951.4      57.9
THU    202408041110        677     951.3      58.7
THU    202408041120        802     951.2      57.8
THU    202408041130        725     951.2      57.4
THU    202408041140        948     951.1      55.7
THU    202408041150        948     951.1      57.4
THU    202408041200        450     951.0      55.7
THU    202408041210        606     950.9      56.6
THU    202408041220        451     950.9      55.8
THU    202408041230        853     950.7      55.0
THU    202408041240        842     950.7      53.9
THU    202408041250        959     950.7      53.9
THU    202408041300        932     950.6      53.6
THU    202408041310        838     950.6      52.7
THU    202408041320        845     950.5      53.4
THU    202408041330        372     950.5      54.7
THU    202408041340        359     950.5      54.4
THU    202408041350        403     950.5      55.0
THU    202408041400        241     950.5      55.6
THU    202408041410        497     950.5      54.5
THU    202408041420        284     950.5      53.7
THU    202408041430        609     950.5      53.3
THU    202408041440        415     950.5      53.1
THU    202408041450        202     950.5      54.7
THU    202408041500        277     950.4      54.3
THU    202408041510        250     950.4      53.8
THU    202408041520        246     950.4      52.9
THU    202408041530        262     950.4      53.7
THU    202408041540        313     950.4      51.7
THU    202408041550        241     950.4      51.5
THU    202408041600        324     950.4      51.8
THU    202408041610        422     950.3      50.1
THU    202408041620        366     950.3      46.9
THU    202408041630        339     950.2      50.0
