 

stn    time           tre200s0  tpo200s0
THU    202409091650       15.9      20.4
THU    202409091700       15.9      20.4
THU    202409091710       15.8      20.3
THU    202409091720       15.8      20.3
THU    202409091730       15.8      20.3
THU    202409091740       15.7      20.2
THU    202409091750       15.5      20.0
THU    202409091800       15.4      19.8
THU    202409091810       15.5      19.9
THU    202409091820       15.2      19.6
THU    202409091830       15.4      19.8
THU    202409091840       15.2      19.6
THU    202409091850       14.8      19.2
THU    202409091900       14.7      19.1
THU    202409091910       14.7      19.1
THU    202409091920       14.7      19.0
THU    202409091930       14.7      19.0
THU    202409091940       14.9      19.2
THU    202409091950       14.9      19.2
THU    202409092000       14.8      19.1
THU    202409092010       14.8      19.1
THU    202409092020       14.6      18.9
THU    202409092030       14.4      18.7
THU    202409092040       14.4      18.7
THU    202409092050       14.2      18.5
THU    202409092100       14.3      18.6
THU    202409092110       14.4      18.7
THU    202409092120       14.3      18.6
THU    202409092130       14.0      18.3
THU    202409092140       14.2      18.5
THU    202409092150       13.9      18.2
THU    202409092200       14.0      18.3
THU    202409092210       14.3      18.6
THU    202409092220       14.0      18.3
THU    202409092230       13.8      18.0
THU    202409092240       13.9      18.1
THU    202409092250       13.9      18.1
THU    202409092300       13.8      18.0
THU    202409092310       13.8      18.0
THU    202409092320       13.7      17.9
THU    202409092330       13.8      18.0
THU    202409092340       13.8      18.0
THU    202409092350       13.7      17.9
THU    202409100000       13.7      17.9
THU    202409100010       13.6      17.8
THU    202409100020       13.5      17.8
THU    202409100030       13.4      17.6
THU    202409100040       13.4      17.6
THU    202409100050       13.5      17.7
THU    202409100100       13.6      17.8
THU    202409100110       13.6      17.8
THU    202409100120       13.8      18.0
THU    202409100130       13.7      17.9
THU    202409100140       13.8      18.0
THU    202409100150       13.9      18.1
THU    202409100200       13.8      18.0
THU    202409100210       13.4      17.6
THU    202409100220       13.4      17.6
THU    202409100230       13.4      17.6
THU    202409100240       13.4      17.6
THU    202409100250       13.3      17.5
THU    202409100300       13.2      17.4
THU    202409100310       13.3      17.5
THU    202409100320       13.3      17.5
THU    202409100330       13.4      17.6
THU    202409100340       13.4      17.6
THU    202409100350       13.2      17.4
THU    202409100400       13.1      17.3
THU    202409100410       13.1      17.3
THU    202409100420       13.1      17.3
THU    202409100430       13.1      17.3
THU    202409100440       13.1      17.3
THU    202409100450       13.2      17.4
THU    202409100500       13.1      17.3
THU    202409100510       13.2      17.4
THU    202409100520       13.2      17.4
THU    202409100530       13.2      17.4
THU    202409100540       13.1      17.3
THU    202409100550       13.2      17.4
THU    202409100600       13.3      17.5
THU    202409100610       13.3      17.5
THU    202409100620       13.3      17.5
THU    202409100630       13.3      17.5
THU    202409100640       13.3      17.5
THU    202409100650       13.5      17.7
THU    202409100700       13.9      18.1
THU    202409100710       14.0      18.2
THU    202409100720       14.6      18.8
THU    202409100730       14.9      19.1
THU    202409100740       14.8      19.0
THU    202409100750       15.1      19.3
THU    202409100800       15.3      19.5
THU    202409100810       15.3      19.5
THU    202409100820       16.1      20.3
THU    202409100830       15.9      20.1
THU    202409100840       15.7      19.9
THU    202409100850       16.0      20.2
THU    202409100900       16.4      20.6
THU    202409100910       16.5      20.7
THU    202409100920       16.5      20.7
THU    202409100930       17.0      21.2
THU    202409100940       16.9      21.1
THU    202409100950       16.8      21.0
THU    202409101000       16.8      21.0
THU    202409101010       16.7      20.9
THU    202409101020       16.8      21.0
THU    202409101030       17.0      21.2
THU    202409101040       17.0      21.2
THU    202409101050       17.1      21.3
THU    202409101100       17.2      21.4
THU    202409101110       17.5      21.8
THU    202409101120       17.6      21.9
THU    202409101130       17.9      22.2
THU    202409101140       17.8      22.1
THU    202409101150       18.3      22.6
THU    202409101200       18.0      22.3
THU    202409101210       17.8      22.1
THU    202409101220       18.0      22.3
THU    202409101230       18.2      22.5
THU    202409101240       18.4      22.7
THU    202409101250       18.4      22.7
THU    202409101300       18.4      22.7
THU    202409101310       18.6      22.9
THU    202409101320       18.9      23.2
THU    202409101330       19.1      23.4
THU    202409101340       18.6      22.9
THU    202409101350       18.6      23.0
THU    202409101400       18.7      23.1
THU    202409101410       18.6      22.9
THU    202409101420       18.6      23.0
THU    202409101430       18.5      22.9
THU    202409101440       18.6      23.0
THU    202409101450       18.5      22.9
THU    202409101500       18.3      22.7
THU    202409101510       18.2      22.6
THU    202409101520       18.4      22.8
THU    202409101530       18.5      22.9
THU    202409101540       18.4      22.8
THU    202409101550       18.5      22.9
THU    202409101600       18.6      23.0
THU    202409101610       18.7      23.1
THU    202409101620       18.7      23.1
THU    202409101630       18.7      23.1
THU    202409101640       18.6      23.0
THU    202409101650       18.2      22.6
THU    202409101700       18.0      22.4
THU    202409101710       17.6      22.0
THU    202409101720       15.9      20.2
THU    202409101730       15.8      20.1
THU    202409101740       16.3      20.6
THU    202409101750       16.9      21.2
THU    202409101800       16.5      20.8
THU    202409101810       16.3      20.6
THU    202409101820       16.0      20.3
THU    202409101830       15.7      20.0
THU    202409101840       15.4      19.7
THU    202409101850       15.2      19.5
THU    202409101900       13.7      17.9
THU    202409101910       12.6      16.8
THU    202409101920       12.4      16.6
THU    202409101930       12.4      16.6
THU    202409101940       12.9      17.1
THU    202409101950       13.6      17.8
THU    202409102000       12.6      16.8
THU    202409102010       11.3      15.5
THU    202409102020       11.0      15.2
THU    202409102030       10.9      15.1
THU    202409102040       10.6      14.8
THU    202409102050       10.8      15.0
THU    202409102100       10.7      14.9
THU    202409102110       10.6      14.8
THU    202409102120        9.9      14.1
THU    202409102130       10.9      15.1
THU    202409102140       11.0      15.2
THU    202409102150       11.2      15.4
THU    202409102200       11.0      15.2
THU    202409102210       11.0      15.2
THU    202409102220        9.9      14.1
THU    202409102230        9.7      13.9
THU    202409102240        9.4      13.6
THU    202409102250        9.8      14.0
THU    202409102300        9.1      13.3
THU    202409102310        9.5      13.7
THU    202409102320        9.6      13.8
THU    202409102330        9.5      13.7
THU    202409102340        8.8      13.0
THU    202409102350        8.6      12.8
THU    202409110000        8.3      12.5
THU    202409110010        8.6      12.9
THU    202409110020        8.7      13.0
THU    202409110030        8.2      12.5
THU    202409110040        7.9      12.2
THU    202409110050        8.6      12.9
THU    202409110100        8.9      13.2
THU    202409110110        9.1      13.4
THU    202409110120        8.1      12.4
THU    202409110130        8.3      12.6
THU    202409110140        8.5      12.8
THU    202409110150        8.5      12.8
THU    202409110200        7.9      12.2
THU    202409110210        7.8      12.1
THU    202409110220        7.9      12.2
THU    202409110230        7.9      12.2
THU    202409110240        8.0      12.3
THU    202409110250        8.3      12.6
THU    202409110300        7.4      11.7
THU    202409110310        7.3      11.6
THU    202409110320        7.1      11.4
THU    202409110330        8.3      12.6
THU    202409110340        8.1      12.4
THU    202409110350        7.7      12.0
THU    202409110400        7.7      12.0
THU    202409110410        7.7      12.0
THU    202409110420        8.0      12.3
THU    202409110430        7.7      12.0
THU    202409110440        7.7      12.0
THU    202409110450        8.1      12.4
THU    202409110500        7.9      12.2
THU    202409110510        8.2      12.5
THU    202409110520        7.7      12.0
THU    202409110530        7.3      11.6
THU    202409110540        8.0      12.4
THU    202409110550        8.1      12.5
THU    202409110600        8.6      13.0
THU    202409110610        9.3      13.7
THU    202409110620        9.9      14.3
THU    202409110630       10.1      14.5
THU    202409110640       10.5      14.9
THU    202409110650       10.8      15.2
THU    202409110700       10.9      15.3
THU    202409110710       11.2      15.6
THU    202409110720       11.6      16.0
THU    202409110730       12.0      16.4
THU    202409110740       12.2      16.7
THU    202409110750       12.5      17.0
THU    202409110800       12.7      17.2
THU    202409110810       12.8      17.3
THU    202409110820       13.1      17.6
THU    202409110830       13.4      17.9
THU    202409110840       13.8      18.3
THU    202409110850       13.8      18.3
THU    202409110900       14.0      18.5
THU    202409110910       14.2      18.7
THU    202409110920       14.3      18.9
THU    202409110930       14.4      19.0
THU    202409110940       14.3      18.9
THU    202409110950       14.3      18.9
THU    202409111000       14.2      18.8
THU    202409111010       14.2      18.8
THU    202409111020       14.3      18.9
THU    202409111030       14.4      19.0
THU    202409111040       14.5      19.1
THU    202409111050       14.5      19.1
THU    202409111100       14.4      19.0
THU    202409111110       14.6      19.2
THU    202409111120       14.6      19.2
THU    202409111130       14.6      19.2
THU    202409111140       14.7      19.3
THU    202409111150       14.9      19.5
THU    202409111200       15.0      19.7
THU    202409111210       15.1      19.8
THU    202409111220       15.4      20.1
THU    202409111230       15.7      20.4
THU    202409111240       15.7      20.4
THU    202409111250       15.7      20.4
THU    202409111300       15.9      20.6
THU    202409111310       15.8      20.5
THU    202409111320       15.6      20.3
THU    202409111330       15.3      20.0
THU    202409111340       15.3      20.0
THU    202409111350       15.1      19.8
THU    202409111400       15.1      19.8
THU    202409111410       15.1      19.8
THU    202409111420       15.0      19.7
THU    202409111430       15.0      19.7
THU    202409111440       15.0      19.7
THU    202409111450       14.9      19.6
THU    202409111500       15.1      19.8
THU    202409111510       15.0      19.7
THU    202409111520       14.9      19.6
THU    202409111530       14.8      19.5
THU    202409111540       14.8      19.5
THU    202409111550       14.7      19.5
THU    202409111600       14.7      19.4
THU    202409111610       14.5      19.2
THU    202409111620       14.5      19.3
THU    202409111630       14.5      19.3
THU    202409111640       14.4      19.2
THU    202409111650       14.3      19.1
THU    202409111700       14.0      18.7
THU    202409111710       13.8      18.5
THU    202409111720       13.7      18.4
THU    202409111730       13.6      18.3
THU    202409111740       13.6      18.3
THU    202409111750       13.5      18.2
THU    202409111800       13.4      18.1
THU    202409111810       13.5      18.2
THU    202409111820       13.5      18.2
THU    202409111830       12.3      17.0
THU    202409111840       11.6      16.2
THU    202409111850       11.3      15.9
THU    202409111900       10.9      15.5
THU    202409111910       10.6      15.1
THU    202409111920       10.4      14.9
THU    202409111930       10.4      14.9
THU    202409111940       10.4      14.9
THU    202409111950       10.3      14.8
THU    202409112000       10.2      14.7
THU    202409112010       10.0      14.5
THU    202409112020        9.7      14.1
THU    202409112030        9.6      14.0
THU    202409112040        9.3      13.7
THU    202409112050        8.9      13.3
THU    202409112100        8.7      13.0
THU    202409112110        8.5      12.8
THU    202409112120        8.4      12.7
THU    202409112130        8.3      12.6
THU    202409112140        8.1      12.4
THU    202409112150        8.1      12.4
THU    202409112200        7.9      12.2
THU    202409112210        7.9      12.2
THU    202409112220        7.8      12.1
THU    202409112230        7.8      12.1
THU    202409112240        7.8      12.1
THU    202409112250        7.8      12.1
THU    202409112300        7.8      12.1
THU    202409112310        7.7      12.0
THU    202409112320        7.6      11.9
THU    202409112330        7.5      11.8
THU    202409112340        7.6      11.9
THU    202409112350        7.6      11.9
THU    202409120000        7.5      11.8
THU    202409120010        7.5      11.8
THU    202409120020        7.5      11.8
THU    202409120030        7.5      11.8
THU    202409120040        7.5      11.8
THU    202409120050        7.5      11.8
THU    202409120100        7.4      11.7
THU    202409120110        7.3      11.6
THU    202409120120        7.2      11.5
THU    202409120130        7.3      11.6
THU    202409120140        7.3      11.6
THU    202409120150        7.3      11.6
THU    202409120200        7.2      11.5
THU    202409120210        7.3      11.6
THU    202409120220        7.2      11.5
THU    202409120230        7.2      11.5
THU    202409120240        7.3      11.6
THU    202409120250        7.2      11.5
THU    202409120300        7.0      11.3
THU    202409120310        7.0      11.3
THU    202409120320        7.0      11.3
THU    202409120330        7.1      11.4
THU    202409120340        7.1      11.4
THU    202409120350        7.1      11.4
THU    202409120400        7.1      11.4
THU    202409120410        6.9      11.2
THU    202409120420        6.6      10.9
THU    202409120430        6.2      10.5
THU    202409120440        6.2      10.5
THU    202409120450        6.3      10.6
THU    202409120500        5.9      10.2
THU    202409120510        5.7      10.0
THU    202409120520        5.9      10.2
THU    202409120530        4.9       9.2
THU    202409120540        4.9       9.2
THU    202409120550        5.2       9.5
THU    202409120600        5.2       9.5
THU    202409120610        5.3       9.6
THU    202409120620        5.7      10.0
THU    202409120630        6.0      10.3
THU    202409120640        6.5      10.8
THU    202409120650        6.7      11.0
THU    202409120700        6.9      11.2
THU    202409120710        7.3      11.6
THU    202409120720        7.7      12.0
THU    202409120730        7.8      12.1
THU    202409120740        7.8      12.1
THU    202409120750        8.0      12.3
THU    202409120800        8.3      12.6
THU    202409120810        8.4      12.7
THU    202409120820        8.6      12.9
THU    202409120830        9.0      13.3
THU    202409120840        9.4      13.7
THU    202409120850        9.4      13.7
THU    202409120900        9.9      14.2
THU    202409120910       10.1      14.4
THU    202409120920        9.9      14.2
THU    202409120930        9.6      13.9
THU    202409120940        9.4      13.7
THU    202409120950        9.3      13.6
THU    202409121000        9.5      13.8
THU    202409121010        9.4      13.7
THU    202409121020        9.6      13.9
THU    202409121030       10.0      14.3
THU    202409121040       10.1      14.4
THU    202409121050       10.4      14.7
THU    202409121100       10.2      14.5
THU    202409121110       10.2      14.5
THU    202409121120       10.3      14.6
THU    202409121130       10.3      14.7
THU    202409121140       10.2      14.5
THU    202409121150       10.0      14.4
THU    202409121200       10.3      14.7
THU    202409121210       10.7      15.1
THU    202409121220       10.8      15.2
THU    202409121230       10.8      15.2
THU    202409121240       11.0      15.4
THU    202409121250       11.2      15.6
THU    202409121300       11.0      15.4
THU    202409121310       11.1      15.5
THU    202409121320       11.2      15.6
THU    202409121330       11.3      15.7
THU    202409121340       11.3      15.7
THU    202409121350       11.4      15.8
THU    202409121400       11.6      16.0
THU    202409121410       11.9      16.3
THU    202409121420       11.9      16.3
THU    202409121430       11.7      16.1
THU    202409121440       11.7      16.1
THU    202409121450       12.1      16.5
THU    202409121500       12.1      16.5
THU    202409121510       11.4      15.8
THU    202409121520       10.3      14.6
THU    202409121530        9.9      14.2
THU    202409121540       10.3      14.6
THU    202409121550       10.4      14.7
THU    202409121600       10.2      14.5
THU    202409121610       10.2      14.5
THU    202409121620       10.1      14.4
THU    202409121630        9.8      14.1
THU    202409121640        9.9      14.2
THU    202409121650        9.6      13.9
THU    202409121700        9.5      13.8
THU    202409121710        9.6      13.9
THU    202409121720        9.8      14.1
THU    202409121730        9.5      13.8
THU    202409121740        9.2      13.5
THU    202409121750        9.2      13.5
THU    202409121800        9.2      13.5
THU    202409121810        9.0      13.3
THU    202409121820        9.0      13.3
THU    202409121830        8.9      13.2
THU    202409121840        8.9      13.1
THU    202409121850        8.8      13.0
THU    202409121900        8.8      13.0
THU    202409121910        8.4      12.6
THU    202409121920        8.5      12.7
THU    202409121930        8.1      12.3
THU    202409121940        8.0      12.2
THU    202409121950        8.1      12.3
THU    202409122000        8.1      12.3
THU    202409122010        8.1      12.3
THU    202409122020        8.2      12.4
THU    202409122030        8.2      12.4
THU    202409122040        8.1      12.3
THU    202409122050        8.1      12.3
THU    202409122100        8.1      12.3
THU    202409122110        8.2      12.4
THU    202409122120        8.3      12.5
THU    202409122130        8.1      12.3
THU    202409122140        7.7      11.9
THU    202409122150        7.9      12.1
THU    202409122200        7.9      12.1
THU    202409122210        7.8      12.0
THU    202409122220        8.0      12.2
THU    202409122230        7.9      12.1
THU    202409122240        7.9      12.1
THU    202409122250        7.9      12.1
THU    202409122300        7.9      12.1
THU    202409122310        7.9      12.1
THU    202409122320        7.9      12.1
THU    202409122330        7.8      12.0
THU    202409122340        7.9      12.1
THU    202409122350        7.9      12.1
THU    202409130000        8.0      12.2
THU    202409130010        8.0      12.2
THU    202409130020        7.9      12.1
THU    202409130030        7.8      12.0
THU    202409130040        7.6      11.8
THU    202409130050        7.7      11.9
THU    202409130100        7.8      11.9
THU    202409130110        7.8      11.9
THU    202409130120        7.9      12.0
THU    202409130130        7.8      11.9
THU    202409130140        7.8      11.9
THU    202409130150        7.7      11.8
THU    202409130200        7.7      11.8
THU    202409130210        7.6      11.7
THU    202409130220        7.5      11.6
THU    202409130230        7.3      11.4
THU    202409130240        7.3      11.4
THU    202409130250        7.2      11.3
THU    202409130300        7.1      11.2
THU    202409130310        7.2      11.3
THU    202409130320        7.1      11.2
THU    202409130330        7.1      11.2
THU    202409130340        7.0      11.0
THU    202409130350        6.8      10.8
THU    202409130400        6.7      10.7
THU    202409130410        6.7      10.7
THU    202409130420        6.4      10.4
THU    202409130430        6.3      10.3
THU    202409130440        6.3      10.3
THU    202409130450        6.4      10.4
THU    202409130500        6.2      10.2
THU    202409130510        6.0      10.0
THU    202409130520        5.9       9.9
THU    202409130530        6.0       9.9
THU    202409130540        6.3      10.2
THU    202409130550        6.3      10.2
THU    202409130600        6.5      10.4
THU    202409130610        6.6      10.5
THU    202409130620        6.7      10.6
THU    202409130630        6.7      10.6
THU    202409130640        6.9      10.8
THU    202409130650        7.0      10.9
THU    202409130700        7.4      11.3
THU    202409130710        7.5      11.4
THU    202409130720        7.4      11.3
THU    202409130730        7.5      11.4
THU    202409130740        7.7      11.6
THU    202409130750        8.1      12.0
THU    202409130800        8.0      11.9
THU    202409130810        7.5      11.3
THU    202409130820        7.0      10.8
THU    202409130830        7.1      10.9
THU    202409130840        7.4      11.2
THU    202409130850        7.4      11.2
THU    202409130900        7.7      11.5
THU    202409130910        8.2      12.0
THU    202409130920        8.4      12.2
THU    202409130930        8.7      12.5
THU    202409130940        8.6      12.4
THU    202409130950        8.5      12.3
THU    202409131000        8.5      12.3
THU    202409131010        8.5      12.2
THU    202409131020        8.7      12.5
THU    202409131030        8.7      12.4
THU    202409131040        8.6      12.3
THU    202409131050        8.1      11.8
THU    202409131100        7.6      11.3
THU    202409131110        7.0      10.7
THU    202409131120        7.4      11.1
THU    202409131130        8.3      12.0
THU    202409131140        8.2      11.9
THU    202409131150        7.5      11.2
THU    202409131200        6.6      10.2
THU    202409131210        6.0       9.6
THU    202409131220        6.3       9.9
THU    202409131230        7.4      11.0
THU    202409131240        8.2      11.9
THU    202409131250        8.1      11.8
THU    202409131300        9.5      13.2
THU    202409131310       10.1      13.8
THU    202409131320       10.3      14.0
THU    202409131330       10.4      14.1
THU    202409131340       10.3      14.0
THU    202409131350       10.5      14.2
THU    202409131400       10.6      14.3
THU    202409131410       10.4      14.1
THU    202409131420        9.5      13.2
THU    202409131430        8.6      12.2
THU    202409131440        6.9      10.5
THU    202409131450        7.2      10.8
THU    202409131500        7.9      11.5
THU    202409131510        8.0      11.6
THU    202409131520        8.0      11.6
THU    202409131530        7.6      11.1
THU    202409131540        7.6      11.1
THU    202409131550        7.3      10.8
THU    202409131600        7.0      10.5
THU    202409131610        6.8      10.3
THU    202409131620        7.2      10.7
THU    202409131630        7.4      10.9
THU    202409131640        7.3      10.8
THU    202409131650        7.4      10.9
THU    202409131700        7.3      10.8
THU    202409131710        7.2      10.7
THU    202409131720        7.0      10.4
THU    202409131730        7.0      10.4
THU    202409131740        7.1      10.5
THU    202409131750        6.9      10.3
THU    202409131800        6.7      10.1
THU    202409131810        6.5       9.9
THU    202409131820        6.6      10.0
THU    202409131830        6.4       9.8
THU    202409131840        6.3       9.7
THU    202409131850        6.2       9.6
THU    202409131900        6.3       9.7
THU    202409131910        6.4       9.7
THU    202409131920        6.4       9.7
THU    202409131930        6.4       9.7
THU    202409131940        6.4       9.7
THU    202409131950        6.5       9.8
THU    202409132000        6.6       9.9
THU    202409132010        6.5       9.8
THU    202409132020        6.6       9.9
THU    202409132030        6.7      10.0
THU    202409132040        6.7      10.0
THU    202409132050        6.8      10.1
THU    202409132100        6.9      10.2
THU    202409132110        6.7      10.0
THU    202409132120        6.8      10.1
THU    202409132130        6.8      10.1
THU    202409132140        6.9      10.2
THU    202409132150        6.7      10.0
THU    202409132200        6.9      10.2
THU    202409132210        6.9      10.2
THU    202409132220        7.0      10.3
THU    202409132230        7.0      10.3
THU    202409132240        7.0      10.3
THU    202409132250        7.0      10.3
THU    202409132300        7.0      10.3
THU    202409132310        7.1      10.4
THU    202409132320        7.1      10.4
THU    202409132330        7.1      10.4
THU    202409132340        7.1      10.4
THU    202409132350        7.2      10.5
THU    202409140000        7.2      10.5
THU    202409140010        7.2      10.5
THU    202409140020        7.1      10.4
THU    202409140030        7.1      10.4
THU    202409140040        7.1      10.4
THU    202409140050        7.1      10.4
THU    202409140100        7.1      10.4
THU    202409140110        7.1      10.4
THU    202409140120        7.1      10.4
THU    202409140130        6.9      10.2
THU    202409140140        6.8      10.1
THU    202409140150        7.0      10.3
THU    202409140200        7.2      10.5
THU    202409140210        7.2      10.5
THU    202409140220        7.2      10.5
THU    202409140230        7.2      10.5
THU    202409140240        7.2      10.5
THU    202409140250        7.2      10.5
THU    202409140300        7.2      10.5
THU    202409140310        7.3      10.6
THU    202409140320        7.3      10.6
THU    202409140330        7.3      10.6
THU    202409140340        7.2      10.5
THU    202409140350        7.1      10.4
THU    202409140400        7.2      10.5
THU    202409140410        7.2      10.5
THU    202409140420        7.3      10.6
THU    202409140430        7.2      10.5
THU    202409140440        7.2      10.4
THU    202409140450        7.1      10.3
THU    202409140500        7.1      10.3
THU    202409140510        7.1      10.3
THU    202409140520        7.1      10.3
THU    202409140530        7.1      10.3
THU    202409140540        7.1      10.3
THU    202409140550        7.1      10.3
THU    202409140600        7.2      10.4
THU    202409140610        7.2      10.4
THU    202409140620        7.2      10.4
THU    202409140630        7.3      10.5
THU    202409140640        7.3      10.5
THU    202409140650        7.5      10.7
THU    202409140700        7.6      10.8
THU    202409140710        8.0      11.2
THU    202409140720        8.3      11.5
THU    202409140730        8.4      11.6
THU    202409140740        8.5      11.7
THU    202409140750        8.9      12.1
THU    202409140800        9.0      12.3
THU    202409140810        9.5      12.8
THU    202409140820        9.7      13.0
THU    202409140830        9.9      13.2
THU    202409140840       10.2      13.5
THU    202409140850       10.2      13.5
THU    202409140900       10.4      13.7
THU    202409140910       10.4      13.7
THU    202409140920       10.2      13.5
THU    202409140930        9.3      12.6
THU    202409140940        8.4      11.6
THU    202409140950        8.4      11.7
THU    202409141000        8.5      11.8
THU    202409141010        9.0      12.3
THU    202409141020        9.6      12.9
THU    202409141030       10.1      13.4
THU    202409141040       10.2      13.5
THU    202409141050       10.1      13.4
THU    202409141100       10.5      13.8
THU    202409141110       10.9      14.2
THU    202409141120       10.9      14.2
THU    202409141130       11.0      14.3
THU    202409141140       11.1      14.4
THU    202409141150       10.8      14.1
THU    202409141200       10.4      13.7
THU    202409141210       10.6      13.9
THU    202409141220       10.9      14.2
THU    202409141230       11.1      14.4
THU    202409141240       11.2      14.5
THU    202409141250       11.0      14.2
THU    202409141300       11.4      14.6
THU    202409141310       11.3      14.5
THU    202409141320       11.4      14.7
THU    202409141330       11.6      14.9
THU    202409141340       11.8      15.1
THU    202409141350       11.9      15.2
THU    202409141400       11.9      15.2
THU    202409141410       11.8      15.1
THU    202409141420       12.3      15.6
THU    202409141430       12.7      16.0
THU    202409141440       12.9      16.3
THU    202409141450       12.8      16.2
THU    202409141500       12.9      16.3
THU    202409141510       13.0      16.4
THU    202409141520       13.1      16.5
THU    202409141530       12.9      16.3
THU    202409141540       12.4      15.8
THU    202409141550       12.5      15.9
THU    202409141600       12.8      16.2
THU    202409141610       12.7      16.1
THU    202409141620       12.7      16.1
THU    202409141630       12.6      16.0
THU    202409141640       12.3      15.7
THU    202409141650       12.0      15.4
THU    202409141700       11.7      15.1
THU    202409141710       11.5      14.9
THU    202409141720       11.1      14.5
THU    202409141730       10.8      14.2
THU    202409141740       10.3      13.7
THU    202409141750       10.0      13.4
THU    202409141800        9.9      13.3
THU    202409141810        9.6      12.9
THU    202409141820        9.4      12.7
THU    202409141830        9.0      12.3
THU    202409141840        8.9      12.2
THU    202409141850        9.0      12.3
THU    202409141900        8.8      12.1
THU    202409141910        8.7      12.0
THU    202409141920        8.1      11.4
THU    202409141930        7.8      11.1
THU    202409141940        8.1      11.4
THU    202409141950        8.8      12.1
THU    202409142000        8.6      11.9
THU    202409142010        8.1      11.4
THU    202409142020        8.1      11.4
THU    202409142030        7.7      11.0
THU    202409142040        6.6       9.8
THU    202409142050        5.0       8.2
THU    202409142100        4.8       8.0
THU    202409142110        4.5       7.7
THU    202409142120        4.5       7.7
THU    202409142130        4.9       8.1
THU    202409142140        5.4       8.7
THU    202409142150        5.3       8.6
THU    202409142200        5.7       9.0
THU    202409142210        5.8       9.1
THU    202409142220        4.1       7.4
THU    202409142230        3.6       6.9
THU    202409142240        3.9       7.2
THU    202409142250        4.1       7.4
THU    202409142300        3.6       6.9
THU    202409142310        3.8       7.1
THU    202409142320        3.3       6.6
THU    202409142330        3.0       6.3
THU    202409142340        4.0       7.3
THU    202409142350        4.3       7.6
THU    202409150000        4.7       8.0
THU    202409150010        4.3       7.6
THU    202409150020        4.1       7.4
THU    202409150030        4.1       7.4
THU    202409150040        3.3       6.6
THU    202409150050        3.1       6.4
THU    202409150100        3.0       6.3
THU    202409150110        2.9       6.2
THU    202409150120        2.8       6.1
THU    202409150130        2.7       6.0
THU    202409150140        2.6       5.9
THU    202409150150        2.6       5.9
THU    202409150200        2.1       5.4
THU    202409150210        2.0       5.3
THU    202409150220        2.0       5.3
THU    202409150230        1.9       5.2
THU    202409150240        2.0       5.3
THU    202409150250        1.8       5.1
THU    202409150300        1.6       4.9
THU    202409150310        1.8       5.1
THU    202409150320        1.8       5.1
THU    202409150330        2.1       5.4
THU    202409150340        1.6       4.9
THU    202409150350        1.6       4.9
THU    202409150400        1.4       4.7
THU    202409150410        1.6       4.9
THU    202409150420        1.6       4.9
THU    202409150430        1.5       4.8
THU    202409150440        1.9       5.2
THU    202409150450        1.5       4.8
THU    202409150500        1.3       4.6
THU    202409150510        1.3       4.6
THU    202409150520        0.6       3.9
THU    202409150530        1.0       4.3
THU    202409150540        1.6       4.9
THU    202409150550        1.7       5.1
THU    202409150600        1.8       5.2
THU    202409150610        1.8       5.2
THU    202409150620        2.8       6.2
THU    202409150630        3.7       7.1
THU    202409150640        4.6       8.0
THU    202409150650        5.1       8.5
THU    202409150700        5.7       9.1
THU    202409150710        6.2       9.6
THU    202409150720        6.8      10.3
THU    202409150730        7.4      10.9
THU    202409150740        7.7      11.2
THU    202409150750        8.1      11.6
THU    202409150800        8.4      11.9
THU    202409150810        8.9      12.4
THU    202409150820        9.1      12.6
THU    202409150830        9.5      13.0
THU    202409150840       10.1      13.6
THU    202409150850       10.3      13.8
THU    202409150900       10.7      14.2
THU    202409150910       10.3      13.8
THU    202409150920       10.6      14.1
THU    202409150930       11.3      14.8
THU    202409150940       11.7      15.2
THU    202409150950       11.9      15.4
THU    202409151000       11.8      15.3
THU    202409151010       12.2      15.7
THU    202409151020       12.0      15.5
THU    202409151030       12.5      16.0
THU    202409151040       12.4      16.0
THU    202409151050       12.5      16.1
THU    202409151100       12.3      15.9
THU    202409151110       13.0      16.6
THU    202409151120       12.9      16.5
THU    202409151130       13.2      16.8
THU    202409151140       13.3      16.9
THU    202409151150       13.5      17.1
THU    202409151200       13.7      17.3
THU    202409151210       14.0      17.6
THU    202409151220       13.9      17.5
THU    202409151230       14.2      17.9
THU    202409151240       14.3      18.0
THU    202409151250       14.3      18.0
THU    202409151300       14.4      18.1
THU    202409151310       14.3      18.0
THU    202409151320       14.8      18.5
THU    202409151330       14.7      18.4
THU    202409151340       14.6      18.3
THU    202409151350       14.8      18.5
THU    202409151400       15.0      18.7
THU    202409151410       15.1      18.8
THU    202409151420       15.1      18.8
THU    202409151430       15.1      18.8
THU    202409151440       15.3      19.1
THU    202409151450       15.3      19.1
THU    202409151500       15.2      19.0
THU    202409151510       15.1      18.9
THU    202409151520       15.0      18.8
THU    202409151530       14.9      18.7
THU    202409151540       14.6      18.4
THU    202409151550       14.5      18.3
THU    202409151600       14.4      18.2
THU    202409151610       14.1      17.9
THU    202409151620       14.1      17.8
THU    202409151630       13.6      17.3
THU    202409151640       13.2      16.9
THU    202409151650       12.9      16.6
THU    202409151700       12.6      16.3
THU    202409151710       11.9      15.6
THU    202409151720       11.3      15.0
THU    202409151730       11.2      14.9
THU    202409151740       10.9      14.6
THU    202409151750       10.8      14.4
THU    202409151800       10.4      14.0
THU    202409151810       10.5      14.1
