 

stn    time           tre200s0  tpo200s0
THU    202407052000       18.9      23.5
THU    202407052010       18.6      23.2
THU    202407052020       19.1      23.7
THU    202407052030       18.8      23.4
THU    202407052040       18.0      22.6
THU    202407052050       17.8      22.4
THU    202407052100       17.6      22.3
THU    202407052110       18.3      23.0
THU    202407052120       18.6      23.3
THU    202407052130       18.1      22.7
THU    202407052140       17.4      22.0
THU    202407052150       16.7      21.3
THU    202407052200       17.2      21.8
THU    202407052210       16.9      21.5
THU    202407052220       16.4      21.0
THU    202407052230       17.2      21.9
THU    202407052240       17.2      21.9
THU    202407052250       16.5      21.2
THU    202407052300       16.5      21.2
THU    202407052310       16.5      21.2
THU    202407052320       16.1      20.8
THU    202407052330       16.1      20.8
THU    202407052340       15.2      19.8
THU    202407052350       15.2      19.8
THU    202407060000       15.0      19.6
THU    202407060010       15.1      19.7
THU    202407060020       14.9      19.6
THU    202407060030       14.4      19.1
THU    202407060040       14.9      19.6
THU    202407060050       14.4      19.1
THU    202407060100       14.6      19.3
THU    202407060110       14.2      18.9
THU    202407060120       14.1      18.8
THU    202407060130       14.4      19.1
THU    202407060140       14.3      19.0
THU    202407060150       14.1      18.8
THU    202407060200       14.2      18.9
THU    202407060210       14.1      18.8
THU    202407060220       14.1      18.8
THU    202407060230       13.8      18.5
THU    202407060240       13.7      18.4
THU    202407060250       13.6      18.3
THU    202407060300       13.2      17.9
THU    202407060310       13.6      18.3
THU    202407060320       13.5      18.2
THU    202407060330       12.9      17.6
THU    202407060340       13.2      17.9
THU    202407060350       12.9      17.6
THU    202407060400       13.5      18.2
THU    202407060410       13.4      18.1
THU    202407060420       14.1      18.8
THU    202407060430       14.0      18.7
THU    202407060440       13.6      18.3
THU    202407060450       13.8      18.5
THU    202407060500       14.6      19.3
THU    202407060510       15.5      20.2
THU    202407060520       16.0      20.7
THU    202407060530       16.9      21.7
THU    202407060540       17.3      22.1
THU    202407060550       17.8      22.6
THU    202407060600       18.2      23.0
THU    202407060610       18.1      22.9
THU    202407060620       18.2      23.0
THU    202407060630       18.4      23.2
THU    202407060640       18.7      23.5
THU    202407060650       18.8      23.6
THU    202407060700       18.8      23.6
THU    202407060710       18.8      23.6
THU    202407060720       19.1      23.9
THU    202407060730       19.5      24.4
THU    202407060740       19.9      24.8
THU    202407060750       20.6      25.5
THU    202407060800       20.8      25.7
THU    202407060810       21.0      25.9
THU    202407060820       21.1      26.0
THU    202407060830       21.1      26.0
THU    202407060840       21.2      26.1
THU    202407060850       21.3      26.2
THU    202407060900       21.6      26.5
THU    202407060910       21.6      26.5
THU    202407060920       21.7      26.6
THU    202407060930       22.0      26.9
THU    202407060940       22.1      27.0
THU    202407060950       21.8      26.7
THU    202407061000       21.6      26.5
THU    202407061010       21.6      26.5
THU    202407061020       21.7      26.6
THU    202407061030       21.8      26.7
THU    202407061040       21.5      26.4
THU    202407061050       20.6      25.5
THU    202407061100       20.0      24.8
THU    202407061110       19.5      24.3
THU    202407061120       19.4      24.2
THU    202407061130       19.2      24.0
THU    202407061140       19.0      23.8
THU    202407061150       19.0      23.8
THU    202407061200       19.0      23.8
THU    202407061210       18.9      23.7
THU    202407061220       18.7      23.5
THU    202407061230       18.5      23.3
THU    202407061240       18.4      23.1
THU    202407061250       18.4      23.2
THU    202407061300       18.6      23.3
THU    202407061310       18.9      23.7
THU    202407061320       19.6      24.4
THU    202407061330       20.4      25.2
THU    202407061340       20.9      25.7
THU    202407061350       21.2      26.1
THU    202407061400       21.6      26.5
THU    202407061410       22.0      26.9
THU    202407061420       22.3      27.2
THU    202407061430       22.1      27.0
THU    202407061440       22.5      27.4
THU    202407061450       22.6      27.5
THU    202407061500       22.7      27.6
THU    202407061510       22.0      26.9
THU    202407061520       21.7      26.6
THU    202407061530       21.6      26.5
THU    202407061540       21.1      26.0
THU    202407061550       20.0      24.8
THU    202407061600       19.7      24.5
THU    202407061610       19.6      24.4
THU    202407061620       19.6      24.4
THU    202407061630       18.9      23.7
THU    202407061640       18.6      23.4
THU    202407061650       18.6      23.4
THU    202407061700       18.7      23.5
THU    202407061710       18.6      23.3
THU    202407061720       18.1      22.8
THU    202407061730       17.9      22.6
THU    202407061740       17.9      22.6
THU    202407061750       17.8      22.5
THU    202407061800       17.6      22.2
THU    202407061810       17.5      22.1
THU    202407061820       17.0      21.5
THU    202407061830       15.6      20.1
THU    202407061840       15.1      19.6
THU    202407061850       14.8      19.3
THU    202407061900       14.7      19.2
THU    202407061910       14.8      19.3
THU    202407061920       14.8      19.3
THU    202407061930       14.8      19.2
THU    202407061940       14.8      19.2
THU    202407061950       14.8      19.2
THU    202407062000       14.7      19.1
THU    202407062010       14.6      19.0
THU    202407062020       14.6      19.0
THU    202407062030       14.4      18.8
THU    202407062040       14.5      18.9
THU    202407062050       14.6      19.0
THU    202407062100       14.6      19.0
THU    202407062110       14.6      19.0
THU    202407062120       14.6      19.0
THU    202407062130       14.6      19.0
THU    202407062140       14.7      19.1
THU    202407062150       14.6      18.9
THU    202407062200       14.7      19.0
THU    202407062210       14.6      18.9
THU    202407062220       14.5      18.8
THU    202407062230       14.4      18.7
THU    202407062240       14.5      18.8
THU    202407062250       14.5      18.9
THU    202407062300       14.4      18.8
THU    202407062310       14.4      18.8
THU    202407062320       14.4      18.8
THU    202407062330       14.4      18.8
THU    202407062340       14.4      18.8
THU    202407062350       14.6      19.0
THU    202407070000       14.4      18.8
THU    202407070010       14.4      18.8
THU    202407070020       14.5      18.9
THU    202407070030       14.5      18.9
THU    202407070040       14.6      19.0
THU    202407070050       14.6      19.0
THU    202407070100       14.6      19.0
THU    202407070110       14.7      19.1
THU    202407070120       14.7      19.1
THU    202407070130       14.7      19.1
THU    202407070140       14.7      19.1
THU    202407070150       14.7      19.1
THU    202407070200       14.7      19.1
THU    202407070210       14.6      19.0
THU    202407070220       14.6      19.0
THU    202407070230       14.7      19.1
THU    202407070240       14.6      19.0
THU    202407070250       14.6      19.0
THU    202407070300       14.5      18.9
THU    202407070310       14.5      18.9
THU    202407070320       14.5      18.9
THU    202407070330       13.3      17.6
THU    202407070340       12.8      17.1
THU    202407070350       12.7      17.0
THU    202407070400       12.6      16.9
THU    202407070410       12.6      16.9
THU    202407070420       12.6      16.9
THU    202407070430       12.6      16.9
THU    202407070440       12.6      16.9
THU    202407070450       12.6      16.9
THU    202407070500       12.6      16.9
THU    202407070510       12.7      17.0
THU    202407070520       12.8      17.1
THU    202407070530       12.7      17.0
THU    202407070540       12.7      17.0
THU    202407070550       12.7      17.0
THU    202407070600       12.7      17.0
THU    202407070610       12.7      17.0
THU    202407070620       12.7      17.0
THU    202407070630       12.8      17.1
THU    202407070640       12.9      17.2
THU    202407070650       12.9      17.1
THU    202407070700       13.1      17.3
THU    202407070710       13.4      17.6
THU    202407070720       13.4      17.6
THU    202407070730       13.4      17.6
THU    202407070740       13.5      17.7
THU    202407070750       13.5      17.7
THU    202407070800       13.6      17.8
THU    202407070810       13.7      17.9
THU    202407070820       13.8      18.0
THU    202407070830       14.0      18.3
THU    202407070840       14.3      18.6
THU    202407070850       14.3      18.6
THU    202407070900       14.5      18.8
THU    202407070910       14.8      19.1
THU    202407070920       15.2      19.5
THU    202407070930       15.5      19.8
THU    202407070940       15.7      20.0
THU    202407070950       16.2      20.5
THU    202407071000       16.2      20.5
THU    202407071010       16.2      20.5
THU    202407071020       16.6      20.9
THU    202407071030       16.8      21.1
THU    202407071040       17.1      21.4
THU    202407071050       17.2      21.5
THU    202407071100       16.9      21.2
THU    202407071110       16.7      21.0
THU    202407071120       16.7      21.0
THU    202407071130       16.7      21.0
THU    202407071140       16.7      21.0
THU    202407071150       16.5      20.8
THU    202407071200       16.6      20.9
THU    202407071210       16.5      20.8
THU    202407071220       16.7      21.0
THU    202407071230       16.7      21.0
THU    202407071240       16.7      21.0
THU    202407071250       16.6      20.9
THU    202407071300       16.5      20.8
THU    202407071310       16.5      20.8
THU    202407071320       16.4      20.7
THU    202407071330       16.5      20.8
THU    202407071340       16.5      20.8
THU    202407071350       16.6      20.9
THU    202407071400       16.6      20.9
THU    202407071410       16.7      21.0
THU    202407071420       16.9      21.2
THU    202407071430       17.0      21.3
THU    202407071440       17.1      21.4
THU    202407071450       17.2      21.5
THU    202407071500       17.2      21.5
THU    202407071510       17.1      21.4
THU    202407071520       17.1      21.4
THU    202407071530       17.1      21.4
THU    202407071540       17.1      21.4
THU    202407071550       17.2      21.5
THU    202407071600       17.4      21.7
THU    202407071610       17.4      21.7
THU    202407071620       17.4      21.7
THU    202407071630       17.4      21.7
THU    202407071640       17.3      21.6
THU    202407071650       16.9      21.2
THU    202407071700       17.0      21.3
THU    202407071710       16.7      21.0
THU    202407071720       16.7      21.0
THU    202407071730       16.5      20.8
THU    202407071740       16.4      20.7
THU    202407071750       16.3      20.6
THU    202407071800       16.2      20.5
THU    202407071810       16.1      20.4
THU    202407071820       15.9      20.2
THU    202407071830       15.9      20.1
THU    202407071840       15.9      20.1
THU    202407071850       15.8      20.0
THU    202407071900       15.8      20.0
THU    202407071910       15.7      19.9
THU    202407071920       15.7      19.9
THU    202407071930       15.7      19.9
THU    202407071940       15.7      19.9
THU    202407071950       15.7      19.9
THU    202407072000       15.6      19.8
THU    202407072010       15.5      19.7
THU    202407072020       15.5      19.7
THU    202407072030       15.6      19.8
THU    202407072040       15.8      20.0
THU    202407072050       15.6      19.8
THU    202407072100       15.2      19.4
THU    202407072110       14.8      19.0
THU    202407072120       14.9      19.1
THU    202407072130       15.2      19.4
THU    202407072140       14.4      18.6
THU    202407072150       13.8      17.9
THU    202407072200       13.8      17.9
THU    202407072210       13.7      17.8
THU    202407072220       13.2      17.3
THU    202407072230       13.3      17.4
THU    202407072240       13.1      17.2
THU    202407072250       13.1      17.2
THU    202407072300       13.1      17.2
THU    202407072310       12.9      17.0
THU    202407072320       12.9      17.0
THU    202407072330       13.0      17.1
THU    202407072340       13.1      17.2
THU    202407072350       13.1      17.2
THU    202407080000       12.5      16.6
THU    202407080010       12.1      16.2
THU    202407080020       12.1      16.2
THU    202407080030       11.8      15.9
THU    202407080040       11.7      15.8
THU    202407080050       11.8      15.9
THU    202407080100       11.7      15.8
THU    202407080110       11.7      15.8
THU    202407080120       11.1      15.2
THU    202407080130       11.3      15.4
THU    202407080140       11.2      15.3
THU    202407080150       10.9      15.0
THU    202407080200       11.3      15.4
THU    202407080210       11.1      15.2
THU    202407080220       10.7      14.8
THU    202407080230       11.0      15.1
THU    202407080240       10.6      14.7
THU    202407080250       10.1      14.1
THU    202407080300       10.0      14.0
THU    202407080310       10.0      14.0
THU    202407080320       10.2      14.2
THU    202407080330       10.5      14.5
THU    202407080340       10.3      14.3
THU    202407080350       10.6      14.6
THU    202407080400        9.9      13.9
THU    202407080410       10.1      14.1
THU    202407080420       10.3      14.3
THU    202407080430       10.5      14.5
THU    202407080440       10.9      14.9
THU    202407080450       11.4      15.4
THU    202407080500       12.0      16.0
THU    202407080510       12.7      16.7
THU    202407080520       13.2      17.3
THU    202407080530       13.7      17.8
THU    202407080540       14.2      18.3
THU    202407080550       14.6      18.7
THU    202407080600       15.0      19.1
THU    202407080610       15.5      19.6
THU    202407080620       15.8      19.9
THU    202407080630       16.1      20.2
THU    202407080640       16.4      20.5
THU    202407080650       16.5      20.6
THU    202407080700       17.0      21.1
THU    202407080710       17.3      21.4
THU    202407080720       17.6      21.7
THU    202407080730       18.1      22.2
THU    202407080740       18.2      22.3
THU    202407080750       18.5      22.6
THU    202407080800       18.7      22.8
THU    202407080810       18.7      22.8
THU    202407080820       19.2      23.3
THU    202407080830       19.4      23.5
THU    202407080840       19.6      23.8
THU    202407080850       20.1      24.3
THU    202407080900       20.1      24.3
THU    202407080910       20.5      24.7
THU    202407080920       20.8      25.0
THU    202407080930       21.2      25.4
THU    202407080940       21.5      25.7
THU    202407080950       22.0      26.2
THU    202407081000       22.0      26.2
THU    202407081010       21.9      26.1
THU    202407081020       22.0      26.2
THU    202407081030       22.5      26.7
THU    202407081040       22.5      26.7
THU    202407081050       22.5      26.7
THU    202407081100       23.2      27.4
THU    202407081110       23.5      27.7
THU    202407081120       23.4      27.6
THU    202407081130       23.5      27.7
THU    202407081140       23.3      27.5
THU    202407081150       24.1      28.4
THU    202407081200       24.0      28.3
THU    202407081210       24.1      28.4
THU    202407081220       24.4      28.7
THU    202407081230       24.3      28.6
THU    202407081240       24.6      28.9
THU    202407081250       24.6      28.9
THU    202407081300       24.7      29.0
THU    202407081310       24.9      29.2
THU    202407081320       24.8      29.1
THU    202407081330       25.0      29.3
THU    202407081340       25.3      29.6
THU    202407081350       25.4      29.7
THU    202407081400       25.0      29.3
THU    202407081410       24.8      29.1
THU    202407081420       24.9      29.2
THU    202407081430       24.6      28.9
THU    202407081440       24.5      28.8
THU    202407081450       24.9      29.2
THU    202407081500       25.4      29.7
THU    202407081510       24.5      28.8
THU    202407081520       24.2      28.5
THU    202407081530       23.7      28.0
THU    202407081540       23.8      28.1
THU    202407081550       23.3      27.6
THU    202407081600       23.5      27.8
THU    202407081610       24.2      28.5
THU    202407081620       24.0      28.3
THU    202407081630       23.9      28.2
THU    202407081640       24.7      29.0
THU    202407081650       25.0      29.3
THU    202407081700       24.9      29.2
THU    202407081710       25.2      29.5
THU    202407081720       25.4      29.7
THU    202407081730       25.4      29.7
THU    202407081740       25.4      29.7
THU    202407081750       25.1      29.4
THU    202407081800       24.7      29.0
THU    202407081810       24.7      29.0
THU    202407081820       24.4      28.7
THU    202407081830       24.2      28.5
THU    202407081840       22.7      27.0
THU    202407081850       22.3      26.5
THU    202407081900       21.9      26.1
THU    202407081910       20.7      24.9
THU    202407081920       20.6      24.8
THU    202407081930       20.8      25.0
THU    202407081940       20.3      24.5
THU    202407081950       19.6      23.8
THU    202407082000       18.4      22.5
THU    202407082010       17.8      21.9
THU    202407082020       17.6      21.7
THU    202407082030       18.1      22.2
THU    202407082040       17.7      21.8
THU    202407082050       17.9      22.0
THU    202407082100       17.9      22.0
THU    202407082110       17.7      21.8
THU    202407082120       17.5      21.6
THU    202407082130       17.9      22.0
THU    202407082140       17.3      21.4
THU    202407082150       16.5      20.5
THU    202407082200       15.9      19.9
THU    202407082210       15.8      19.8
THU    202407082220       16.0      20.0
THU    202407082230       15.6      19.6
THU    202407082240       15.6      19.6
THU    202407082250       15.4      19.4
THU    202407082300       15.5      19.5
THU    202407082310       14.9      18.9
THU    202407082320       15.4      19.4
THU    202407082330       15.6      19.6
THU    202407082340       15.6      19.6
THU    202407082350       14.9      18.9
THU    202407090000       15.2      19.2
THU    202407090010       14.7      18.7
THU    202407090020       14.7      18.7
THU    202407090030       14.9      18.9
THU    202407090040       15.4      19.4
THU    202407090050       15.9      19.9
THU    202407090100       16.2      20.3
THU    202407090110       15.8      19.8
THU    202407090120       14.6      18.6
THU    202407090130       14.6      18.6
THU    202407090140       14.8      18.8
THU    202407090150       14.4      18.4
THU    202407090200       13.6      17.6
THU    202407090210       13.6      17.6
THU    202407090220       13.8      17.8
THU    202407090230       14.1      18.2
THU    202407090240       13.9      17.9
THU    202407090250       13.8      17.9
THU    202407090300       14.2      18.3
THU    202407090310       13.9      18.0
THU    202407090320       14.0      18.1
THU    202407090330       13.4      17.4
THU    202407090340       13.8      17.9
THU    202407090350       13.4      17.4
THU    202407090400       13.1      17.1
THU    202407090410       13.1      17.1
THU    202407090420       13.2      17.2
THU    202407090430       13.4      17.4
THU    202407090440       14.0      18.0
THU    202407090450       14.7      18.7
THU    202407090500       15.5      19.6
THU    202407090510       16.1      20.2
THU    202407090520       16.7      20.8
THU    202407090530       17.3      21.4
THU    202407090540       17.7      21.8
THU    202407090550       18.1      22.2
THU    202407090600       18.5      22.6
THU    202407090610       19.0      23.1
THU    202407090620       19.4      23.5
THU    202407090630       19.7      23.8
THU    202407090640       19.9      24.0
THU    202407090650       20.2      24.3
THU    202407090700       20.4      24.5
THU    202407090710       20.6      24.8
THU    202407090720       20.6      24.8
THU    202407090730       21.0      25.2
THU    202407090740       21.5      25.7
THU    202407090750       21.9      26.1
THU    202407090800       22.1      26.3
THU    202407090810       22.6      26.8
THU    202407090820       22.7      26.9
THU    202407090830       23.0      27.2
THU    202407090840       23.4      27.6
THU    202407090850       23.5      27.7
THU    202407090900       23.8      28.0
THU    202407090910       24.4      28.6
THU    202407090920       24.5      28.8
THU    202407090930       24.9      29.2
THU    202407090940       25.3      29.6
THU    202407090950       25.8      30.1
THU    202407091000       26.0      30.3
THU    202407091010       26.2      30.5
THU    202407091020       26.5      30.8
THU    202407091030       26.9      31.2
THU    202407091040       27.3      31.6
THU    202407091050       27.0      31.3
THU    202407091100       27.1      31.4
THU    202407091110       27.8      32.2
THU    202407091120       28.3      32.7
THU    202407091130       28.6      33.0
THU    202407091140       28.6      33.0
THU    202407091150       28.8      33.2
THU    202407091200       28.6      33.0
THU    202407091210       28.8      33.2
THU    202407091220       29.0      33.4
THU    202407091230       29.1      33.6
THU    202407091240       29.1      33.6
THU    202407091250       29.6      34.1
THU    202407091300       29.6      34.1
THU    202407091310       29.6      34.1
THU    202407091320       29.6      34.1
THU    202407091330       29.5      34.0
THU    202407091340       29.7      34.2
THU    202407091350       29.7      34.2
THU    202407091400       29.9      34.4
THU    202407091410       29.8      34.3
THU    202407091420       30.0      34.5
THU    202407091430       28.8      33.3
THU    202407091440       29.6      34.1
THU    202407091450       30.0      34.5
THU    202407091500       29.6      34.1
THU    202407091510       29.2      33.7
THU    202407091520       29.7      34.3
THU    202407091530       30.0      34.6
THU    202407091540       30.2      34.8
THU    202407091550       28.9      33.5
THU    202407091600       27.1      31.6
THU    202407091610       27.2      31.7
THU    202407091620       26.4      30.9
THU    202407091630       26.1      30.6
THU    202407091640       27.1      31.6
THU    202407091650       26.4      30.9
THU    202407091700       26.9      31.4
THU    202407091710       27.3      31.8
THU    202407091720       27.5      32.0
THU    202407091730       27.7      32.2
THU    202407091740       27.3      31.8
THU    202407091750       27.1      31.6
THU    202407091800       26.3      30.8
THU    202407091810       25.6      30.1
THU    202407091820       25.2      29.7
THU    202407091830       25.1      29.5
THU    202407091840       24.8      29.2
THU    202407091850       25.1      29.5
THU    202407091900       24.3      28.7
THU    202407091910       23.8      28.2
THU    202407091920       22.6      26.9
THU    202407091930       21.8      26.1
THU    202407091940       21.7      26.0
THU    202407091950       21.7      26.0
THU    202407092000       21.3      25.6
THU    202407092010       21.1      25.4
THU    202407092020       21.1      25.4
THU    202407092030       20.9      25.2
THU    202407092040       21.1      25.4
THU    202407092050       21.2      25.5
THU    202407092100       21.2      25.5
THU    202407092110       21.6      25.9
THU    202407092120       21.4      25.7
THU    202407092130       21.2      25.5
THU    202407092140       21.2      25.4
THU    202407092150       21.5      25.8
THU    202407092200       21.5      25.8
THU    202407092210       21.6      25.9
THU    202407092220       21.4      25.7
THU    202407092230       21.9      26.1
THU    202407092240       21.5      25.7
THU    202407092250       21.3      25.5
THU    202407092300       21.0      25.2
THU    202407092310       21.6      25.8
THU    202407092320       20.9      25.0
THU    202407092330       20.1      24.2
THU    202407092340       19.8      23.9
THU    202407092350       19.5      23.6
THU    202407100000       19.2      23.3
THU    202407100010       19.3      23.4
THU    202407100020       19.3      23.4
THU    202407100030       19.3      23.4
THU    202407100040       18.5      22.6
THU    202407100050       18.9      23.0
THU    202407100100       19.1      23.2
THU    202407100110       18.8      22.9
THU    202407100120       18.6      22.7
THU    202407100130       18.7      22.8
THU    202407100140       18.8      22.9
THU    202407100150       18.6      22.7
THU    202407100200       18.8      22.9
THU    202407100210       18.9      23.0
THU    202407100220       18.9      23.0
THU    202407100230       18.9      23.0
THU    202407100240       18.7      22.8
THU    202407100250       18.7      22.8
THU    202407100300       18.7      22.8
THU    202407100310       18.6      22.7
THU    202407100320       18.5      22.6
THU    202407100330       18.6      22.7
THU    202407100340       18.5      22.6
THU    202407100350       18.5      22.6
THU    202407100400       18.5      22.6
THU    202407100410       18.6      22.7
THU    202407100420       18.5      22.6
THU    202407100430       18.6      22.7
THU    202407100440       18.7      22.8
THU    202407100450       18.8      22.9
THU    202407100500       18.9      23.0
THU    202407100510       19.1      23.2
THU    202407100520       19.3      23.4
THU    202407100530       19.2      23.3
THU    202407100540       19.2      23.3
THU    202407100550       19.2      23.3
THU    202407100600       19.3      23.4
THU    202407100610       19.4      23.5
THU    202407100620       19.3      23.3
THU    202407100630       19.3      23.3
THU    202407100640       19.5      23.5
THU    202407100650       19.8      23.8
THU    202407100700       19.8      23.8
THU    202407100710       19.8      23.8
THU    202407100720       19.6      23.6
THU    202407100730       19.3      23.3
THU    202407100740       19.3      23.3
THU    202407100750       19.3      23.3
THU    202407100800       19.2      23.2
THU    202407100810       19.0      22.9
THU    202407100820       19.1      23.0
THU    202407100830       19.3      23.2
THU    202407100840       19.4      23.3
THU    202407100850       19.5      23.4
THU    202407100900       19.7      23.6
THU    202407100910       19.8      23.7
THU    202407100920       20.2      24.2
THU    202407100930       20.7      24.7
THU    202407100940       20.8      24.8
THU    202407100950       20.9      24.9
THU    202407101000       21.2      25.2
THU    202407101010       21.5      25.5
THU    202407101020       21.3      25.3
THU    202407101030       21.6      25.6
THU    202407101040       22.1      26.1
THU    202407101050       22.4      26.5
THU    202407101100       22.7      26.8
THU    202407101110       22.5      26.6
THU    202407101120       22.8      26.9
THU    202407101130       22.5      26.6
THU    202407101140       22.8      26.9
THU    202407101150       22.9      27.0
THU    202407101200       23.3      27.4
THU    202407101210       23.2      27.3
THU    202407101220       23.2      27.3
THU    202407101230       23.2      27.3
THU    202407101240       23.0      27.1
THU    202407101250       23.4      27.5
THU    202407101300       23.6      27.8
THU    202407101310       23.6      27.8
THU    202407101320       23.5      27.7
THU    202407101330       23.5      27.7
THU    202407101340       24.6      28.8
THU    202407101350       24.7      28.9
THU    202407101400       24.7      28.9
THU    202407101410       24.7      28.9
THU    202407101420       24.6      28.8
THU    202407101430       25.4      29.6
THU    202407101440       25.4      29.6
THU    202407101450       25.6      29.8
THU    202407101500       25.6      29.8
THU    202407101510       25.7      30.0
THU    202407101520       25.9      30.2
THU    202407101530       26.1      30.4
THU    202407101540       26.2      30.5
THU    202407101550       26.5      30.8
THU    202407101600       26.4      30.7
THU    202407101610       25.9      30.2
THU    202407101620       26.1      30.4
THU    202407101630       26.2      30.5
THU    202407101640       26.2      30.5
THU    202407101650       26.0      30.3
THU    202407101700       26.1      30.3
THU    202407101710       26.2      30.4
THU    202407101720       25.9      30.1
THU    202407101730       24.6      28.8
THU    202407101740       23.6      27.8
THU    202407101750       23.4      27.6
THU    202407101800       23.1      27.3
THU    202407101810       22.5      26.7
THU    202407101820       22.1      26.2
THU    202407101830       21.8      25.9
THU    202407101840       21.8      25.9
THU    202407101850       21.8      25.9
THU    202407101900       21.9      26.0
THU    202407101910       21.8      25.9
THU    202407101920       21.8      25.9
THU    202407101930       21.5      25.6
THU    202407101940       21.1      25.2
THU    202407101950       20.7      24.8
THU    202407102000       20.7      24.8
THU    202407102010       20.7      24.8
THU    202407102020       20.7      24.7
THU    202407102030       20.3      24.3
THU    202407102040       20.0      24.0
THU    202407102050       20.4      24.4
THU    202407102100       20.4      24.4
THU    202407102110       20.0      24.0
THU    202407102120       19.9      23.9
THU    202407102130       19.9      23.9
THU    202407102140       20.0      24.0
THU    202407102150       20.1      24.1
THU    202407102200       19.9      23.9
THU    202407102210       19.5      23.5
THU    202407102220       19.4      23.4
THU    202407102230       19.4      23.4
THU    202407102240       18.9      22.9
THU    202407102250       18.8      22.8
THU    202407102300       18.8      22.8
THU    202407102310       19.0      23.0
THU    202407102320       19.2      23.2
THU    202407102330       18.7      22.7
THU    202407102340       18.7      22.7
THU    202407102350       18.9      22.9
THU    202407110000       18.3      22.3
THU    202407110010       18.4      22.4
THU    202407110020       18.6      22.6
THU    202407110030       18.7      22.7
THU    202407110040       18.7      22.7
THU    202407110050       18.3      22.3
THU    202407110100       18.3      22.3
THU    202407110110       17.9      21.9
THU    202407110120       17.9      21.9
THU    202407110130       18.3      22.3
THU    202407110140       18.1      22.1
THU    202407110150       17.8      21.8
THU    202407110200       17.6      21.6
THU    202407110210       17.9      21.9
THU    202407110220       17.9      21.9
THU    202407110230       17.0      21.0
THU    202407110240       17.5      21.5
THU    202407110250       17.6      21.6
THU    202407110300       17.0      21.0
THU    202407110310       17.1      21.1
THU    202407110320       17.2      21.2
THU    202407110330       17.0      21.0
THU    202407110340       17.1      21.1
THU    202407110350       17.7      21.7
THU    202407110400       17.8      21.8
THU    202407110410       17.8      21.8
THU    202407110420       17.8      21.8
THU    202407110430       18.0      22.0
THU    202407110440       18.2      22.2
THU    202407110450       18.2      22.2
THU    202407110500       18.3      22.3
THU    202407110510       18.2      22.2
THU    202407110520       18.4      22.4
THU    202407110530       18.7      22.7
THU    202407110540       19.0      23.0
THU    202407110550       19.4      23.4
THU    202407110600       19.4      23.4
THU    202407110610       19.8      23.8
THU    202407110620       20.3      24.3
THU    202407110630       20.5      24.5
THU    202407110640       20.7      24.7
THU    202407110650       20.7      24.7
THU    202407110700       21.2      25.2
THU    202407110710       21.5      25.5
THU    202407110720       21.5      25.5
THU    202407110730       21.8      25.9
THU    202407110740       22.0      26.1
THU    202407110750       22.1      26.2
THU    202407110800       22.4      26.5
THU    202407110810       22.7      26.8
THU    202407110820       23.0      27.1
THU    202407110830       23.3      27.4
THU    202407110840       23.8      27.9
THU    202407110850       24.7      28.8
THU    202407110900       23.7      27.8
THU    202407110910       23.8      27.9
THU    202407110920       23.7      27.8
THU    202407110930       23.8      27.9
THU    202407110940       24.0      28.1
THU    202407110950       24.0      28.1
THU    202407111000       23.8      27.9
THU    202407111010       23.6      27.7
THU    202407111020       23.9      28.0
THU    202407111030       24.5      28.7
THU    202407111040       24.6      28.8
THU    202407111050       25.1      29.3
THU    202407111100       24.5      28.7
THU    202407111110       24.5      28.7
THU    202407111120       24.5      28.7
THU    202407111130       24.1      28.3
THU    202407111140       24.0      28.2
THU    202407111150       25.0      29.2
THU    202407111200       25.5      29.7
THU    202407111210       25.3      29.5
THU    202407111220       25.6      29.8
THU    202407111230       25.5      29.7
THU    202407111240       25.5      29.8
THU    202407111250       26.0      30.3
THU    202407111300       26.1      30.4
THU    202407111310       26.4      30.7
THU    202407111320       26.5      30.8
THU    202407111330       26.2      30.5
THU    202407111340       26.6      30.9
THU    202407111350       26.6      30.9
THU    202407111400       26.3      30.6
THU    202407111410       26.5      30.8
THU    202407111420       26.6      30.9
THU    202407111430       26.4      30.7
THU    202407111440       26.7      31.1
THU    202407111450       26.6      31.0
THU    202407111500       26.6      31.0
THU    202407111510       26.5      30.9
THU    202407111520       26.4      30.8
THU    202407111530       26.1      30.5
THU    202407111540       25.8      30.2
THU    202407111550       25.5      29.9
THU    202407111600       25.2      29.6
THU    202407111610       24.1      28.4
THU    202407111620       22.3      26.6
THU    202407111630       23.3      27.6
THU    202407111640       23.0      27.3
THU    202407111650       23.3      27.6
THU    202407111700       23.5      27.8
THU    202407111710       23.5      27.8
THU    202407111720       23.6      27.9
THU    202407111730       23.8      28.1
THU    202407111740       23.4      27.7
THU    202407111750       22.4      26.7
THU    202407111800       22.0      26.3
THU    202407111810       22.0      26.3
THU    202407111820       21.9      26.1
THU    202407111830       21.7      25.9
THU    202407111840       21.5      25.7
THU    202407111850       21.4      25.6
THU    202407111900       21.2      25.4
THU    202407111910       21.0      25.2
THU    202407111920       20.7      24.9
THU    202407111930       20.5      24.7
THU    202407111940       20.4      24.7
THU    202407111950       20.3      24.6
THU    202407112000       20.1      24.4
THU    202407112010       19.8      24.1
THU    202407112020       20.1      24.4
THU    202407112030       19.7      24.0
THU    202407112040       19.9      24.2
THU    202407112050       19.7      24.0
THU    202407112100       19.1      23.4
THU    202407112110       19.4      23.7
THU    202407112120       19.1      23.4
