"Log_NR","UHI_mean","UHI_max","UHI_min","AT_mean","AT_max","AT_min","AT_LCD_mean","AT_LCD_max","AT_LCD_min","NORD_CHTOPO","OST_CHTOPO","LV_03_N","LV_03_E","LU_7","Location"
"401",0,0,0,21.38125,26.00625,15.8625,22.2590622960165,27.1046975534702,16.2621166170748,46.74982,7.58521,1177635.984,2611199.79,"low green","Referenz 3m"
"402",0.372985681469459,0.605530441748684,0.181888335749345,21.38125,26.00625,15.8625,22.632047977486,27.5537801047786,16.4808443643346,46.74982,7.58521,1177635.984,2611199.79,"low green","Referenz 2m"
"403",-1.07544033854092,-0.0576624132143131,-1.66173450573485,21.38125,26.00625,15.8625,21.1836219574756,25.488531096615,15.8659177030086,46.75077,7.60025,1177744.305,2612349.203,"forest","Burgerwald"
"404",0.50308108228797,0.959204369166603,-0.16236540760173,21.1689583333333,26.00625,15.8625,22.5396968272673,27.6825025643634,16.7589614964014,46.74515,7.60521,1177120,2612729,"dense urban","Stockhorn Arena"
"405",-0.143856126786288,0.0675926985580233,-0.346744980417586,21.38125,26.00625,15.8625,22.1152061692303,26.9902850893924,16.2313911459525,46.75718,7.60421,1178458,2612650,"low green","Thunerallmend"
"406",0.969417702623241,1.45555730398515,0.140840374736147,21.38125,26.00625,15.8625,23.2284799986398,28.2478847975636,16.8365266015615,46.76261,7.60603,1179061,2612788,"dense urban","KVA Parkplatz"
"407",0.486201639304466,0.862193547976908,-0.0181610176496037,21.38125,26.00625,15.8625,22.745263935321,27.7180609597925,16.6455647109687,46.76181,7.60933,1178973,2613040,"low green","KVA Grünfläche"
"408",0.735777837792744,1.12553803947,0.0468058575570325,21.38125,26.00625,15.8625,22.9948401338093,28.1124073332316,16.7033995829201,46.76604,7.60234,1179442,2612505,"green urban","Lerchenfeld"
"409",0.294848218489927,0.863150415808345,-0.430776890847131,21.38125,26.00625,15.8625,22.5539105145065,27.6361708756135,16.4282722654561,46.76011,7.62234,1178786,2614034,"green urban","Scheibenstrasse"
"410",-0.491897413615055,0.433947906335039,-1.36181207242949,21.38125,26.00625,15.8625,21.7671648824015,26.8086749128964,15.7681169095394,46.76289,7.63818,1179098,2615244,"green urban","Lauenenweg"
"411",0.840921024061474,1.46611622924137,-0.0990719812568344,21.38125,26.00625,15.8625,23.099983320078,28.1926173355205,16.6056544213016,46.76149,7.63146,1178942,2614731,"dense urban","Spital"
"412",0.969751072273818,1.37426248060833,0.238401951247425,21.38125,26.00625,15.8625,23.2288133682904,27.9604656226953,17.2557654465807,46.75875,7.62995,1178637,2614616,"dense urban","Innenstadt"
"413",0.0594392608082809,0.569099924340684,-0.728652072048014,21.38125,26.00625,15.8625,22.3185015568248,26.9404945830472,16.6634837300679,46.75683,7.63252,1178424,2614813,"water","Aarequai"
"414",0.898672785399582,1.52683839424226,0.0704104517942064,21.38125,26.00625,15.8625,23.1577350814161,28.1450354136467,16.9935475000636,46.75517,7.62994,1178239,2614616,"dense urban","Busbahnhof"
"416",0.963085870820049,1.83075519442537,0.019618572137027,21.38125,26.00625,15.8625,23.2221481668366,28.3514573955393,16.7799656989904,46.7496,7.63395,1177620,2614924,"dense urban","ESP Thun Bahnhof"
"417",-1.14037900210919,-0.224580217949697,-2.40909000597645,21.3408203125,26.00625,15.8625,20.9645157111525,25.8597763440655,15.7648346303502,46.74835,7.64059,1177483,2615432,"forest","Bächihölzli"
"418",-0.282903554408046,0.412551896569262,-2.50308836245263,21.38125,26.00625,15.8625,21.9761587416085,26.6059747018133,16.5367821901783,46.74619,7.63853,1177242,2615275,"water","Schadau"
"420",0.811635659255252,1.45952385493757,0.00445054805320311,21.38125,26.00625,15.8625,23.0706979552718,28.3389958609903,16.7771117850512,46.74678,7.62247,1177305,2614048,"green urban","Hohmad"
"421",0.605275125270405,1.2316502314285,-0.0555400581114398,21.38125,26.00625,15.8625,22.864337421287,28.0914897573816,16.5786006523232,46.73948,7.61728,1176492,2613653,"green urban","Neufeld"
"422",-0.242457639596931,0.756573697896798,-2.54828089634038,21.38125,26.00625,15.8625,22.0166046564196,26.6081777230996,16.5454051270314,46.74004,7.63322,1176557,2614871,"water","Strandbad"
