"Log_NR","UHI_mean","UHI_max","UHI_min","AT_mean","AT_max","AT_min","AT_LCD_mean","AT_LCD_max","AT_LCD_min","NORD_CHTOPO","OST_CHTOPO","LV_03_N","LV_03_E","LU_7","Location"
"413",1.70790454887931,4.52672474631876,-0.218343887490144,15.8120923913043,21.1875,8.7,17.8351922406197,23.7177414740215,9.44750419623102,46.75683,7.63252,1178424,2614813,"water","Aarequai"
"414",2.31290921839314,5.02582589456016,0.388332570382239,15.9745738636364,21.1875,8.7,18.6034762836214,24.5845969710842,9.75025272755016,46.75517,7.62994,1178239,2614616,"dense urban","Busbahnhof"
"416",2.02497656999545,5.31007683553318,0.254615854123752,15.8120923913043,21.1875,8.7,18.1522642617358,24.554055085069,9.62419095394318,46.7496,7.63395,1177620,2614924,"dense urban","ESP Thun Bahnhof"
"417",1.51535891639045,4.427533156583,-0.501220721751736,15.6539473684211,21.1875,8.7,17.3335341378229,23.0882893364869,8.76161910938175,46.74835,7.64059,1177483,2615432,"forest","Bächihölzli"
"418",1.69825568035256,5.46140659571221,-0.169120826021718,15.8120923913043,21.1875,8.7,17.8255433720929,24.1932825335063,9.49284415452303,46.74619,7.63853,1177242,2615275,"water","Schadau"
"420",1.60765388416167,4.23429592329799,0.0807218153149734,15.8120923913043,21.1875,8.7,17.734941575902,23.8386851173673,9.66237665623967,46.74678,7.62247,1177305,2614048,"green urban","Hohmad"
"421",1.32278654752333,3.39900037511762,-0.0796091783016699,15.8120923913043,21.1875,8.7,17.4500742392637,23.5124599450675,9.37217867043056,46.73948,7.61728,1176492,2613653,"green urban","Neufeld"
"422",1.66600758207104,5.12053912031739,-0.0264807609165576,15.8120923913043,21.1875,8.7,17.7932952738114,23.6495368251062,9.80282482642863,46.74004,7.63322,1176557,2614871,"water","Strandbad"
"423",1.40238415405073,3.35616385010554,-0.0742351415274278,15.8120923913043,21.1875,8.7,17.5296718457911,23.472349380738,9.1655619770606,46.7316,7.61812,1175616,2613719,"dense urban","Schoren"
"424",0.225388215996765,1.24425084560413,-0.821554481066098,15.8120923913043,21.1875,8.7,16.3526759077371,21.5853670748455,8.74409507642227,46.7309,7.60847,1175537,2612982,"rural","Buchholz"
"425",0.897893414823777,2.67020644185041,-0.558182173647669,15.8120923913043,21.1875,8.7,17.0251811065641,22.6025453955901,8.78865618880496,46.71913,7.62173,1174231,2613998,"green urban","Gwatt"
"426",0.569035935097486,4.40067966226698,-2.40680075532158,15.9271306818182,21.1875,8.7,16.9508588504396,24.0122509282572,7.27580920500496,46.76323,7.6639,1179141,2617208,"rural","Goldiwil"
"427",1.82550352152235,3.73432135500115,0.135541440960303,15.8120923913043,21.1875,8.7,17.9527912132627,23.7263866636149,9.77496995880064,46.76287,7.61278,1179091,2613303,"dense urban","Uttigenstrasse"
"428",1.84709928194564,4.14057294448259,0.0080666183464313,15.8120923913043,21.1875,8.7,17.974386973686,24.2540325144325,9.55170265252664,46.7577,7.61767,1178518,2613678,"dense urban","Expo"
"429",1.37468750096068,3.51532657485822,0.0636650899010718,15.8120923913043,21.1875,8.7,17.501975192701,23.6287861448081,9.5563924175377,46.7517,7.61156,1177850,2613213,"green urban","Schönau/Westquartier"
"430",0.364290481565602,1.66138402507566,-0.712920576791028,15.8120923913043,21.1875,8.7,16.491578173306,21.5545525927621,9.43760172681264,46.74637,7.6099,1177257,2613087,"low green","Sportcluster"
"431",1.46642678946267,4.48525120164798,-0.120771184608731,15.8120923913043,21.1875,8.7,17.593714481203,23.7617907733781,9.25501799292999,46.74939,7.63001,1177596,2614623,"green urban","Seefeld"
"432",0.876219362250204,2.38033668396023,-1.04487741919076,15.8120923913043,21.1875,8.7,17.0035070539906,23.1371674804812,8.86571742834618,46.78555,7.63076,1181616,2614671,"green urban","Flühli"
"433",0.677667476498731,2.44965396988886,-1.11369401846342,15.8120923913043,21.1875,8.7,16.8049551682391,22.5614334579487,8.71027091121792,46.77786,7.63956,1180763,2615345,"green urban","Zelgmatt"
"434",1.13029035028491,3.05529011215381,-0.791196180158185,15.8120923913043,21.1875,8.7,17.2575780420253,23.0700198367285,8.95514006510516,46.77766,7.63401,1180739,2614921,"green urban","Unterdorfstrasse"
"435",0.879577182564136,2.98220654993515,-0.994424893822639,15.8120923913043,21.1875,8.7,17.0068648743045,22.8804821215127,8.55029596144554,46.77383,7.62668,1180312,2614362,"green urban","Sägeweg"
"436",1.56084363806383,3.42198745581242,-0.166639645482057,15.8120923913043,21.1875,8.7,17.6881313298042,23.3333365122962,9.37721891610081,46.77195,7.61591,1180102,2613540,"green urban","Burgergut"
"437",1.11731731129047,2.69250368759696,-0.558543780676992,15.8120923913043,21.1875,8.7,17.2446050030308,22.9558632791638,9.10152971694514,46.76882,7.6265,1179755,2614350,"low green","Hodelmatte"
"438",1.49913695524104,3.57226577401389,-0.347087116299178,15.8120923913043,21.1875,8.7,17.6264246469814,23.380745975433,9.36028458075837,46.76616,7.6223,1179459,2614030,"green urban","Schwäbis"
