"term","estimate","std.error","statistic","p.value","significant"
"VH_150:CAP276",0.00144108861463999,0.0294155953916329,0.0489906321953933,0.960929113801146,FALSE
"VH_150:CAP277",0.00882752887816049,0.0240956509575523,0.3663536168295,0.714119860756918,FALSE
"VH_150:CAP278",0.0165146670322425,0.0434934868733381,0.379704369997664,0.704184262775991,FALSE
"VH_150:CAP279",-0.00325941868337847,0.0378597191944177,-0.0860919930927291,0.931397432757489,FALSE
"VH_150:CAP2710",0.0305119347383362,0.0336471589401639,0.906820536990858,0.364554242716444,FALSE
"VH_150:CAP2712",0.0779306995414502,0.0390303019209702,1.99667170649222,0.0459259243841375,TRUE
"VH_150:CAP2714",-0.0141537108983143,0.0341943030424285,-0.413920145725802,0.678953933129792,FALSE
"VH_150:CAP2715",-0.0483946658610807,0.0472082627874568,-1.02513125888503,0.305360877463537,FALSE
"VH_150:CAP2717",-0.0093388560682256,0.0287689244184875,-0.324616100775191,0.745487965788356,FALSE
"VH_150:CAP2718",0.0455270898343232,0.0741400663748411,0.614068641429927,0.539203555935389,FALSE
"VH_150:CAP2719",-0.092342454241062,0.0393949555176171,-2.34401722321446,0.0191241141385105,TRUE
"VH_150:CAP2721",-0.0272776298455871,0.0375853205314593,-0.725752220810661,0.468031518059065,FALSE
"VH_150:CAP2722",0.00278062745620205,0.0335831137171656,0.0827983813418934,0.934015840753718,FALSE
"VH_150:CAP2723",-0.0600719717769492,0.243634169981362,-0.246566283299033,0.805256069639038,FALSE
"VH_150:CAP2724",0.0180697463006667,0.0557288949471529,0.324243757530129,0.74576980177243,FALSE
"WA_150:CAP272",0.0660638033945066,0.363443401838245,0.181771915683062,0.855770583595346,FALSE
"WA_150:CAP273",0.0740661390460368,0.287335600601706,0.257768751560669,0.796598135483411,FALSE
"WA_150:CAP274",-0.0489944475531962,0.284120280922069,-0.172442626743125,0.863097953348982,FALSE
"WA_150:CAP275",-0.135947474092987,0.431873853984981,-0.314785145797954,0.752940581669661,FALSE
"WA_150:CAP276",-0.0787975326224908,0.327796044437864,-0.24038585565491,0.810042990090786,FALSE
"WA_150:CAP277",-0.0721530425516398,0.392599596064168,-0.183782773275821,0.854192830189764,FALSE
"WA_150:CAP278",-0.0957704870254052,0.769437268375553,-0.124468219777809,0.900950576803497,FALSE
"WA_150:CAP279",-0.742858706048389,0.521728114409796,-1.42384258300657,0.154567062770144,FALSE
"WA_150:CAP2710",0.021110674344937,0.493849431499539,0.0427471877022029,0.965905115598625,FALSE
"WA_150:CAP2712",0.172238284185971,0.575458977032062,0.299305929806312,0.764721586009158,FALSE
"WA_150:CAP2714",0.199138404856734,0.527660239618433,0.377398920564372,0.70589642549453,FALSE
"WA_150:CAP2715",-0.203422048397589,0.684478325093969,-0.297192826916268,0.766334139971889,FALSE
"WA_150:CAP2717",-0.313340027023287,0.484061005343479,-0.647315159792613,0.517463718276125,FALSE
"WA_150:CAP2718",-0.0378242062122063,1.16795179793356,-0.0323850746915483,0.97416651891447,FALSE
"WA_150:CAP2719",0.0319166401057258,0.602324335906638,0.0529891259626491,0.957743116679241,FALSE
"WA_150:CAP2721",-0.391104834416406,0.582139058157055,-0.671840909721076,0.501722298347552,FALSE
"WA_150:CAP2722",-0.600773638674293,0.515212773777378,-1.1660689898459,0.243653416608724,FALSE
"WA_150:CAP2723",-0.471406779754909,1.01730783561188,-0.463386561326713,0.643111557261057,FALSE
"WA_150:CAP2724",-1.12867900327254,1.04618464410183,-1.07885258079039,0.280716014674872,FALSE
"AD:RH_1d",0.00010721685277773,5.5578939133667e-05,1.9290913869348,0.0537874786429038,FALSE
"GA_25:RH_1d",-0.00968387411027924,0.0113306325986763,-0.854663146646423,0.392786885687129,FALSE
"BUL_250:RH_1d",-0.0393963846098523,0.0378894751850589,-1.03977118757738,0.29850665994218,FALSE
"AC_750:RH_1d",-0.000520146831007058,0.017555153583293,-0.0296292953826433,0.976364122869735,FALSE
"FO_1000:RH_1d",0.0135450567698036,0.0574552448240808,0.235749700680529,0.813638508886467,FALSE
"TPI_500:RH_1d",-1.04401825099339,2.48607458490028,-0.419946471974116,0.674546250404556,FALSE
"VH_150:RH_1d",-0.0019137909110285,0.00144878984468769,-1.32095825909178,0.186587956180272,FALSE
"WA_150:RH_1d",-0.00629457469935149,0.020594625035469,-0.305641626808484,0.759892818989466,FALSE
"AD:WT",0.000791390724529175,0.000117937461401905,6.7102574120388,2.20443456714939e-11,TRUE
"GA_25:WT",-0.0296544120993359,0.0241353339684452,-1.22867212602512,0.219264278969726,FALSE
"BUL_250:WT",-0.146026185453942,0.0800395562932604,-1.82442522443416,0.0681595231810562,FALSE
"AC_750:WT",-0.163225195767539,0.0373569681109283,-4.36933734244322,1.27662722362785e-05,TRUE
"FO_1000:WT",-0.124436062641537,0.125597861610701,-0.990749850719872,0.32186537845155,FALSE
"TPI_500:WT",-7.42822808446539,5.39827192915827,-1.37603814367752,0.168883913098443,FALSE
"VH_150:WT",-0.00169043224530481,0.00303047413807946,-0.557811143828507,0.577003374891312,FALSE
"WA_150:WT",0.179515670917251,0.044078660334875,4.07262084540301,4.735237006797e-05,TRUE
"AD:AT",-0.000531213351168741,8.81766304331923e-05,-6.02442334844286,1.84404079865323e-09,TRUE
"GA_25:AT",0.0276087079675996,0.0181768698456121,1.51889231765965,0.128865613129145,FALSE
"BUL_250:AT",0.0978277055711262,0.0615400089934981,1.58966024170491,0.111987417050087,FALSE
"AC_750:AT",0.119781850450371,0.0284058705998444,4.21679913063559,2.53064287461055e-05,TRUE
"FO_1000:AT",0.0204372454284294,0.0957644117861395,0.213411694879615,0.831016319824654,FALSE
"TPI_500:AT",8.26798880907685,4.11527264163997,2.00909867439111,0.0445911704419887,TRUE
"VH_150:AT",-0.000248553832532797,0.00233318297270345,-0.106529935903312,0.915167043032995,FALSE
"WA_150:AT",-0.185203858336796,0.0335859137418971,-5.51433138785685,3.71351372119118e-08,TRUE
"AD:WD_8E",-0.00140222283873208,0.00778429493006133,-0.180134855029321,0.857055475819118,FALSE
"AD:WD_8SE",-0.00258054004408256,0.00207572652618741,-1.24319847124677,0.213864782635676,FALSE
"AD:WD_8S",-0.00246885458124821,0.00192488510488402,-1.28259841326839,0.199704283906765,FALSE
"AD:WD_8SW",0.00125028642481482,0.00192886029082447,0.648199577109031,0.516891658846829,FALSE
"AD:WD_8W",-0.00082448603749024,0.00192573702639935,-0.428140512534999,0.668570992527425,FALSE
"AD:WD_8NW",-0.0026205459335194,0.00190216102327595,-1.37766776915985,0.168380011902126,FALSE
"GA_25:WD_8E",0.475336972657844,0.654873189347364,0.72584582845964,0.467974130824901,FALSE
"GA_25:WD_8SE",0.224151016798099,0.435449893823362,0.51475731186887,0.606749972825117,FALSE
