Stationsnummer: 2030
Stationsname: Thun
DBLH-Nr: 00111
Gewässer: Aare
Exportperiode: 2024-05-01 - 2024-09-30
Parameter: Wassertemperatur
Parametereinheit: °C
Zeitreihe: 10-Min-Mittel
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 10:10:00;;9.38;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 10:20:00;;9.39;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 10:30:00;;9.40;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 10:40:00;;9.40;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 10:50:00;;9.42;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 11:00:00;;9.42;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 11:10:00;;9.44;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 11:20:00;;9.45;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 11:30:00;;9.48;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 11:40:00;;9.53;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 11:50:00;;9.60;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 12:00:00;;9.68;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 12:10:00;;9.76;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 12:20:00;;9.82;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 12:30:00;;9.86;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 12:40:00;;9.90;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 12:50:00;;9.90;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 13:00:00;;9.88;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 13:10:00;;9.84;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 13:20:00;;9.80;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 13:30:00;;9.78;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 13:40:00;;9.77;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 13:50:00;;9.74;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 14:00:00;;9.71;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 14:10:00;;9.66;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 14:20:00;;9.62;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 14:30:00;;9.58;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 14:40:00;;9.55;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 14:50:00;;9.56;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 15:00:00;;9.60;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 15:10:00;;9.64;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 15:20:00;;9.66;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 15:30:00;;9.68;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 15:40:00;;9.70;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 15:50:00;;9.72;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 16:00:00;;9.74;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 16:10:00;;9.77;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 16:20:00;;9.80;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 16:30:00;;9.82;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 16:40:00;;9.80;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 16:50:00;;9.82;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 17:00:00;;9.87;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 17:10:00;;9.90;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 17:20:00;;9.92;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 17:30:00;;9.93;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 17:40:00;;9.94;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 17:50:00;;9.97;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 18:00:00;;10.00;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 18:10:00;;10.03;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 18:20:00;;10.05;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 18:30:00;;10.06;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 18:40:00;;10.07;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 18:50:00;;10.07;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 19:00:00;;10.08;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 19:10:00;;10.08;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 19:20:00;;10.08;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 19:30:00;;10.08;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 19:40:00;;10.08;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 19:50:00;;10.06;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 20:00:00;;10.06;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 20:10:00;;10.06;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 20:20:00;;10.06;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 20:30:00;;10.04;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 20:40:00;;10.02;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 20:50:00;;10.00;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 21:00:00;;9.96;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 21:10:00;;9.94;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 21:20:00;;9.90;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 21:30:00;;9.88;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 21:40:00;;9.84;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 21:50:00;;9.80;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 22:00:00;;9.78;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 22:10:00;;9.76;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 22:20:00;;9.74;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 22:30:00;;9.73;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 22:40:00;;9.72;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 22:50:00;;9.70;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 23:00:00;;9.69;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 23:10:00;;9.68;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 23:20:00;;9.68;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 23:30:00;;9.67;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 23:40:00;;9.67;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-01 23:50:00;;9.68;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 00:00:00;;9.70;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 00:10:00;;9.72;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 00:20:00;;9.76;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 00:30:00;;9.79;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 00:40:00;;9.82;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 00:50:00;;9.85;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 01:00:00;;9.86;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 01:10:00;;9.87;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 01:20:00;;9.88;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 01:30:00;;9.88;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 01:40:00;;9.89;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 01:50:00;;9.89;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 02:00:00;;9.89;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 02:10:00;;9.89;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 02:20:00;;9.90;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 02:30:00;;9.90;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 02:40:00;;9.89;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 02:50:00;;9.88;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 03:00:00;;9.88;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 03:10:00;;9.87;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 03:20:00;;9.86;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 03:30:00;;9.86;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 03:40:00;;9.84;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 03:50:00;;9.84;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 04:00:00;;9.82;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 04:10:00;;9.82;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 04:20:00;;9.80;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 04:30:00;;9.80;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 04:40:00;;9.78;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 04:50:00;;9.78;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 05:00:00;;9.76;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 05:10:00;;9.74;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 05:20:00;;9.74;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 05:30:00;;9.72;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 05:40:00;;9.71;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 05:50:00;;9.70;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 06:00:00;;9.68;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 06:10:00;;9.68;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 06:20:00;;9.66;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 06:30:00;;9.66;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 06:40:00;;9.64;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 06:50:00;;9.62;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 07:00:00;;9.62;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 07:10:00;;9.60;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 07:20:00;;9.60;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 07:30:00;;9.60;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 07:40:00;;9.60;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 07:50:00;;9.61;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 08:00:00;;9.62;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 08:10:00;;9.62;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 08:20:00;;9.62;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 08:30:00;;9.64;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 08:40:00;;9.66;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 08:50:00;;9.68;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 09:00:00;;9.70;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 09:10:00;;9.71;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 09:20:00;;9.72;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 09:30:00;;9.74;Freigegeben, geprüfte Daten
Thun;2030;Wassertemperatur;10-Min-Mittel;°C;Aare;2024-05-02 09:40:00;;9.74;Freigegeben, geprüfte Daten
