 

stn    time           rre150z0
THU    202405021720        0.0
THU    202405021730        0.1
THU    202405021740        0.1
THU    202405021750        0.1
THU    202405021800        0.0
THU    202405021810        0.0
THU    202405021820        0.0
THU    202405021830        0.0
THU    202405021840        0.0
THU    202405021850        0.0
THU    202405021900        0.0
THU    202405021910        0.0
THU    202405021920        0.0
THU    202405021930        0.0
THU    202405021940        0.0
THU    202405021950        0.0
THU    202405022000        0.0
THU    202405022010        0.0
THU    202405022020        0.0
THU    202405022030        0.0
THU    202405022040        0.0
THU    202405022050        0.0
THU    202405022100        0.0
THU    202405022110        0.0
THU    202405022120        0.0
THU    202405022130        0.0
THU    202405022140        0.0
THU    202405022150        0.0
THU    202405022200        0.0
THU    202405022210        0.0
THU    202405022220        0.0
THU    202405022230        0.0
THU    202405022240        0.0
THU    202405022250        0.1
THU    202405022300        0.1
THU    202405022310        0.0
THU    202405022320        0.0
THU    202405022330        0.0
THU    202405022340        0.1
THU    202405022350        0.1
THU    202405030000        0.0
THU    202405030010        0.0
THU    202405030020        0.0
THU    202405030030        0.0
THU    202405030040        0.0
THU    202405030050        0.1
THU    202405030100        0.1
THU    202405030110        0.0
THU    202405030120        0.0
THU    202405030130        0.0
THU    202405030140        0.1
THU    202405030150        0.0
THU    202405030200        0.0
THU    202405030210        0.0
THU    202405030220        0.0
THU    202405030230        0.0
THU    202405030240        0.0
THU    202405030250        0.0
THU    202405030300        0.0
THU    202405030310        0.0
THU    202405030320        0.1
THU    202405030330        0.0
THU    202405030340        0.0
THU    202405030350        0.0
THU    202405030400        0.1
THU    202405030410        0.0
THU    202405030420        0.0
THU    202405030430        0.0
THU    202405030440        0.0
THU    202405030450        0.0
THU    202405030500        0.0
THU    202405030510        0.0
THU    202405030520        0.0
THU    202405030530        0.0
THU    202405030540        0.0
THU    202405030550        0.0
THU    202405030600        0.0
THU    202405030610        0.0
THU    202405030620        0.0
THU    202405030630        0.0
THU    202405030640        0.0
THU    202405030650        0.0
THU    202405030700        0.0
THU    202405030710        0.0
THU    202405030720        0.0
THU    202405030730        0.0
THU    202405030740        0.0
THU    202405030750        0.0
THU    202405030800        0.0
THU    202405030810        0.0
THU    202405030820        0.0
THU    202405030830        0.0
THU    202405030840        0.0
THU    202405030850        0.0
THU    202405030900        0.0
THU    202405030910        0.0
THU    202405030920        0.0
THU    202405030930        0.0
THU    202405030940        0.0
THU    202405030950        0.0
THU    202405031000        0.0
THU    202405031010        0.0
THU    202405031020        0.0
THU    202405031030        0.0
THU    202405031040        0.0
THU    202405031050        0.0
THU    202405031100        0.0
THU    202405031110        0.0
THU    202405031120        0.0
THU    202405031130        0.0
THU    202405031140        0.0
THU    202405031150        0.0
THU    202405031200        0.0
THU    202405031210        0.0
THU    202405031220        0.0
THU    202405031230        0.0
THU    202405031240        0.0
THU    202405031250        0.0
THU    202405031300        0.0
THU    202405031310        0.0
THU    202405031320        0.0
THU    202405031330        0.0
THU    202405031340        0.0
THU    202405031350        0.0
THU    202405031400        0.0
THU    202405031410        0.0
THU    202405031420        0.0
THU    202405031430        0.0
THU    202405031440        0.0
THU    202405031450        0.0
THU    202405031500        0.0
THU    202405031510        0.0
THU    202405031520        0.0
THU    202405031530        0.1
THU    202405031540        0.1
THU    202405031550        0.0
THU    202405031600        0.1
THU    202405031610        0.0
THU    202405031620        0.2
THU    202405031630        0.0
THU    202405031640        0.2
THU    202405031650        0.0
THU    202405031700        0.0
THU    202405031710        0.0
THU    202405031720        0.0
THU    202405031730        0.0
THU    202405031740        0.1
THU    202405031750        0.1
THU    202405031800        0.0
THU    202405031810        0.0
THU    202405031820        0.2
THU    202405031830        0.0
THU    202405031840        0.1
THU    202405031850        0.0
THU    202405031900        0.0
THU    202405031910        0.1
THU    202405031920        0.1
THU    202405031930        0.0
THU    202405031940        0.0
THU    202405031950        0.0
THU    202405032000        0.0
THU    202405032010        0.0
THU    202405032020        0.0
THU    202405032030        0.0
THU    202405032040        0.0
THU    202405032050        0.0
THU    202405032100        0.0
THU    202405032110        0.0
THU    202405032120        0.0
THU    202405032130        0.0
THU    202405032140        0.0
THU    202405032150        0.0
THU    202405032200        0.0
THU    202405032210        0.0
THU    202405032220        0.0
THU    202405032230        0.0
THU    202405032240        0.0
THU    202405032250        0.0
THU    202405032300        0.0
THU    202405032310        0.0
THU    202405032320        0.0
THU    202405032330        0.0
THU    202405032340        0.0
THU    202405032350        0.0
THU    202405040000        0.0
THU    202405040010        0.0
THU    202405040020        0.0
THU    202405040030        0.0
THU    202405040040        0.0
THU    202405040050        0.0
THU    202405040100        0.0
THU    202405040110        0.0
THU    202405040120        0.0
THU    202405040130        0.0
THU    202405040140        0.0
THU    202405040150        0.0
THU    202405040200        0.0
THU    202405040210        0.0
THU    202405040220        0.0
THU    202405040230        0.0
THU    202405040240        0.0
THU    202405040250        0.0
THU    202405040300        0.0
THU    202405040310        0.0
THU    202405040320        0.0
THU    202405040330        0.0
THU    202405040340        0.0
THU    202405040350        0.0
THU    202405040400        0.0
THU    202405040410        0.0
THU    202405040420        0.0
THU    202405040430        0.0
THU    202405040440        0.0
THU    202405040450        0.0
THU    202405040500        0.0
THU    202405040510        0.0
THU    202405040520        0.0
THU    202405040530        0.0
THU    202405040540        0.0
THU    202405040550        0.0
THU    202405040600        0.0
THU    202405040610        0.0
THU    202405040620        0.0
THU    202405040630        0.0
THU    202405040640        0.0
THU    202405040650        0.0
THU    202405040700        0.0
THU    202405040710        0.0
THU    202405040720        0.0
THU    202405040730        0.0
THU    202405040740        0.0
THU    202405040750        0.0
THU    202405040800        0.0
THU    202405040810        0.0
THU    202405040820        0.0
THU    202405040830        0.0
THU    202405040840        0.0
THU    202405040850        0.0
THU    202405040900        0.0
THU    202405040910        0.0
THU    202405040920        0.0
THU    202405040930        0.0
THU    202405040940        0.0
THU    202405040950        0.0
THU    202405041000        0.0
THU    202405041010        0.0
THU    202405041020        0.0
THU    202405041030        0.0
THU    202405041040        0.0
THU    202405041050        0.0
THU    202405041100        0.0
THU    202405041110        0.0
THU    202405041120        0.0
THU    202405041130        0.0
THU    202405041140        0.0
THU    202405041150        0.0
THU    202405041200        0.0
THU    202405041210        0.0
THU    202405041220        0.0
THU    202405041230        0.0
THU    202405041240        0.0
THU    202405041250        0.0
THU    202405041300        0.0
THU    202405041310        0.0
THU    202405041320        0.0
THU    202405041330        0.0
THU    202405041340        0.0
THU    202405041350        0.0
THU    202405041400        0.0
THU    202405041410        0.0
THU    202405041420        0.0
THU    202405041430        0.0
THU    202405041440        0.0
THU    202405041450        0.0
THU    202405041500        0.0
THU    202405041510        0.0
THU    202405041520        0.0
THU    202405041530        0.0
THU    202405041540        0.0
THU    202405041550        0.0
THU    202405041600        0.0
THU    202405041610        0.0
THU    202405041620        0.0
THU    202405041630        0.0
THU    202405041640        0.0
THU    202405041650        0.0
THU    202405041700        0.0
THU    202405041710        0.0
THU    202405041720        0.0
THU    202405041730        0.0
THU    202405041740        0.0
THU    202405041750        0.0
THU    202405041800        0.0
THU    202405041810        0.0
THU    202405041820        0.0
THU    202405041830        0.0
THU    202405041840        0.0
THU    202405041850        0.0
THU    202405041900        0.0
THU    202405041910        0.0
THU    202405041920        0.0
THU    202405041930        0.0
THU    202405041940        0.0
THU    202405041950        0.0
THU    202405042000        0.0
THU    202405042010        0.0
THU    202405042020        0.0
THU    202405042030        0.0
THU    202405042040        0.0
THU    202405042050        0.0
THU    202405042100        0.0
THU    202405042110        0.0
THU    202405042120        0.0
THU    202405042130        0.0
THU    202405042140        0.0
THU    202405042150        0.0
THU    202405042200        0.0
THU    202405042210        0.0
THU    202405042220        0.0
THU    202405042230        0.0
THU    202405042240        0.0
THU    202405042250        0.0
THU    202405042300        0.0
THU    202405042310        0.0
THU    202405042320        0.0
THU    202405042330        0.0
THU    202405042340        0.0
THU    202405042350        0.0
THU    202405050000        0.0
THU    202405050010        0.0
THU    202405050020        0.0
THU    202405050030        0.0
THU    202405050040        0.0
THU    202405050050        0.0
THU    202405050100        0.0
THU    202405050110        0.0
THU    202405050120        0.0
THU    202405050130        0.0
THU    202405050140        0.0
THU    202405050150        0.0
THU    202405050200        0.0
THU    202405050210        0.0
THU    202405050220        0.0
THU    202405050230        0.0
THU    202405050240        0.0
THU    202405050250        0.0
THU    202405050300        0.0
THU    202405050310        0.0
THU    202405050320        0.0
THU    202405050330        0.0
THU    202405050340        0.0
THU    202405050350        0.0
THU    202405050400        0.0
THU    202405050410        0.0
THU    202405050420        0.0
THU    202405050430        0.0
THU    202405050440        0.0
THU    202405050450        0.0
THU    202405050500        0.0
THU    202405050510        0.0
THU    202405050520        0.1
THU    202405050530        0.1
THU    202405050540        0.0
THU    202405050550        0.0
THU    202405050600        0.0
THU    202405050610        0.1
THU    202405050620        0.0
THU    202405050630        0.0
THU    202405050640        0.0
THU    202405050650        0.1
THU    202405050700        0.2
THU    202405050710        0.0
THU    202405050720        0.0
THU    202405050730        0.0
THU    202405050740        0.0
THU    202405050750        0.0
THU    202405050800        0.0
THU    202405050810        0.0
THU    202405050820        0.0
THU    202405050830        0.0
THU    202405050840        0.0
THU    202405050850        0.0
THU    202405050900        0.0
THU    202405050910        0.0
THU    202405050920        0.0
THU    202405050930        0.0
THU    202405050940        0.0
THU    202405050950        0.0
THU    202405051000        0.0
THU    202405051010        0.0
THU    202405051020        0.0
THU    202405051030        0.0
THU    202405051040        0.0
THU    202405051050        0.0
THU    202405051100        0.0
THU    202405051110        0.0
THU    202405051120        0.0
THU    202405051130        0.0
THU    202405051140        0.0
THU    202405051150        0.0
THU    202405051200        0.0
THU    202405051210        0.0
THU    202405051220        0.0
THU    202405051230        0.0
THU    202405051240        0.0
THU    202405051250        0.0
THU    202405051300        0.0
THU    202405051310        0.0
THU    202405051320        0.0
THU    202405051330        0.0
THU    202405051340        0.0
THU    202405051350        0.0
THU    202405051400        0.0
THU    202405051410        0.0
THU    202405051420        0.0
THU    202405051430        0.0
THU    202405051440        0.0
THU    202405051450        0.0
THU    202405051500        0.0
THU    202405051510        0.0
THU    202405051520        0.0
THU    202405051530        0.0
THU    202405051540        0.0
THU    202405051550        0.0
THU    202405051600        0.0
THU    202405051610        0.0
THU    202405051620        0.0
THU    202405051630        0.0
THU    202405051640        0.0
THU    202405051650        0.0
THU    202405051700        0.0
THU    202405051710        0.0
THU    202405051720        0.0
THU    202405051730        0.0
THU    202405051740        0.0
THU    202405051750        0.0
THU    202405051800        0.0
THU    202405051810        0.0
THU    202405051820        0.0
THU    202405051830        0.0
THU    202405051840        0.0
THU    202405051850        0.0
THU    202405051900        0.0
THU    202405051910        0.0
THU    202405051920        0.0
THU    202405051930        0.0
THU    202405051940        0.0
THU    202405051950        0.0
THU    202405052000        0.0
THU    202405052010        0.0
THU    202405052020        0.0
THU    202405052030        0.0
THU    202405052040        0.0
THU    202405052050        0.0
THU    202405052100        0.0
THU    202405052110        0.0
THU    202405052120        0.0
THU    202405052130        0.0
THU    202405052140        0.0
THU    202405052150        0.0
THU    202405052200        0.0
THU    202405052210        0.0
THU    202405052220        0.0
THU    202405052230        0.0
THU    202405052240        0.0
THU    202405052250        0.1
THU    202405052300        0.4
THU    202405052310        0.0
THU    202405052320        0.0
THU    202405052330        0.0
THU    202405052340        0.0
THU    202405052350        0.0
THU    202405060000        0.0
THU    202405060010        0.0
THU    202405060020        0.0
THU    202405060030        0.0
THU    202405060040        0.0
THU    202405060050        0.0
THU    202405060100        0.0
THU    202405060110        0.0
THU    202405060120        0.0
THU    202405060130        0.0
THU    202405060140        0.0
THU    202405060150        0.0
THU    202405060200        0.0
THU    202405060210        0.0
THU    202405060220        0.0
THU    202405060230        0.0
THU    202405060240        0.0
THU    202405060250        0.0
THU    202405060300        0.0
THU    202405060310        0.0
THU    202405060320        0.0
THU    202405060330        0.0
THU    202405060340        0.0
THU    202405060350        0.0
THU    202405060400        0.0
THU    202405060410        0.0
THU    202405060420        0.0
THU    202405060430        0.0
THU    202405060440        0.0
THU    202405060450        0.2
THU    202405060500        0.0
THU    202405060510        0.2
THU    202405060520        0.0
THU    202405060530        0.2
THU    202405060540        0.0
THU    202405060550        0.0
THU    202405060600        0.0
THU    202405060610        0.0
THU    202405060620        0.0
THU    202405060630        0.0
THU    202405060640        0.0
THU    202405060650        0.0
THU    202405060700        0.0
THU    202405060710        0.0
THU    202405060720        0.0
THU    202405060730        0.0
THU    202405060740        0.0
THU    202405060750        0.0
THU    202405060800        0.0
THU    202405060810        0.1
THU    202405060820        0.0
THU    202405060830        0.1
THU    202405060840        0.0
THU    202405060850        0.2
THU    202405060900        0.3
THU    202405060910        0.6
THU    202405060920        0.5
THU    202405060930        0.6
THU    202405060940        0.6
THU    202405060950        0.4
THU    202405061000        0.2
THU    202405061010        0.8
THU    202405061020        1.2
THU    202405061030        0.3
THU    202405061040        0.4
THU    202405061050        0.1
THU    202405061100        0.1
THU    202405061110        0.0
THU    202405061120        0.0
THU    202405061130        0.0
THU    202405061140        0.4
THU    202405061150        0.1
THU    202405061200        0.1
THU    202405061210        0.0
THU    202405061220        0.0
THU    202405061230        0.1
THU    202405061240        0.1
THU    202405061250        0.2
THU    202405061300        0.1
THU    202405061310        0.2
THU    202405061320        0.1
THU    202405061330        0.0
THU    202405061340        0.0
THU    202405061350        0.0
THU    202405061400        0.0
THU    202405061410        0.0
THU    202405061420        0.0
THU    202405061430        0.0
THU    202405061440        0.0
THU    202405061450        0.0
THU    202405061500        0.0
THU    202405061510        0.0
THU    202405061520        0.0
THU    202405061530        0.0
THU    202405061540        0.0
THU    202405061550        0.0
THU    202405061600        0.0
THU    202405061610        0.0
THU    202405061620        0.0
THU    202405061630        0.0
THU    202405061640        0.0
THU    202405061650        0.0
THU    202405061700        0.0
THU    202405061710        0.0
THU    202405061720        0.0
THU    202405061730        0.2
THU    202405061740        0.0
THU    202405061750        0.0
THU    202405061800        0.0
THU    202405061810        0.0
THU    202405061820        0.0
THU    202405061830        0.0
THU    202405061840        0.0
THU    202405061850        0.0
THU    202405061900        0.0
THU    202405061910        0.0
THU    202405061920        0.0
THU    202405061930        0.0
THU    202405061940        0.0
THU    202405061950        0.0
THU    202405062000        0.0
THU    202405062010        0.0
THU    202405062020        0.0
THU    202405062030        0.0
THU    202405062040        0.0
THU    202405062050        0.0
THU    202405062100        0.0
THU    202405062110        0.0
THU    202405062120        0.0
THU    202405062130        0.0
THU    202405062140        0.0
THU    202405062150        0.0
THU    202405062200        0.0
THU    202405062210        0.5
THU    202405062220        1.1
THU    202405062230        1.0
THU    202405062240        0.7
THU    202405062250        0.6
THU    202405062300        0.6
THU    202405062310        0.7
THU    202405062320        0.7
THU    202405062330        0.3
THU    202405062340        0.1
THU    202405062350        0.2
THU    202405070000        0.2
THU    202405070010        0.1
THU    202405070020        0.1
THU    202405070030        0.2
THU    202405070040        0.1
THU    202405070050        0.1
THU    202405070100        0.2
THU    202405070110        0.2
THU    202405070120        0.3
THU    202405070130        0.3
THU    202405070140        0.3
THU    202405070150        0.2
THU    202405070200        0.5
THU    202405070210        0.3
THU    202405070220        0.1
THU    202405070230        0.0
THU    202405070240        0.0
THU    202405070250        0.1
THU    202405070300        0.1
THU    202405070310        0.0
THU    202405070320        0.2
THU    202405070330        0.2
THU    202405070340        0.0
THU    202405070350        0.0
THU    202405070400        0.1
THU    202405070410        0.2
THU    202405070420        0.1
THU    202405070430        0.2
THU    202405070440        0.4
THU    202405070450        0.4
THU    202405070500        0.5
THU    202405070510        1.0
THU    202405070520        0.9
THU    202405070530        0.6
THU    202405070540        0.4
THU    202405070550        0.4
THU    202405070600        0.6
THU    202405070610        0.3
THU    202405070620        0.5
THU    202405070630        0.2
THU    202405070640        0.3
THU    202405070650        0.2
THU    202405070700        0.1
THU    202405070710        0.1
THU    202405070720        0.2
THU    202405070730        0.0
THU    202405070740        0.1
THU    202405070750        0.0
THU    202405070800        0.0
THU    202405070810        0.0
THU    202405070820        0.1
THU    202405070830        0.0
THU    202405070840        0.0
THU    202405070850        0.0
THU    202405070900        0.0
THU    202405070910        0.0
THU    202405070920        0.0
THU    202405070930        0.0
THU    202405070940        0.0
THU    202405070950        0.0
THU    202405071000        0.0
THU    202405071010        0.0
THU    202405071020        0.1
THU    202405071030        0.2
THU    202405071040        0.2
THU    202405071050        0.3
THU    202405071100        0.2
THU    202405071110        0.2
THU    202405071120        0.2
THU    202405071130        0.3
THU    202405071140        0.2
THU    202405071150        0.3
THU    202405071200        0.2
THU    202405071210        0.2
THU    202405071220        0.3
THU    202405071230        0.3
THU    202405071240        0.2
THU    202405071250        0.2
THU    202405071300        0.3
THU    202405071310        0.3
THU    202405071320        0.1
THU    202405071330        0.0
THU    202405071340        0.0
THU    202405071350        0.0
THU    202405071400        0.2
THU    202405071410        0.0
THU    202405071420        0.0
THU    202405071430        0.0
THU    202405071440        0.1
THU    202405071450        0.0
THU    202405071500        0.0
THU    202405071510        0.1
THU    202405071520        0.0
THU    202405071530        0.2
THU    202405071540        0.1
THU    202405071550        0.2
THU    202405071600        0.1
THU    202405071610        0.3
THU    202405071620        0.0
THU    202405071630        0.1
THU    202405071640        0.1
THU    202405071650        0.1
THU    202405071700        0.1
THU    202405071710        0.2
THU    202405071720        0.0
THU    202405071730        0.0
THU    202405071740        0.1
THU    202405071750        0.0
THU    202405071800        0.1
THU    202405071810        0.0
THU    202405071820        0.1
THU    202405071830        0.1
THU    202405071840        0.1
THU    202405071850        0.0
THU    202405071900        0.2
THU    202405071910        0.0
THU    202405071920        0.0
THU    202405071930        0.0
THU    202405071940        0.0
THU    202405071950        0.2
THU    202405072000        0.2
THU    202405072010        0.2
THU    202405072020        0.2
THU    202405072030        0.2
THU    202405072040        0.2
THU    202405072050        0.1
THU    202405072100        0.1
THU    202405072110        0.0
THU    202405072120        0.1
THU    202405072130        0.1
THU    202405072140        0.1
THU    202405072150        0.0
THU    202405072200        0.2
THU    202405072210        0.1
THU    202405072220        0.1
THU    202405072230        0.1
THU    202405072240        0.0
THU    202405072250        0.1
THU    202405072300        0.2
THU    202405072310        0.1
THU    202405072320        0.1
THU    202405072330        0.0
THU    202405072340        0.0
THU    202405072350        0.0
THU    202405080000        0.1
THU    202405080010        0.2
THU    202405080020        0.1
THU    202405080030        0.2
THU    202405080040        0.0
THU    202405080050        0.1
THU    202405080100        0.0
THU    202405080110        0.0
THU    202405080120        0.1
THU    202405080130        0.1
THU    202405080140        0.0
THU    202405080150        0.1
THU    202405080200        0.0
THU    202405080210        0.0
THU    202405080220        0.1
THU    202405080230        0.0
THU    202405080240        0.0
THU    202405080250        0.0
THU    202405080300        0.0
THU    202405080310        0.0
THU    202405080320        0.1
THU    202405080330        0.1
THU    202405080340        0.0
THU    202405080350        0.0
THU    202405080400        0.1
THU    202405080410        0.0
THU    202405080420        0.0
THU    202405080430        0.1
THU    202405080440        0.0
THU    202405080450        0.0
THU    202405080500        0.0
THU    202405080510        0.0
THU    202405080520        0.0
THU    202405080530        0.0
THU    202405080540        0.0
THU    202405080550        0.0
THU    202405080600        0.0
THU    202405080610        0.0
THU    202405080620        0.0
THU    202405080630        0.0
THU    202405080640        0.0
THU    202405080650        0.0
THU    202405080700        0.1
THU    202405080710        0.0
THU    202405080720        0.0
THU    202405080730        0.0
THU    202405080740        0.0
THU    202405080750        0.0
THU    202405080800        0.0
THU    202405080810        0.0
THU    202405080820        0.0
THU    202405080830        0.0
THU    202405080840        0.0
THU    202405080850        0.0
THU    202405080900        0.0
THU    202405080910        0.0
THU    202405080920        0.0
THU    202405080930        0.0
THU    202405080940        0.0
THU    202405080950        0.0
THU    202405081000        0.0
THU    202405081010        0.0
THU    202405081020        0.0
THU    202405081030        0.0
THU    202405081040        0.0
THU    202405081050        0.0
THU    202405081100        0.0
THU    202405081110        0.0
THU    202405081120        0.0
THU    202405081130        0.0
THU    202405081140        0.0
THU    202405081150        0.0
THU    202405081200        0.0
