time,Log_NR,valid_hours,T_mean,H_mean,UHI_mean,HI_mean,T_min,H_min,UHI_min,HI_min,T_max,H_max,UHI_max,HI_max,valid_hours_night,T_min_night,Tropical_night,Gfroerli_night,T_mean_night,UHI_night,valid_hours_day,T_mean_day,T_max_day,Summer_day,Hot_day,Very_hot_day,UHI_day
2024-10-02T22:00:00Z,Log_436,24,10.572213321126116,70.8395068792757,0.07275533429973713,9.534930555555556,8.054093232623792,57.23910887312123,-1.0601205462729837,6.96,13.093003738460368,78.65323872739758,1.1242084382391102,11.97,10,8.929961089494164,0,1,9.4881154472165,0.10683540601714192,16,10.961191220976069,13.093003738460368,0,0,0,0.11796177615014969
2024-10-02T22:00:00Z,Log_437,24,10.381748408399243,71.43010520247874,-0.11770957842713514,9.340763888888889,8.006027313649199,59.835049973296705,-1.1856260013733078,6.9,12.663080796520944,78.90310521095597,0.8571755550469238,11.59,10,8.783093003738458,0,1,9.354599005620406,-0.026681035578953072,16,10.652545713486433,12.663080796520944,0,0,0,-0.19068373133948668
2024-10-02T22:00:00Z,Log_438,24,10.594280621889915,71.99098022261218,0.09482263506353661,9.588888888888889,8.120851453421835,58.88136110475318,-0.9266041046768922,7.07,13.103685053788055,80.18867780575265,1.0147249561303067,12.02,10,8.919279774166476,0,1,9.449395679153634,0.06811563795427489,16,10.91395977976145,13.103685053788055,0,0,0,0.07073033493553105
2024-10-03T22:00:00Z,Log_401,24,9.540201694599155,73.79978494316015,0,8.4774375,8.39589532310979,67.01060502021821,0,7.3,10.900663767452508,77.93797207598993,0,9.86,10,6.724269474326697,0,1,8.05886644541085,0,16,9.749785420004578,10.900663767452508,0,0,0,0
2024-10-03T22:00:00Z,Log_402,24,9.646299051397472,74.25630918169256,0.10609735679831722,8.60501388888889,8.29442282749676,65.1547264820325,-0.3952086671244359,7.21,11.429388876173036,78.44914930952926,0.8598458838788403,10.39,10,6.678873884184021,0,1,8.057264248111697,-0.0016021972991531186,16,9.894439358103813,11.429388876173036,0,0,0,0.14465393809923555
2024-10-03T22:00:00Z,Log_404,24,9.552883902155761,70.28997413383857,0.012682207556606429,8.398465277777778,7.893873502708473,60.32715342946517,-0.659571221484704,6.73,11.584267948424504,76.20607309071488,0.94529640650034,10.39,10,6.879148546578165,0,1,7.7463600874850584,-0.3125063579257912,16,9.830023238218764,11.584267948424504,0,0,0,0.08023781821418652
2024-10-03T22:00:00Z,Log_405,24,9.390370285598026,75.85870516602664,-0.1498314090011288,8.365833333333333,7.442587930113682,65.0975051499199,-1.2470435645075142,6.42,11.11696040283818,83.15846494239719,0.4245822842755729,10.05,10,6.256961928740367,0,1,7.54967924264388,-0.5091872027669693,16,9.643244862795962,11.11696040283818,0,0,0,-0.106540557208616
2024-10-03T22:00:00Z,Log_406,24,9.999205259276213,69.70224614921628,0.45900356467705805,8.874791666666667,8.35584039063096,58.96337834744793,-0.3337911039902366,7.24,11.600289921416037,76.26710917830167,1.1081864652475755,10.4,10,7.298390173189901,0,1,8.1688061086951,0.10993966328424953,16,10.276224059662775,11.600289921416037,0,0,0,0.5264386396581973
2024-10-03T22:00:00Z,Log_407,24,9.87596958368302,70.08654037706738,0.3357678890838649,8.749520833333333,8.326466773479822,59.8522163729305,-0.30708781567101795,7.2,11.867322804608222,75.98100251773862,1.1108567940794956,10.68,10,7.1995880064087885,0,1,7.976575811907123,-0.08229063350372634,16,10.147814621957732,11.867322804608222,0,0,0,0.39802920195315394
2024-10-03T22:00:00Z,Log_408,24,9.757225252833516,72.14031200461162,0.21702355823436115,8.672291666666666,8.147554741741054,59.548943312733655,-0.542076752880142,7.07,11.693751430533304,78.36331731136035,0.9960326543068607,10.49,10,6.865796902418552,0,1,7.8028041631698075,-0.2560622822410421,16,10.074975839881997,11.693751430533304,0,0,0,0.32519041987741915
2024-10-03T22:00:00Z,Log_409,24,9.515208158490374,80.90460674109679,-0.024993536108780745,8.634791666666667,7.696269169146255,68.8512245365072,-0.9613183794918783,6.84,11.370641641870757,89.24490730144198,0.6435492484931729,10.37,10,6.745632104982072,0,1,7.508956727957072,-0.5499097174537777,16,9.793395227740902,11.370641641870757,0,0,0,0.04360980773632406
2024-10-03T22:00:00Z,Log_410,24,8.98192123801531,74.59840532624636,-0.5582804565838444,7.883611111111112,7.135500114442664,63.079499504081795,-1.3939116502632203,6,11.223773556115056,80.70748455024032,0.5527580682078241,10.05,10,6.5186541542687095,0,1,7.140117558047862,-0.9187488873629874,16,9.291289959563592,11.223773556115056,0,0,0,-0.4584954604409859
2024-10-03T22:00:00Z,Log_411,24,9.694175822079805,72.00217282113883,0.15397412748064987,8.599305555555555,7.888532845044629,60.5598535133898,-0.7957579919127227,6.79,11.864652475776303,78.77531090257115,1.1375600823987195,10.7,10,6.8844892042420085,0,1,7.653321380432848,-0.4055450649780017,16,10.020345362528928,11.864652475776303,0,0,0,0.27055994252435056
2024-10-03T22:00:00Z,Log_413,24,9.998036990412247,70.38945845307427,0.45783529581309246,8.891041666666666,8.537422751201646,60.395819028000304,-0.15220874341954982,7.42,11.570916304264898,76.30907148851759,1.1615930418860145,10.36,10,7.616159304188599,0,1,8.288136428371606,0.22926998296075674,16,10.22348506523232,11.570916304264898,0,0,0,0.47369964522774133
2024-10-03T22:00:00Z,Log_414,24,10.171626908437391,70.34921808109323,0.6314252138382361,9.081388888888888,8.588158999008165,59.66529335469596,0.045395590142675246,7.49,11.861982146944378,76.88319218738079,1.7090104524299985,10.75,10,7.474631876096744,0,1,8.22071062536558,0.16184417995473055,16,10.466151197833218,11.861982146944378,0,0,0,0.7163657778286403
2024-10-03T22:00:00Z,Log_416,24,9.860459423717607,73.06165492569704,0.3202577291184525,8.809652777777778,8.339818417639428,61.63561455710689,-0.3498130769817678,7.3,11.632333867399096,79.93118181124589,1.172274357213702,10.47,10,7.455939574273288,0,1,8.07606781363648,0.017201368225629565,16,10.129049998728416,11.632333867399096,0,0,0,0.3792645787238378
2024-10-03T22:00:00Z,Log_417,24,9.22084149267143,71.70138994854318,-0.31936020192772396,8.070972222222222,7.909895475700004,62.92309452964065,-0.7423514152742854,6.77,10.841916533150226,77.32951857785916,0.5100328068970779,9.65,10,7.0820935378042265,0,1,7.72124787009486,-0.3376185753159895,16,9.415348986546629,10.841916533150226,0,0,0,-0.3344364334579488
2024-10-03T22:00:00Z,Log_418,24,9.713943673016114,75.05050683265091,0.1737419784169596,8.700555555555555,8.291752498664835,63.970244907301435,-0.507362478065156,7.29,11.27183947508965,81.76035706111239,1.0868238345922023,10.13,10,7.378500038147557,0,1,8.106053381144935,0.04718693573408572,16,9.952641400269576,11.27183947508965,0,0,0,0.20285598026499763
2024-10-03T22:00:00Z,Log_420,24,9.786135271229114,70.96279765689242,0.24593357662995885,8.673125,8.262378881513698,59.6462195773251,-0.40054932478827965,7.14,11.685740444037537,76.47310597390707,1.1108567940794956,10.52,10,7.226291294728007,0,1,8.008642010630451,-0.0502244347803984,16,10.0896904643829,11.685740444037537,0,0,0,0.33990504437832136
2024-10-03T22:00:00Z,Log_421,24,9.563201756059103,73.89286100302637,0.02300006145994793,8.504104166666666,7.86984054322118,61.318989852750434,-0.7797360189211915,6.82,11.643015182726783,80.4309147783627,0.9666590371557149,10.51,10,7.00999465934234,0,1,7.864332990005341,-0.1945334554055087,16,9.863950322346838,11.643015182726783,0,0,0,0.11416490234226018
2024-10-03T22:00:00Z,Log_422,24,9.811299411679933,71.64438054729025,0.271097717080778,8.718819444444444,8.556115053025103,61.20454718852521,-0.14152742809186414,7.46,11.386663614862286,77.41725795376516,0.8731975280384479,10.18,10,7.589456015869381,0,1,8.256092482388546,0.19722603697769614,16,10.050664721141375,11.386663614862286,0,0,0,0.3008793011367974
2024-10-03T22:00:00Z,Log_423,24,9.765625662283936,71.9335999423548,0.22542396768478135,8.67548611111111,8.43862058442054,61.116807812619214,-0.23765926604104948,7.31,11.47745479514763,77.20553902494851,1.0761425192645149,10.29,10,7.453269245441369,0,1,8.272837669438722,0.2139712240278726,16,10.019789044022279,11.47745479514763,0,0,0,0.2700036240177006
2024-10-03T22:00:00Z,Log_424,24,9.35432084636708,75.35506737282029,-0.18588084823207396,8.312666666666667,7.8591592278934925,65.88906691081101,-0.8304722667277034,6.77,10.962081330586706,80.00938429846647,0.3017471580071689,9.87,10,6.871137560082396,0,1,7.878797271178251,-0.1800691742325986,16,9.541021337198952,10.962081330586706,0,0,0,-0.20876408280562586
2024-10-03T22:00:00Z,Log_425,24,9.352688978747574,75.19730869001297,-0.18751271585158058,8.306180555555555,8.171587701228354,64.4032196536202,-0.8304722667277034,7.07,10.964751659418631,80.70366979476616,0.8838788433661406,9.8,10,7.074082551308464,0,1,7.965749853767708,-0.09311659164314179,16,9.576931696803236,10.964751659418631,0,0,0,-0.1728537232013423
2024-10-03T22:00:00Z,Log_426,24,6.584043831540398,78.63884994659342,-2.956157863058757,5.351145833333334,5.132753490501258,66.19233997100785,-3.8452735179675006,3.83,9.944686045624472,83.33203631647211,-0.84916456855116,8.74,10,5.132753490501258,0,1,5.680610392665496,-2.3782560527453533,16,6.863176642252231,9.944686045624472,0,0,0,-2.886608777752347
2024-10-03T22:00:00Z,Log_427,24,9.969293867568645,69.58133959377093,0.4290921729694901,8.838611111111112,8.289082169832916,58.48653391317616,-0.40054932478827965,7.18,12.016861219195851,76.79545281147479,1.2924391546501877,10.81,10,7.386511024643319,0,1,8.034822359553418,-0.02404408585743134,16,10.280730239566644,12.016861219195851,0,0,0,0.5309448195620661
2024-10-03T22:00:00Z,Log_428,24,9.791383209141848,70.0792314115443,0.25118151454269366,8.655833333333334,8.206301976043335,59.13694972152285,-0.47531853208209185,7.09,11.696421759365222,77.02243076218815,0.9693293659876385,10.47,10,7.119478141451133,0,1,7.808311716385647,-0.25055472902520304,16,10.096477550164034,11.696421759365222,0,0,0,0.34669213015945566
