hour,Log_NR,T_mean,H_mean,UHI_mean,HI_mean
13,Log_433,20.547765423324083,58.77474556770775,0.7607603297909729,20.272252436647175
13,Log_434,20.329568729889168,60.81133482117689,-0.2766223523879905,20.065863636363638
13,Log_435,19.884069028276738,68.97142921906821,-0.024690037296145478,19.827396480331263
13,Log_436,19.88074712643678,59.92028016090376,0.19639873539727404,19.538268199233716
13,Log_437,19.234848816955104,61.7038235090383,-0.2897180376536682,18.869051565377532
13,Log_438,20.23120905627464,59.933744168201976,0.4826195887308269,19.936970414201184
14,Log_401,20.442190051870142,61.02513950192085,0,20.22157396449704
14,Log_402,20.914655756315526,60.95092764770741,0.4724657044453863,20.76442110453649
14,Log_403,20.384415049424373,63.42734666004939,-1.7050526115148075,20.23612211221122
14,Log_404,19.728324422579618,58.77466625718405,0.04737666962477528,19.342754219409283
14,Log_405,20.06823720588016,62.11453134632806,-0.24841800510409745,19.83620114942529
14,Log_406,20.988374151216906,56.16377726187751,0.684266759605246,20.66117142857143
14,Log_407,20.473930978357622,58.06743161596675,0.1714424846984665,20.154777142857142
14,Log_408,21.042829022659646,57.381953300126796,0.7411189558133937,20.776499047619048
14,Log_409,21.079835041376665,63.74691716715184,0.25487833900163326,21.038215962441313
14,Log_410,20.391753336588003,60.32400478615833,0.05456001034222602,20.144191714836225
14,Log_411,20.81766238107342,57.8390135955637,0.6514035440959398,20.53864917127072
14,Log_412,21.42590177660695,55.32699164657643,0.5635554047192475,21.12488322717622
14,Log_413,19.74024409173303,59.044922765086774,-0.5837957689772048,19.350055555555556
14,Log_414,20.93365868345427,58.71705055153333,0.15708677832522888,20.692998903508773
14,Log_416,20.828724094392484,58.3404296972907,0.46844709908785465,20.54969556840077
14,Log_417,18.838916914625774,64.02622924137229,-1.8436868848706798,18.491096
14,Log_418,18.746560870781515,65.28161796495512,-1.5466218045403564,18.417173333333334
14,Log_420,21.25717894325801,57.728843800732626,0.655798396128715,21.031167721518987
14,Log_421,20.600033448536024,59.4995972217472,0.2944371328297858,20.341719348659005
14,Log_422,19.55393319989169,62.37067455348661,-0.8896047762845305,19.251835294117647
14,Log_423,20.656627538383603,58.276015499599964,0.3446167972160763,20.36229022988506
14,Log_424,20.24577757432415,62.672994256068186,-0.04875009198300913,20.089877142857144
14,Log_425,20.319430630405684,62.413708304530005,-0.1427733118165709,20.126908080808082
14,Log_426,18.15332797383737,63.02123107653655,-2.313785691805905,17.708949588477367
14,Log_427,21.238705766010206,55.79833656929832,0.9223180679535107,20.936320881226052
14,Log_428,20.964977747259734,56.18817825444056,0.660867674032982,20.635291428571428
14,Log_429,21.10718623636225,58.05320639280355,0.8140463209128806,20.897890476190476
14,Log_430,20.211517175566875,62.38814918858081,-0.04918981641067974,20.041978682170544
14,Log_431,20.901118470040565,58.125510556226835,0.4273722045214449,20.636268410852715
14,Log_432,20.332416465826423,59.58795172282626,0.010538841808248647,20.055155419222903
14,Log_433,21.200252519273285,57.332612768410435,0.8756808278867103,20.96332950191571
14,Log_434,21.098951842950758,58.78421928380085,-0.08246540685063228,20.884113425925925
14,Log_435,20.768414211678017,66.27011872814315,0.1949201831524919,20.76060248447205
14,Log_436,20.587196409043514,58.03669122642572,0.28413167813576296,20.287978095238095
14,Log_437,19.93264188607131,60.19568978998612,-0.2456007291826084,19.61820073664825
14,Log_438,20.939450854729625,58.03625401484314,0.5722843757634329,20.68069607843137
15,Log_401,20.943932462124444,59.78517750049697,0,20.75011439842209
15,Log_402,21.44073964368688,59.62175222190807,0.5072215879344777,21.33342843137255
15,Log_403,21.152664247885077,61.57460994440025,-1.6569637654744849,21.037975247524752
15,Log_404,20.45479249849529,57.331108874425425,0.18046471300659842,20.10145405982906
15,Log_405,20.64503093921044,60.7457324352561,-0.21506786276932566,20.446327552986514
15,Log_406,21.58220620024923,54.79649169654892,0.7888836069197709,21.273071428571427
15,Log_407,21.20344808058656,56.619851706556,0.3220147406415521,20.924407945736434
15,Log_408,21.62928969983867,56.019059636466956,0.8115913464391377,21.37844827586207
15,Log_409,21.751831578635997,61.845516291531005,0.32577004691128253,21.731080378250592
15,Log_410,21.141843168532972,58.247889899433694,0.3394767449647108,20.9189846743295
15,Log_411,21.402534964727913,56.41777849576675,0.7638025301986426,21.154262430939227
15,Log_412,22.018105131074346,53.93197630743408,0.5921376918327499,21.7488952991453
15,Log_413,20.298103664591498,57.77569424164854,-0.49744486624955686,19.933570881226053
15,Log_414,21.613706367511586,56.94049421624381,0.3680509093790163,21.40150641025641
15,Log_416,21.499848264940642,56.81226636481763,0.5870907151897469,21.251864522417154
15,Log_417,19.749603275364944,61.82881031486038,-1.6596837766397092,19.457225260416667
15,Log_418,19.315388124330042,63.628185211201526,-1.508005531470679,19.015298850574712
15,Log_420,21.793075912990094,56.57291655600657,0.6402268298673786,21.592495780590717
15,Log_421,21.211207517728383,58.14696349118236,0.36452174327854386,20.986820881226052
15,Log_422,20.170658733471264,60.80808245706156,-0.7470816368205314,19.90085882352941
15,Log_423,21.290002819537957,57.00843285140991,0.427958342870222,21.031204238921003
15,Log_424,20.846811222513665,61.349219049398016,0.007168279172082248,20.736367816091953
15,Log_425,20.974746864840483,61.07249541020167,-0.07381493334007351,20.82855828220859
15,Log_426,18.82999594541391,61.779985346188255,-2.29645826038021,18.425757383966246
15,Log_427,21.85209700563011,54.40154399103981,0.99784165551555,21.569112716763005
15,Log_428,21.615850563312225,54.77584351509735,0.8215648503163688,21.317059047619047
15,Log_429,21.491529123538736,57.137673465408646,0.6568450632925872,21.29281704980843
15,Log_430,20.746777481659212,61.076723830996684,-0.011317372820291074,20.598607279693486
15,Log_431,21.474715620137033,56.904101862849686,0.5439385194104711,21.24692307692308
15,Log_432,20.889075999134384,58.11720375927379,-0.019171721620070616,20.622342535787322
15,Log_433,21.756397874144824,55.97476678907695,0.9343949479921672,21.5379161849711
15,Log_434,21.92554918151108,56.7536017649602,0.22837773049364812,21.74014084507042
15,Log_435,21.408976340775975,64.21061359749449,0.3439930869996451,21.426554865424432
15,Log_436,21.244164337619598,56.488185950767146,0.43275496523907514,20.96352011494253
15,Log_437,20.43217508786232,59.033695777255375,-0.23167973088743546,20.146129834254143
15,Log_438,21.561929641073895,56.59588187306916,0.6091902083318883,21.333238095238094
16,Log_401,21.073847457652473,59.26353041407301,0,20.860720588235296
16,Log_402,21.57112970617407,59.21667586695928,0.4972822485215951,21.44722450980392
16,Log_403,21.40048070717409,61.18278358868203,-1.6324741656282058,21.29425786163522
16,Log_404,20.668150086352192,56.995543135306235,0.2767842992412087,20.324540043290042
16,Log_405,20.816609649957453,60.12870648803672,-0.1725561255249027,20.608907088122606
16,Log_406,21.809328436415043,54.547328801520756,0.8256408041205343,21.498697318007665
16,Log_407,21.412032330200503,56.19267283799473,0.38872914600340797,21.121458333333333
16,Log_408,21.73607559125402,55.99340892576339,0.7385804920884963,21.474820809248556
16,Log_409,21.944891302916655,61.67422542878122,0.3143847794573758,21.91526595744681
16,Log_410,21.3345324822386,57.90195038377616,0.3325732246053223,21.11729768786127
16,Log_411,21.576788674208782,56.00424582986809,0.8028029476839948,21.313038674033148
16,Log_412,22.158134986558114,53.77112738740114,0.6122241896470364,21.874540860215053
16,Log_413,20.625560949134684,57.318308047899215,-0.36903892097771435,20.267390173410405
16,Log_414,22.056918312538347,56.42939440299742,0.509461798672997,21.873904139433552
16,Log_416,21.663229542412687,56.60218480508965,0.6271699070895111,21.42121608527132
16,Log_417,19.989119045802497,61.29199206530861,-1.502236565702805,19.699417333333333
16,Log_418,19.614079747940952,63.08930394016464,-1.3946145750586798,19.331515414258188
16,Log_420,21.867144742699143,56.50500616678815,0.6824114900754779,21.649592243186582
16,Log_421,21.425031418443687,57.73347766192387,0.37621189545475614,21.19018689788054
16,Log_422,20.367457517835852,60.385673648417175,-0.7063899398166223,20.087049019607843
16,Log_423,21.55745914793798,56.58827741078213,0.515415613868955,21.308078998073217
16,Log_424,21.04205995766577,60.821460476560716,0.004729361798889009,20.920534682080923
16,Log_425,21.203329180522292,60.515692678957,-0.006979219197090114,21.056893292682926
16,Log_426,18.971023391050423,61.14543457469018,-2.260106697406423,18.556367088607594
16,Log_427,21.901961151823887,54.51628874861761,0.8989036816628944,21.608387283236993
16,Log_428,21.87256816646482,54.51976701052083,0.8862517708693306,21.58158141762452
16,Log_429,21.6076503167124,56.957151855330444,0.6211192716958608,21.404009578544063
16,Log_430,20.868343747836285,60.68471996019718,0.024013620796351415,20.702979768786125
16,Log_431,21.824278316279308,56.29852287640843,0.7136372884255697,21.61976937984496
16,Log_432,21.02823842099151,57.774949113613225,0.03616957672440592,20.744737951807227
16,Log_433,21.912265261639867,55.553793288124744,0.8542941583073267,21.684150980392157
16,Log_434,22.186228437229005,56.03564060669298,0.3343924224827555,21.981051643192487
16,Log_435,21.700451860140703,63.551681066976116,0.5052410501597961,21.71195987654321
16,Log_436,21.48519356686693,56.15696619920844,0.484873335158432,21.194980732177264
16,Log_437,20.529696185286678,58.78814390156891,-0.27310735769092076,20.234522099447513
16,Log_438,21.722112728841548,56.50614567766885,0.5712270334380657,21.479809381237526
17,Log_401,21.022552273369865,59.47574413911441,0,20.80341176470588
17,Log_402,21.477500908809393,59.30647240585408,0.45494863543952724,21.331985294117647
17,Log_403,21.73321737183128,61.322750153767615,-1.5389891183208797,21.68350308641975
17,Log_404,20.728378428366984,57.15552609441371,0.3557706218691431,20.398035714285715
17,Log_405,20.860291936730654,60.1194484957739,-0.134343196346212,20.648728682170542
17,Log_406,21.85721633941585,54.703846966500535,0.8662194177536229,21.544243217054262
17,Log_407,21.462744255244402,56.24887320551241,0.4718384653014331,21.167006782945737
17,Log_408,21.62011051618566,56.199601788039836,0.677075226977951,21.33674470134875
17,Log_409,21.629071848501553,62.068163949235455,0.07209407571219299,21.544348591549294
17,Log_410,21.011727526802353,59.47143594641126,0.012631702562768228,20.77969476744186
17,Log_411,21.46505360820368,56.24630084636989,0.7312962539101248,21.18062615101289
17,Log_412,22.226453132839033,53.7448545802002,0.5968209664612352,21.931228354978355
17,Log_413,20.804952476722598,57.06295274345977,-0.18148183054407369,20.446577519379844
17,Log_414,22.120888104994037,56.45204752636794,0.6466087821156288,21.93095860566449
17,Log_416,21.53171603778742,56.917103865414255,0.6158545351458659,21.26121264367816
17,Log_417,20.322866585078454,60.35804416142887,-1.2688157903170543,20.04231165311653
17,Log_418,19.80836057686159,62.38809308238564,-1.1476924095341958,19.52094219653179
17,Log_420,21.882954550092762,56.420506304393626,0.7503368523275191,21.656225308641975
17,Log_421,21.335391978252808,58.06666182288274,0.3560802340315086,21.09391040462428
17,Log_422,20.418116273746854,60.364238649606484,-0.6044359996230123,20.14055882352941
17,Log_423,21.614084624287987,56.82522195075358,0.6199289522484414,21.37172868217054
17,Log_424,20.935305973524862,61.28723513726431,-0.043074760231398716,20.80733429672447
17,Log_425,21.181588524657275,60.88089096715527,0.0011962204767392304,21.037830284552847
17,Log_426,18.779902707149514,61.8268005448387,-2.3058033134611935,18.353767080745342
17,Log_427,21.753940811459497,55.00585270957157,0.8266908716641461,21.443503853564547
17,Log_428,21.809114229949344,54.744255669175,0.8732221369512179,21.498417148362236
17,Log_429,21.533118251686542,57.05675474121184,0.5548623920461602,21.307474951830443
17,Log_430,20.97596203455964,60.435665135502745,0.05602035733038947,20.815758620689657
17,Log_431,21.89708974787852,56.40581635842389,0.7899638152110606,21.68547435897436
17,Log_432,21.088526479365274,57.4732042116141,0.040294767568361936,20.793095528455286
17,Log_433,21.713978986611686,56.44073914140204,0.7108472945903779,21.460437015503874
17,Log_434,22.136114032200094,55.92653198890324,0.2723008922039866,21.910473193473194
17,Log_435,21.658124675628045,63.46956727800085,0.4952981961387141,21.63961316872428
