"","X","Log_NR","NORD_CHTOPO","OST_CHTOPO","LV_03_N","LV_03_E","HuM","Location","LCZ_mixed","LCZ","LU_3","LU_7","ID","AC","AC_1000","AC_150","AC_25","AC_250","AC_50","AC_500","AC_750","AD","AD_150","AD_25","AD_250","AD_50","AD_500","ASP","ASP_150","ASP_25","ASP_250","ASP_50","ASP_500","BH","BH_1000","BH_150","BH_25","BH_250","BH_50","BH_500","BH_750","BUL","BUL_1000","BUL_150","BUL_25","BUL_250","BUL_50","BUL_500","BUL_750","DEM","DEM_150","DEM_25","DEM_250","DEM_50","DEM_500","FLAC","FLAC_150","FLAC_25","FLAC_250","FLAC_50","FLAC_500","FO","FO_1000","FO_150","FO_25","FO_250","FO_50","FO_500","FO_750","GA","GA_1000","GA_150","GA_25","GA_250","GA_50","GA_500","GA_750","NDVI","NDVI_1000","NDVI_500","NDVI_750","ROU","ROU_150","ROU_25","ROU_250","ROU_50","ROU_500","SE","SE_1000","SE_150","SE_25","SE_250","SE_50","SE_500","SE_750","SLO","SLO_150","SLO_25","SLO_250","SLO_50","SLO_500","TPI","TPI_150","TPI_25","TPI_250","TPI_50","TPI_500","VH","VH_1000","VH_150","VH_25","VH_250","VH_50","VH_500","VH_750","WA","WA_1000","WA_150","WA_25","WA_250","WA_50","WA_500","WA_750"
"11",11,"Log_411",46.76149,7.63146,1178942,2614731,NA,"Spital","05. Feb","2","urban","dense urban",11,0,0.0763344839215279,0.033244363963604,0,0.0404751151800156,0,0.0355837792158127,0.0509442165493965,3.4327392578125,4.76754522323608,3.7662661075592,5.97105264663696,4.00372791290283,8.58729553222656,212.610641479492,233.752334594727,239.734451293945,232.326049804688,249.797454833984,231.632446289062,0,3.82091283798218,7.07580423355103,0.596266031265259,6.56259202957153,2.40405821800232,5.03784990310669,4.37996578216553,0,0.226542383432388,0.267654925584793,0.0297256167978048,0.280658036470413,0.0968851000070572,0.270349264144897,0.252764284610748,573.432739257812,574.767517089844,573.766296386719,575.971069335938,574.003723144531,578.587280273438,16,18.9114952087402,12.9259777069092,21.1219825744629,14.987021446228,21.4653854370117,0,0.0462324060499668,0,0,0,0,0.00033180380705744,0.0127640850841999,0,0.386677622795105,0.299010455608368,0.291243612766266,0.359689921140671,0.29313725233078,0.435532599687576,0.423340082168579,0.475302815437317,0.521685659885406,0.490633875131607,0.504359543323517,1.86956787109375,1.54138243198395,1.53365767002106,1.6509302854538,1.61887955665588,1.83827984333038,1,0.22165147960186,0.400090247392654,0.679030776023865,0.319147825241089,0.609977662563324,0.248544707894325,0.228659018874168,8.24089431762695,6.57068300247192,6.7034273147583,6.97554636001587,6.86007261276245,7.71078968048096,-0.293571472167969,-0.00413338281214237,-0.0165255162864923,-0.00514744501560926,-0.0222880598157644,-0.00127257930580527,0.226516336202621,1.89381301403046,0.929869055747986,0.646010875701904,0.840697050094604,1.10509359836578,0.921089768409729,1.25072920322418,0,0.0425616391003132,0,0,2.91024789476069e-05,0,0.00965784303843975,0.0315283164381981
"12",12,"Log_412",46.75875,7.62995,1178637,2614616,NA,"Innenstadt","2","2","urban","dense urban",12,0,0.0218339283019304,2.96850867016474e-05,0,0.000833104772027582,0,0.0044924751855433,0.0104299196973443,-10.064453125,-4.39186239242554,-9.6593770980835,-3.08051896095276,-8.99652767181396,-4.12665176391602,244.583374023438,209.409881591797,248.973052978516,193.088806152344,241.419387817383,189.052139282227,0,4.75004196166992,8.92072868347168,14.2675142288208,7.46521806716919,16.3865833282471,6.75893354415894,5.7377872467041,0,0.250383734703064,0.417862683534622,0.646773278713226,0.355715721845627,0.733849346637726,0.32426318526268,0.285479515790939,559.935546875,565.608154296875,560.340637207031,566.919494628906,561.003479003906,565.873352050781,16,16.3128128051758,12.9895534515381,23.1731853485107,13.4567079544067,26.4802703857422,0,0.0181746166199446,0,0,0,0,0.000136449976707809,0.00241191987879574,0,0.316124379634857,0.224737554788589,0.000204824187676422,0.248272106051445,0.0410689301788807,0.241667285561562,0.280410796403885,0.358436614274979,0.457833856344223,0.391302168369293,0.424838751554489,1.70294189453125,2.85690546035767,1.7190066576004,2.57257342338562,2.19494152069092,1.78562295436859,1,0.30442088842392,0.245755821466446,0.353021919727325,0.257524639368057,0.222806870937347,0.304532736539841,0.318059295415878,6.78604984283447,11.4439315795898,7.18868684768677,10.3570375442505,8.95395946502686,7.27243757247925,-0.188400268554688,-0.018887696787715,-0.0621537715196609,0.000628772075287998,-0.0639059245586395,-0.000105421313492116,0,1.53871500492096,0.839957356452942,0.00097389635629952,0.967186987400055,0.118396386504173,1.04199683666229,1.17193484306335,0,0.0890624672174454,0.111614279448986,0,0.137654438614845,0.00227484339848161,0.124907866120338,0.103208549320698
"13",13,"Log_413",46.75683,7.63252,1178424,2614813,NA,"Aarequai","G","G","water","water",13,0,0.0200219620019197,3.68562796211336e-05,0,0.00128138915169984,0,0.00622867420315742,0.0133885489776731,-12.4237060546875,-11.2785606384277,-12.284478187561,-9.78016757965088,-12.1463136672974,-5.28129911422729,68.710563659668,183.692779541016,91.6753387451172,191.124465942383,143.576370239258,194.284881591797,0,3.55068612098694,3.55652213096619,0,4.41391372680664,0.358661264181137,4.3411750793457,3.95071721076965,0,0.195978850126266,0.163779556751251,0,0.216934368014336,0.0130748841911554,0.224090173840523,0.210495144128799,557.576293945312,558.721435546875,557.715515136719,560.219848632812,557.853698730469,564.718688964844,4,26.0001220703125,35.5520896911621,23.7386703491211,30.6613426208496,23.0498352050781,0,0.0646305233240128,0,0,5.56749000679702e-05,0,0.00421669986099005,0.0278274212032557,0,0.331868439912796,0.169738858938217,0.000539592991117388,0.243174105882645,0.0393620803952217,0.313849598169327,0.32696595788002,0.432732313871384,0.506240665912628,0.460620880126953,0.483713239431381,0.16436767578125,0.939719021320343,0.668981671333313,1.03646898269653,0.892005264759064,1.27198648452759,1,0.270229548215866,0.220801115036011,0.176478892564774,0.250000715255737,0.198092132806778,0.277651786804199,0.281224548816681,0.279797405004501,3.98179626464844,2.54418301582336,4.38448715209961,3.71842527389526,5.33439302444458,0.0030975341796875,-0.00702037243172526,-0.0246434211730957,-0.00597778800874949,-0.00928326696157455,-0.00318707549013197,0.00347946770489216,2.69946789741516,1.46126985549927,0.634932219982147,1.47394740581512,1.24916577339172,1.62187469005585,2.05526399612427,0,0.117270655930042,0.445643603801727,0.822981536388397,0.288553774356842,0.749470889568329,0.173963069915771,0.140098363161087
"14",14,"Log_414",46.75517,7.62994,1178239,2614616,NA,"Busbahnhof","E/2","E","urban","dense urban",14,0,0.0103113735094666,0.00256607821211219,0,0.00819049030542374,0,0.00745617318898439,0.00767911085858941,-10.2991943359375,-10.5869569778442,-10.2816705703735,-10.8907785415649,-10.2910766601562,-10.8564262390137,41.7230339050293,165.264831542969,84.4700164794922,164.474746704102,154.78076171875,167.453109741211,0,3.54798889160156,5.70356273651123,0.00844600703567266,5.29033613204956,1.03996825218201,4.26763010025024,3.86263060569763,0,0.196059256792068,0.247322767972946,0.000385662424378097,0.241021946072578,0.0455943718552589,0.211564257740974,0.202382445335388,559.700805664062,559.413024902344,559.718322753906,559.109191894531,559.708923339844,559.1435546875,64,42.7846260070801,77.1387634277344,37.8663787841797,58.1598205566406,33.7992057800293,0,0.0206536427140236,0,0,0,0,0.00235291174612939,0.00713693862780929,0,0.328111827373505,0.0963122323155403,0.00450811395421624,0.12428455799818,0.0775355324149132,0.209195852279663,0.280447959899902,0.397371411323547,0.481801748275757,0.431307882070541,0.458656519651413,0.48687744140625,0.364841759204865,0.334436565637589,0.485305547714233,0.252979695796967,0.57685124874115,1,0.330202966928482,0.650293588638306,0.995106220245361,0.593946278095245,0.876870095729828,0.456198364496231,0.376876711845398,2.1511173248291,1.46466469764709,1.30913019180298,1.96594679355621,0.978844881057739,2.35468649864197,0.0070343017578125,0.0019983823876828,-0.00321979611180723,0.000817658903542906,0.00274953665211797,-0.000609573733527213,0,1.88946676254272,0.334819793701172,0.000343890831572935,0.720862507820129,0.0501216575503349,1.3538738489151,1.6218466758728,0,0.114660926163197,0.00350535428151488,0,0.032556738704443,0,0.11323244869709,0.125476822257042
"15",15,"Log_415",46.75273,7.63179,1177968,2614758,NA,"Gleisfeld","E","E","urban","dense urban",15,0,0.0135352984070778,0.001184320775792,0,0.00507575133815408,0,0.00928723998367786,0.0104750171303749,-10.0972900390625,-10.9069004058838,-10.3266105651855,-11.1171808242798,-10.3799524307251,-10.9803152084351,233.772033691406,154.554763793945,191.637741088867,154.735336303711,179.045394897461,164.301879882812,0,2.20401835441589,0.870786488056183,0,1.22985935211182,0.00114516029134393,1.65603077411652,2.02218174934387,0,0.141745671629906,0.0502706058323383,0,0.0770141184329987,6.23183877905831e-05,0.105249509215355,0.127919971942902,559.902709960938,559.093078613281,559.673400878906,558.8828125,559.620056152344,559.019714355469,16,29.0406589508057,12.6705341339111,30.9077663421631,16.1915969848633,30.1930751800537,0,0.0384828299283981,1.97311024408009e-07,0,0.00306116347201169,0,0.00941035710275173,0.0198705159127712,0,0.363887250423431,0.107880190014839,0,0.21203401684761,0.000706143095158041,0.297106832265854,0.331584602594376,0.4758420586586,0.532411396503448,0.501599192619324,0.519338726997375,0.4376220703125,0.455837190151215,0.389421939849854,0.434549748897552,0.343386173248291,0.445853620767593,1,0.293408691883087,0.76024454832077,1,0.562994599342346,0.999225616455078,0.385406047105789,0.330138206481934,0.791225969791412,1.72423303127289,1.32212734222412,1.6887024641037,1.19860208034515,1.78746545314789,0.208236694335938,0.00215525412932038,0.00673627573996782,0.00034264728310518,0.00574713433161378,-0.000713555724360049,0,2.47899770736694,0.816526651382446,0.000583141518291086,1.46902787685394,0.0647184476256371,2.20489811897278,2.28398537635803,0,0.148940250277519,0.0804201066493988,0,0.139820337295532,5.94289667787962e-06,0.193540006875992,0.180011659860611
"16",16,"Log_416",46.7496,7.63395,1177620,2614924,NA,"ESP Thun Bahnhof","E","E","urban","dense urban",16,0,0.0241874251514673,0.0218858271837234,0.000637530989479274,0.024432672187686,0.00649956706911325,0.0222056079655886,0.0220648553222418,-10.5960693359375,-10.7569713592529,-10.6317853927612,-11.0763053894043,-10.6611166000366,-10.8142976760864,114.419624328613,186.192626953125,190.307357788086,179.508193969727,202.733032226562,180.34521484375,0,1.36083924770355,0.407658398151398,0.372099369764328,0.777220785617828,0.553538143634796,1.20185601711273,1.26586306095123,0,0.109641022980213,0.047774650156498,0.0600160323083401,0.0675157904624939,0.0883709862828255,0.0952668860554695,0.102573022246361,559.403930664062,559.243041992188,559.368225097656,558.923706054688,559.3388671875,559.185729980469,1,27.9181957244873,22.6110610961914,27.8936309814453,24.6932945251465,27.5167217254639,0,0.0455745384097099,0,0,0,0,0.00226240023039281,0.0215321518480778,0,0.399095296859741,0.120695017278194,7.08232983015478e-06,0.124967277050018,0.0295718349516392,0.283846646547318,0.374405920505524,0.499113976955414,0.567324161529541,0.54710465669632,0.563223242759705,0.08740234375,0.565897524356842,0.129106625914574,0.440675586462021,0.332165062427521,0.476193636655807,1,0.239568144083023,0.752616941928864,0.939339339733124,0.608738601207733,0.875557601451874,0.376557409763336,0.28395801782608,0.272586762905121,2.23095750808716,0.482651382684708,1.75944209098816,1.28899359703064,1.92713737487793,0.0172805786132812,0.00208798120729625,0.00924266688525677,0.000753609696403146,-0.00342906266450882,-0.000972463225480169,0,2.57525897026062,0.658302426338196,0.854216814041138,0.658715009689331,1.28708684444427,1.31580972671509,2.07159352302551,0,0.18193356692791,0.0570275858044624,0,0.174345672130585,0,0.219861060380936,0.19546602666378
"17",17,"Log_417",46.74835,7.64059,1177483,2615432,NA,"Bächihölzli","A","A","rural","forest",17,0,0.0389968976378441,0.0862572938203812,0,0.0820829272270203,0.00391678046435118,0.0570893511176109,0.0430534519255161,11.4537353515625,8.81961441040039,11.243465423584,7.37808132171631,10.5576496124268,7.08300685882568,240.918701171875,246.55354309082,258.244964599609,229.067260742188,275.733642578125,213.817352294922,0,0.989245176315308,0.343163967132568,0,0.754646599292755,0.00156133947893977,1.01417088508606,1.02789616584778,0,0.0953876227140427,0.0359367392957211,0,0.073713093996048,0.000473133201012388,0.0984721034765244,0.0999897047877312,581.453735351562,578.819641113281,581.243469238281,577.378051757812,580.557678222656,577.0830078125,8,22.3860282897949,17.2492485046387,20.2004737854004,21.921817779541,19.3814105987549,1,0.133863717317581,0.640239536762238,0.94174724817276,0.410968005657196,0.93926602602005,0.187323659658432,0.13296714425087,0,0.420533001422882,0.127950683236122,0,0.3011175096035,0.00397445075213909,0.449946194887161,0.453374773263931,0.668854296207428,0.616965651512146,0.647242844104767,0.630923867225647,1.92431640625,3.89932775497437,2.23475646972656,3.24092698097229,3.31045627593994,2.24920320510864,0,0.125046849250793,0.109426878392696,0.0582527741789818,0.116980023682117,0.052369587123394,0.111943461000919,0.119867064058781,7.86121225357056,16.3145751953125,9.36822032928467,13.8754148483276,13.3847751617432,9.76483631134033,0.0572128295898438,0.00959386490285397,0.0594566687941551,0.00330450106412172,0.0506080910563469,-0.00101114367134869,21.9267272949219,3.99347829818726,16.3127670288086,22.4188690185547,10.8969449996948,22.3713397979736,5.64979934692383,4.24901580810547,0,0.186171919107437,0.000188882229849696,0,0.015138428658247,0,0.0952252447605133,0.150747865438461
"18",18,"Log_418",46.74619,7.63853,1177242,2615275,NA,"Schadau","G/B","G","water","water",18,0,0.0277557224035263,0,0,0.000271727534709498,0,0.0108380159363151,0.0228819753974676,-12.244873046875,-11.7853689193726,-11.9475536346436,-11.3960733413696,-11.9763879776001,-9.41071224212646,99.1068344116211,172.924682617188,139.144866943359,182.603103637695,174.441635131836,190.746154785156,0,0.845533072948456,0.206878662109375,0,0.437981486320496,0,0.669801533222198,0.781542837619781,0,0.0767431110143661,0.0151313589885831,0.0479350797832012,0.0346878692507744,0.0137542951852083,0.0582923665642738,0.0696661993861198,557.755126953125,558.214660644531,558.052429199219,558.603942871094,558.023620605469,560.589294433594,128,37.3081130981445,51.5628967285156,33.5308113098145,44.0176620483398,29.5711441040039,0,0.0637600049376488,0.00688835373148322,0,0.0347235612571239,0,0.0732037425041199,0.0686613544821739,0,0.346470266580582,0.280795276165009,0.161412969231606,0.327631175518036,0.207549691200256,0.346735209226608,0.345424890518188,0.566077828407288,0.535622358322144,0.566937744617462,0.551178693771362,1.603759765625,0.345802128314972,0.948792815208435,0.39686131477356,0.546571433544159,0.639379501342773,0,0.117428012192249,0.0566339604556561,0.0349416956305504,0.0690105631947517,0.0560143366456032,0.0895382463932037,0.106656335294247,7.08478832244873,1.40044867992401,3.76058340072632,1.61333107948303,2.1094605922699,2.65781140327454,-0.316047668457031,-0.00178358203265816,0.00197427533566952,-0.00181050144601613,0.00123349903151393,-0.00158450333401561,2.01752495765686,2.65257883071899,2.10623025894165,4.50083780288696,2.47419309616089,4.59551095962524,3.19811820983887,2.89967036247253,1,0.367842882871628,0.640551030635834,0.755710244178772,0.533675074577332,0.722681701183319,0.421392410993576,0.386709243059158
"19",19,"Log_419",46.75304,7.6207,1178000,2613911,NA,"Progymatte","D/E","E","urban","green urban",19,0,0.0147594166919589,0.0240018405020237,0,0.0140208574011922,0.0134039660915732,0.00694456091150641,0.00727299088612199,-8.3995361328125,-8.46686363220215,-8.40626049041748,-8.44808101654053,-8.45666122436523,-8.50875473022461,114.075500488281,157.674346923828,131.822601318359,160.782958984375,143.343200683594,164.239974975586,0,2.49120235443115,2.25504159927368,0,2.21221017837524,0.302365630865097,2.04621243476868,2.23748087882996,0,0.188145622611046,0.140396311879158,0,0.158987984061241,0.013545960187912,0.163470670580864,0.177386656403542,561.600463867188,561.533142089844,561.59375,561.551940917969,561.543334960938,561.491271972656,1,38.1040725708008,6.90027761459351,37.6354064941406,21.0770797729492,36.9732818603516,0,2.98723880405305e-05,0,0,0,0,0,0,1,0.556191265583038,0.535449922084808,0.582203924655914,0.58404529094696,0.524061024188995,0.62963080406189,0.604927539825439,0.57763946056366,0.531010866165161,0.560900151729584,0.544677495956421,0.02227783203125,0.262142181396484,0.0860952585935593,0.314862161874771,0.147497951984406,0.34819296002388,0,0.236216753721237,0.300151944160461,0.417796075344086,0.242942065000534,0.448989033699036,0.199858039617538,0.209834828972816,0.0630076825618744,1.00344479084015,0.35434901714325,1.1943461894989,0.588078916072845,1.32395875453949,-0.00262451171875,-0.000256255880231038,0.00399120571091771,2.33299688261468e-05,0.00373774510808289,5.21813599334564e-05,0.746539056301117,1.12819945812225,0.674132943153381,0.134366542100906,0.907701313495636,0.326481819152832,1.18065237998962,1.17206132411957,0,0.00465706642717123,0,0,3.82937560061691e-06,0,9.59480239544064e-05,0.000578016159124672
"20",20,"Log_420",46.74678,7.62247,1177305,2614048,NA,"Hohmad","6","6","urban","green urban",20,0,0.0380363948643208,0,0,7.24118490325054e-06,0,0.00508019188418984,0.0242839846760035,-8.71722412109375,-8.37511920928955,-8.5869779586792,-8.28364849090576,-8.51683235168457,-8.09909057617188,113.435592651367,167.327560424805,128.131713867188,161.738143920898,147.441909790039,158.324523925781,0,2.09326100349426,1.31107497215271,0.877371907234192,1.62145817279816,1.08894824981689,2.00127649307251,2.08288741111755,0,0.187637895345688,0.151193097233772,0.125460013747215,0.173628315329552,0.143820285797119,0.195347085595131,0.193173795938492,561.282775878906,561.624877929688,561.413024902344,561.716369628906,561.483154296875,561.900939941406,1,25.5852565765381,28.926887512207,28.2946453094482,28.104284286499,31.0998115539551,0,0.000224387782509439,0,0,0,0,0,0,1,0.591548144817352,0.719452202320099,0.682455658912659,0.686048090457916,0.762159585952759,0.641928732395172,0.614604711532593,0.517866253852844,0.55101215839386,0.535496711730957,0.545358598232269,0.26531982421875,0.316328883171082,0.33118200302124,0.337050586938858,0.322147786617279,0.374865412712097,0,0.178247943520546,0.129344597458839,0.192084312438965,0.140218257904053,0.0940201133489609,0.157402873039246,0.16738361120224,0.976786136627197,1.17340207099915,1.20369958877563,1.26701438426971,1.16279268264771,1.42290532588959,-0.0581207275390625,-0.000586835376452655,-0.0147925699129701,-0.000299183593597263,-0.00300279376097023,-8.46003240440041e-05,0.123693555593491,0.895500659942627,0.804823875427246,0.194866806268692,0.688409984111786,0.511764705181122,0.679221570491791,0.781068921089172,0,0.00430525653064251,1.00948564067949e-05,0,9.81170232989825e-05,0,0.000241099114646204,0.000553915102500468
"21",21,"Log_421",46.73948,7.61728,1176492,2613653,NA,"Neufeld","6","6","urban","green urban",21,0,0.0844024494290352,0.00532396882772446,0,0.00331881502643228,0.000392396817915142,0.0126453414559364,0.0416276231408119,-6.78515625,-6.57948589324951,-6.73744821548462,-6.59603500366211,-6.64920091629028,-6.59428930282593,124.655143737793,147.91552734375,163.843780517578,149.54118347168,161.097061157227,154.598526000977,0,2.14504718780518,1.64153146743774,1.74426317214966,1.75734972953796,1.74803507328033,2.05645370483398,2.14745593070984,0,0.187182024121284,0.171840712428093,0.187481552362442,0.178706288337708,0.184225112199783,0.192174404859543,0.192879796028137,563.21484375,563.420532226562,563.262573242188,563.403991699219,563.350769042969,563.405700683594,1,29.9835300445557,23.0037460327148,29.5005779266357,29.0755100250244,28.9967632293701,0,6.00831413066771e-07,0,0,0,0,0,0,1,0.55357426404953,0.688148379325867,0.658253729343414,0.674768924713135,0.728052139282227,0.633424818515778,0.597091317176819,0.526558339595795,0.552176535129547,0.539524257183075,0.546043634414673,0.1492919921875,0.301453143358231,0.214724183082581,0.321647584438324,0.268377155065536,0.381160199642181,0,0.17379367351532,0.134686917066574,0.154264733195305,0.143110007047653,0.0873303636908531,0.161159336566925,0.16779737174511,0.253374546766281,1.14937353134155,0.79956579208374,1.21812069416046,1.02597939968109,1.4591076374054,-0.00942230224609375,-3.4130054700654e-05,-0.0144971692934632,7.97131433500908e-05,-0.0036274513695389,-3.76181633328088e-05,0.140103340148926,0.770252525806427,0.679585516452789,0.244242295622826,0.65426117181778,0.488284587860107,0.721344828605652,0.773751318454742,0,0.00104699563235044,0,0,9.5972660346888e-05,0,0.000596126250457019,0.000603903201408684
"22",22,"Log_422",46.74004,7.63322,1176557,2614871,NA,"Strandbad","D/E/G","G","water","water",22,0,0.01501683332026,0,0,2.495738590369e-05,0,0.00223804172128439,0.00932520348578691,-11.5216674804688,-11.9024381637573,-11.5717144012451,-11.9793434143066,-11.6055536270142,-11.9722394943237,324.81201171875,157.764617919922,247.574645996094,161.006195068359,207.93034362793,166.544235229492,0,0.595839560031891,0.0131118949502707,0,0.0644270330667496,0,0.19735498726368,0.404185056686401,0,0.0546304620802402,0.00266520725563169,0,0.0107401199638844,0,0.0238576680421829,0.0391947850584984,558.478332519531,558.097534179688,558.428283691406,558.020629882812,558.394470214844,558.027770996094,16,33.160457611084,35.5961990356445,35.9744453430176,27.6667652130127,37.3017463684082,0,0.00538937747478485,0,0,0,0,0.000608851085416973,0.00332137825898826,1,0.220098569989204,0.280937790870667,0.592490196228027,0.238250836730003,0.505866527557373,0.200430124998093,0.20186772942543,0.388092786073685,0.327711582183838,0.347765922546387,0.331922560930252,0.1361083984375,0.200789496302605,0.164395228028297,0.151279091835022,0.275230348110199,0.135196819901466,0,0.117043174803257,0.145746007561684,0.191764682531357,0.099672794342041,0.232833921909332,0.101478114724159,0.11381434649229,0.349694639444351,0.82487154006958,0.592803597450256,0.633290112018585,1.07343208789825,0.579429447650909,0.059417724609375,0.000777742592617869,-0.00212712096981704,0.000121096913062502,0.00610961392521858,-5.71117889194284e-05,0.0464755110442638,0.993052244186401,0.551493704319,0.0746076032519341,0.673641741275787,0.203523144125938,0.946190357208252,0.999261260032654,0,0.58782160282135,0.570650994777679,0.215745136141777,0.651311278343201,0.261299550533295,0.671387195587158,0.632476568222046
"23",23,"Log_423",46.7316,7.61812,1175616,2613719,NA,"Schoren","8","8","urban","dense urban",23,0,0.234015479683876,0.00590321375057101,0,0.0384071171283722,0,0.128011360764503,0.194425627589226,-8.05657958984375,-8.30774593353271,-8.09579944610596,-8.25710201263428,-8.19351482391357,-8.14812183380127,151.708053588867,167.675109863281,146.894973754883,162.698303222656,148.306442260742,156.409805297852,0,2.88722443580627,4.36599063873291,0.123920083045959,4.94386386871338,1.0212881565094,4.36976861953735,3.53460764884949,0,0.192394942045212,0.334199517965317,0.187930017709732,0.332282960414886,0.225756853818893,0.262946099042892,0.220912739634514,561.943420410156,561.692260742188,561.904174804688,561.742919921875,561.806457519531,561.851867675781,4,32.6796569824219,20.0936489105225,30.2626285552979,29.715970993042,28.5483932495117,0,0.00673642149195075,0,0,0,0,1.23796235129703e-05,0.000699269236065447,0,0.297130614519119,0.066570907831192,0.0269142854958773,0.0969374179840088,0.0709076747298241,0.223824501037598,0.274862170219421,0.523296773433685,0.541826009750366,0.529705047607422,0.534709572792053,0.42083740234375,0.476527214050293,0.403771430253983,0.455083042383194,0.449174880981445,0.436146110296249,1,0.265939205884933,0.593326330184937,0.785155713558197,0.532334983348846,0.703335464000702,0.385004758834839,0.308798640966415,2.00110626220703,1.85056257247925,1.65764343738556,1.76482582092285,1.75560259819031,1.70100116729736,0.012725830078125,-0.000285056565189734,0.00963579397648573,-0.000179681068402715,0.00690885772928596,-5.38031963515095e-05,0.114878319203854,0.823215782642365,0.21770803630352,0.303402870893478,0.26435723900795,0.406060487031937,0.507030427455902,0.625229120254517,0,0.00378334452398121,0,0,3.75285417248961e-05,0,0.000200896043679677,0.000301562715321779
"24",24,"Log_424",46.7309,7.60847,1175537,2612982,NA,"Buchholz","9","9","urban","rural",24,0,0.549947619438171,0.527657032012939,0.517149269580841,0.559284687042236,0.589632630348206,0.669377505779266,0.625794470310211,-4.47076416015625,-4.78047561645508,-4.60992860794067,-4.81231164932251,-4.70318937301636,-3.93712115287781,346.271759033203,152.871826171875,222.869567871094,151.769073486328,187.696228027344,143.579986572266,0,0.465038478374481,0.870689690113068,0.285895437002182,0.625653147697449,0.626097083091736,0.328483283519745,0.345605611801147,0,0.0415746122598648,0.0881983786821365,0.0307427998632193,0.0659883767366409,0.0653704032301903,0.0362886823713779,0.0343574285507202,565.529235839844,565.219543457031,565.390075683594,565.187683105469,565.296813964844,566.062866210938,32,24.0707244873047,40.529224395752,23.1232852935791,30.818977355957,25.8539981842041,0,0.15797883272171,0,0,0.00100588926579803,0,0.034595500677824,0.0991285070776939,0,0.144176095724106,0.303673356771469,0.07156752794981,0.28226900100708,0.143241971731186,0.17485499382019,0.146866098046303,0.666265666484833,0.682740926742554,0.67754989862442,0.680297017097473,0.34820556640625,0.28510108590126,0.337133437395096,0.338268667459488,0.31214451789856,0.475847870111465,1,0.105517759919167,0.0791944488883018,0.380540400743484,0.0896890312433243,0.201754987239838,0.0836932808160782,0.0930301025509834,1.18716645240784,1.11298739910126,1.31999182701111,1.32453739643097,1.21838164329529,1.91061174869537,0.06475830078125,0.000294954108539969,0.0172123089432716,-0.000160324954777025,0.00408755522221327,-0.00127669796347618,0.132258668541908,4.29735374450684,0.473733216524124,0.199148669838905,0.512412071228027,0.336383283138275,1.44185376167297,3.0106565952301,0,0.000805059564299881,0.00127676862757653,0,0.00176302215550095,0,0.00119002046994865,0.000823392358142883
"25",25,"Log_425",46.71913,7.62173,1174231,2613998,NA,"Gwatt","6","6","rural","green urban",25,0,0.396051436662674,0.245549231767654,0.000385662424378097,0.295098960399628,0.0488337390124798,0.365427583456039,0.403397113084793,29.2504272460938,29.1336879730225,29.4241733551025,28.2694530487061,29.5124320983887,27.2388687133789,14.5226345062256,68.8060760498047,67.7110290527344,64.6698913574219,60.2165641784668,83.3999710083008,0,0.699470043182373,1.3638836145401,0.554640471935272,1.16418719291687,1.29778516292572,0.876152336597443,0.768279910087585,0,0.0677225664258003,0.140036314725876,0.0580481626093388,0.121962778270245,0.135355740785599,0.0915196761488914,0.0765201523900032,599.250427246094,599.133666992188,599.424194335938,598.269470214844,599.512451171875,597.238891601562,64,91.2770538330078,80.2551956176758,94.8137130737305,87.1199264526367,83.2644348144531,0,0.174612358212471,0.000545222486834973,0,0.0213978979736567,0,0.0912791937589645,0.133350849151611,0,0.183545038104057,0.47936287522316,0.524536907672882,0.435114473104477,0.539481639862061,0.311459928750992,0.230282843112946,0.730802655220032,0.698236167430878,0.715511798858643,0.706124901771545,4.212890625,2.91030120849609,3.17764115333557,2.84679985046387,2.98493719100952,2.55161595344543,1,0.124408267438412,0.134304746985435,0.417029231786728,0.125933274626732,0.276328891515732,0.13584566116333,0.128573134541512,19.1822338104248,11.9329690933228,13.7526969909668,11.6045379638672,12.5588874816895,10.3278341293335,-0.227783203125,0.00557033717632294,0.000636523414868861,0.00213453476317227,-0.00959122832864523,0.00088656326988712,0.020077295601368,4.1066951751709,0.497408807277679,0.147968396544456,1.00941169261932,0.324653536081314,2.56631517410278,3.42069864273071,0,0.0536603108048439,0.000201600181753747,0,0.00049260351806879,0,0.00446796556934714,0.0278759188950062
