"","X","Log_NR","NORD_CHTOPO","OST_CHTOPO","LV_03_N","LV_03_E","HuM","Location","LCZ_mixed","LCZ","LU_3","LU_7","ID","AC","AC_1000","AC_150","AC_25","AC_250","AC_50","AC_500","AC_750","AD","AD_150","AD_25","AD_250","AD_50","AD_500","ASP","ASP_150","ASP_25","ASP_250","ASP_50","ASP_500","BH","BH_1000","BH_150","BH_25","BH_250","BH_50","BH_500","BH_750","BUL","BUL_1000","BUL_150","BUL_25","BUL_250","BUL_50","BUL_500","BUL_750","DEM","DEM_150","DEM_25","DEM_250","DEM_50","DEM_500","FLAC","FLAC_150","FLAC_25","FLAC_250","FLAC_50","FLAC_500","FO","FO_1000","FO_150","FO_25","FO_250","FO_50","FO_500","FO_750","GA","GA_1000","GA_150","GA_25","GA_250","GA_50","GA_500","GA_750","NDVI","NDVI_1000","NDVI_500","NDVI_750","ROU","ROU_150","ROU_25","ROU_250","ROU_50","ROU_500","SE","SE_1000","SE_150","SE_25","SE_250","SE_50","SE_500","SE_750","SLO","SLO_150","SLO_25","SLO_250","SLO_50","SLO_500","TPI","TPI_150","TPI_25","TPI_250","TPI_50","TPI_500","VH","VH_1000","VH_150","VH_25","VH_250","VH_50","VH_500","VH_750","WA","WA_1000","WA_150","WA_25","WA_250","WA_50","WA_500","WA_750"
"26",26,"Log_426",46.76323,7.6639,1179141,2617208,NA,"Goldiwil","2","2","urban","rural",26,1,0.523072719573975,0.0578486211597919,0.181404665112495,0.138792246580124,0.073019839823246,0.320131689310074,0.449729442596436,374.255615234375,374.764099121094,374.352325439453,376.018341064453,374.401763916016,377.886627197266,162.089965820312,174.222457885742,178.105087280273,178.101181030273,174.794952392578,188.720916748047,0,0.378346651792526,2.04449725151062,0.154979810118675,1.48289048671722,1.62295806407928,0.814540445804596,0.524696290493011,0,0.0384239703416824,0.162946775555611,0.00999103672802448,0.139142975211143,0.108295701444149,0.0826801285147667,0.0533373616635799,944.255615234375,944.764099121094,944.352294921875,946.018371582031,944.401733398438,947.886596679688,4,4.34727191925049,5.55349016189575,4.77278184890747,4.69335508346558,11.0130491256714,0,0.232156530022621,0.00867993477731943,0,0.0543302297592163,0,0.174929842352867,0.215868458151817,0,0.157981097698212,0.597060322761536,0.186412632465363,0.535017907619476,0.425223737955093,0.340307831764221,0.221697628498077,0.750460684299469,0.791860342025757,0.770734369754791,0.783015251159668,1.02264404296875,3.03300523757935,1.23125541210175,3.32643723487854,2.06346774101257,3.85549473762512,0,0.0452711880207062,0.173003420233727,0.622191667556763,0.131732165813446,0.393460690975189,0.0798026397824287,0.0567981228232384,4.61316394805908,13.4145336151123,5.13416147232056,14.6069917678833,8.94681358337402,16.5674018859863,-0.0243606567382812,-0.00418921792879701,-0.0122710512951016,-0.00527244014665484,-0.0046925563365221,0.00106404349207878,0.026432640850544,5.43096780776978,0.96060436964035,0.417740523815155,1.69041073322296,0.659048676490784,3.88077259063721,4.91483974456787,0,0.00309450970962644,0.000460961280623451,0,0.000984466052614152,0,0.00214786967262626,0.00256900209933519
"27",27,"Log_427",46.76287,7.61278,1179091,2613303,NA,"Uttigenstrasse","8","8","urban","dense urban",27,0,0.104821026325226,0.0659095868468285,0.00156807317398489,0.0852110832929611,0.00791822094470263,0.0746367126703262,0.0806714445352554,-12.5336303710938,-14.684175491333,-12.5719795227051,-14.2664546966553,-13.1532230377197,-13.279501914978,9.55684089660645,149.920455932617,106.280387878418,147.080078125,121.274467468262,151.844131469727,0,3.46274256706238,2.56305408477783,4.6466498374939,3.28526854515076,3.42632508277893,3.7749445438385,3.66933345794678,0,0.224808230996132,0.226730570197105,0.408191680908203,0.255996942520142,0.335583180189133,0.267186641693115,0.245012700557709,557.466369628906,555.315795898438,557.428039550781,555.733520507812,556.846801757812,556.720520019531,64,50.3623313903809,72.5095977783203,46.9572372436523,68.4485244750977,42.2977256774902,0,0.00511934421956539,0.0182773265987635,0.000180838236701675,0.0140487924218178,0.0110693285241723,0.0066868020221591,0.00467314291745424,0,0.148663684725761,0.0602397620677948,0.00145967956632376,0.0454697534441948,0.0451129898428917,0.0651253834366798,0.106767989695072,0.330811470746994,0.423204958438873,0.36209112405777,0.392990916967392,0.0908203125,1.41044771671295,0.301059484481812,1.16880810260773,1.08509516716003,0.781124174594879,1,0.470114707946777,0.449713706970215,0.588394939899445,0.46061971783638,0.559615910053253,0.505929291248322,0.504730761051178,0.383346527814865,5.57798671722412,1.0809588432312,4.66272449493408,4.227942943573,3.17106699943542,0.0074920654296875,-0.000482904317323118,0.0293978396803141,-0.00178221159148961,0.0555309429764748,-0.000479541253298521,0,1.03505969047546,1.40482640266418,0.0652999132871628,1.31645452976227,0.395484298467636,1.13772785663605,1.08677995204926,0,0.0464730076491833,0.179129049181938,0.000204824187676422,0.138653710484505,0.0407003797590733,0.0804351568222046,0.0581439957022667
"28",28,"Log_428",46.7577,7.61767,1178518,2613678,NA,"Expo","08. Feb","2","urban","dense urban",28,0,0.03235724568367,0.00137966580223292,0,0.00303601636551321,0,0.00581431668251753,0.0179527383297682,-10.2531127929688,-10.4184284210205,-10.4121503829956,-10.3018236160278,-10.4385995864868,-10.1166305541992,79.0365524291992,139.195159912109,145.777481079102,148.770690917969,138.772354125977,161.743148803711,0,3.55937910079956,4.2801947593689,0.251942723989487,4.67728471755981,1.85649442672729,4.37218809127808,3.8301682472229,0,0.229963362216949,0.341879546642303,0.0244167428463697,0.33814400434494,0.171877324581146,0.286928981542587,0.249301925301552,559.746887207031,559.58154296875,559.587829589844,559.698181152344,559.561401367188,559.883361816406,128,44.9972038269043,38.5813026428223,42.908519744873,44.916820526123,39.9763450622559,0,0.000495302141644061,0,0,0,0,2.14732372114668e-05,0.000231852332944982,0,0.323686420917511,0.116332024335861,0.00156807317398489,0.18259958922863,0.0165550671517849,0.276173830032349,0.310120731592178,0.382735252380371,0.443661361932755,0.404498964548111,0.425954759120941,0.27337646484375,0.291827112436295,0.204633176326752,0.308579087257385,0.193527817726135,0.332689076662064,1,0.388044446706772,0.540408790111542,0.974015176296234,0.476213067770004,0.811567604541779,0.427925914525986,0.406863808631897,0.912881076335907,1.19106709957123,0.790556788444519,1.25465905666351,0.76774537563324,1.34630346298218,0.134765625,-0.000504861178342253,0.00778682483360171,-0.000414828275097534,0.000554741534870118,-4.42132586613297e-05,0,0.960975885391235,0.353129655122757,0.000332921190420166,0.510127544403076,0.0297162402421236,0.709606289863586,0.868431508541107,0,0.0254532247781754,0,0,7.34723334971932e-06,0,0.00313549907878041,0.015528948046267
"29",29,"Log_429",46.7517,7.61156,1177850,2613213,NA,"Schönau/Westquartier","5","5","urban","green urban",29,0,0.287385731935501,0.000375879753846675,0,0.0197917427867651,0,0.148830190300941,0.239408627152443,-5.29620361328125,-5.3320050239563,-5.33366394042969,-5.35541820526123,-5.3069167137146,-5.38564777374268,99.4927825927734,141.462173461914,103.776733398438,146.312347412109,140.962036132812,152.961517333984,0,1.54413938522339,1.9223153591156,1.13729178905487,1.99939954280853,1.73134326934814,1.81252229213715,1.60687029361725,0,0.124091155827045,0.162349805235863,0.100498341023922,0.164411157369614,0.154216408729553,0.147882357239723,0.131825730204582,564.703796386719,564.66796875,564.666320800781,564.644592285156,564.693054199219,564.614379882812,1,37.4367370605469,13.407958984375,39.7691040039062,19.9741554260254,40.5128593444824,0,0.000724093173630536,0,0,0,0,0,0,1,0.401637524366379,0.743864834308624,0.71362316608429,0.682741343975067,0.734536647796631,0.540373742580414,0.451303094625473,0.591410875320435,0.595531165599823,0.581584513187408,0.588126540184021,0.250732421875,0.269046455621719,0.186937525868416,0.311784982681274,0.208913087844849,0.311184972524643,0,0.185929715633392,0.0934094488620758,0.185878500342369,0.133055746555328,0.111246943473816,0.162910118699074,0.177400574088097,1.13533270359039,1.07748079299927,0.841315567493439,1.24351274967194,0.861127495765686,1.23491370677948,0.0411224365234375,0.000283554196357727,-0.00290145655162632,3.58471043000463e-05,-0.00165384460706264,2.94380351988366e-05,0.639791488647461,0.995884716510773,0.869061052799225,0.597467124462128,1.06066823005676,0.55852198600769,1.12134325504303,1.05224537849426,0,0.000231789133977145,0,0,0,0,3.58505644726392e-06,6.19904240011238e-05
"30",30,"Log_430",46.74637,7.6099,1177257,2613087,NA,"Sportcluster","D","D","rural","low green",30,1,0.428706169128418,0.751620590686798,0.789558053016663,0.702962338924408,0.776121556758881,0.569651067256927,0.487529844045639,-3.23638916015625,-3.27744698524475,-3.30014967918396,-3.23722815513611,-3.31978034973145,-3.17577528953552,34.1023826599121,139.862350463867,111.829238891602,144.607650756836,133.902297973633,147.945159912109,0,1.44753468036652,0.0133625296875834,0,0.0868258848786354,0,0.776049554347992,1.29691636562347,0,0.101975135505199,0.00316292536444962,0,0.00936053693294525,0,0.0501860044896603,0.0857329219579697,566.763610839844,566.722534179688,566.699829101562,566.762756347656,566.680236816406,566.82421875,64,37.6369857788086,46.0469017028809,36.2908592224121,41.141716003418,37.9951477050781,0,0.000797818647697568,0,0,0,0,0,3.08056223730091e-05,0,0.28244537115097,0.220306903123856,0.210441917181015,0.20029553771019,0.223878443241119,0.196748748421669,0.231913208961487,0.661679446697235,0.640277922153473,0.654255390167236,0.646846354007721,0.21368408203125,0.182536244392395,0.171664297580719,0.245278090238571,0.146012172102928,0.331303507089615,0,0.184475600719452,0.0239604711532593,0,0.0860099792480469,0,0.18235832452774,0.193686798214912,0.818738460540771,0.750531017780304,0.708308577537537,0.994959771633148,0.605614483356476,1.33882784843445,0.04486083984375,-0.000124924918054603,0.00616010278463364,-0.000163386794156395,-0.000510357087478042,7.58313308324432e-06,0.090702123939991,0.934607744216919,0.215033143758774,0.154905691742897,0.729094564914703,0.148504301905632,1.01444888114929,0.959196925163269,0,0.00159992068074644,0.000949113280512393,0,0.00137159565929323,0,0.00105587835423648,0.00110642146319151
"31",31,"Log_431",46.74939,7.63001,1177596,2614623,NA,"Seefeld","6","6","urban","green urban",31,0,0.0187583398073912,4.73976342618698e-06,0,0.00164273846894503,0,0.00759145617485046,0.0150363044813275,-10.9456787109375,-10.9473571777344,-10.9360942840576,-10.9203100204468,-10.9054946899414,-10.7328262329102,332.556091308594,154.147705078125,126.949913024902,162.549926757812,134.512817382812,168.066177368164,0,1.82134962081909,1.60589361190796,0.242771506309509,2.00639009475708,1.26283848285675,1.8840024471283,1.81426799297333,0,0.148259982466698,0.12939777970314,0.0430323556065559,0.159581989049911,0.111729808151722,0.157045349478722,0.151203781366348,559.054321289062,559.052673339844,559.063903808594,559.079711914062,559.094482421875,559.267150878906,2,26.0835285186768,35.8530807495117,26.6975650787354,25.8359603881836,27.9112148284912,0,0.0100912256166339,0,0,0,0,6.33855233900249e-05,0.0024489532224834,0,0.480967164039612,0.691071152687073,0.421708792448044,0.634543716907501,0.586247444152832,0.542391002178192,0.501833021640778,0.582326769828796,0.550827324390411,0.560859084129333,0.554651379585266,0.060302734375,0.346022307872772,0.201852276921272,0.386184602975845,0.259182453155518,0.38123944401741,1,0.255630165338516,0.179332837462425,0.535258829593658,0.203291058540344,0.302022725343704,0.27930623292923,0.276810646057129,0.163136795163155,1.35389184951782,0.718526601791382,1.51136434078217,1.01506757736206,1.48639523983002,0.0161056518554688,-3.24505890603177e-05,-0.00801135879009962,-0.000177493202500045,0.00075424782698974,-0.000114179267256986,1.21790146827698,1.73566067218781,2.27312016487122,1.76328015327454,2.21200942993164,1.93116223812103,1.77695178985596,1.63772737979889,0,0.0862931162118912,0.000193484011106193,0,0.000940520723816007,0,0.0136025855317712,0.0526672676205635
"32",32,"Log_432",46.78555,7.63076,1181616,2614671,NA,"Flühli","6","6","urban","green urban",32,1,0.449023544788361,0.0387435220181942,0.0908185541629791,0.0887663587927818,0.050456915050745,0.259314775466919,0.379917085170746,65.9409790039062,66.1668243408203,65.9675674438477,66.1220932006836,66.1227035522461,67.9240798950195,160.532791137695,151.601333618164,170.525604248047,151.741638183594,173.795928955078,161.903549194336,0,0.843016386032104,2.00816249847412,0.0977917909622192,1.76270484924316,1.41963422298431,1.32949662208557,1.03930807113647,0,0.0921623036265373,0.216951385140419,0.00793249439448118,0.197103396058083,0.127926021814346,0.149528190493584,0.114595912396908,635.940979003906,636.166809082031,635.967590332031,636.1220703125,636.122680664062,637.924072265625,4,12.8073606491089,4.11596870422363,13.5449981689453,6.18017292022705,13.2824716567993,0,0.0819951221346855,0.00147785653825849,0,0.00772006902843714,0,0.0222925096750259,0.0526509471237659,0,0.280536592006683,0.509303569793701,0.0963091924786568,0.526510894298553,0.318583548069,0.441248506307602,0.346624463796616,0.654988765716553,0.707959055900574,0.67639422416687,0.693418562412262,0.43768310546875,0.890080809593201,0.526857852935791,1.19668233394623,0.715750098228455,1.921271443367,0,0.0927398130297661,0.233152806758881,0.804939746856689,0.178179547190666,0.503033518791199,0.124652989208698,0.103317260742188,1.91142284870148,3.7740216255188,2.22702884674072,5.04589796066284,3.00220394134521,8.11493396759033,-0.00627899169921875,0.00105946336407214,-0.0155972400680184,-0.000489936210215092,-0.0093993516638875,-0.0021161581389606,1.95476078987122,2.04951214790344,0.60873544216156,0.794609606266022,0.791676104068756,0.597520589828491,1.12394750118256,1.63665997982025,0,0.00354261812753975,0.000370887137250975,0,0.00171974580734968,0,0.00296300509944558,0.00289433426223695
"33",33,"Log_433",46.77786,7.63956,1180763,2615345,NA,"Zelgmatt","6","6","urban","green urban",33,0,0.415189146995544,0.0959788039326668,0,0.249455109238625,1.77327149231132e-06,0.457941025495529,0.44953328371048,19.63818359375,19.345006942749,19.6372699737549,19.100513458252,19.6404800415039,21.2465724945068,198.91374206543,231.510772705078,188.695861816406,234.206100463867,211.051208496094,237.112060546875,0,0.923378169536591,1.18768441677094,0.689766407012939,1.01938092708588,1.23010349273682,0.862331032752991,0.909123778343201,0,0.0931916981935501,0.132525771856308,0.0801558271050453,0.109523363411427,0.143249660730362,0.084397591650486,0.0908152908086777,589.63818359375,589.345031738281,589.637268066406,589.100524902344,589.640502929688,591.24658203125,8,15.9042987823486,8.43417835235596,18.1608924865723,10.5689945220947,22.1587963104248,0,0.0696665495634079,0.0015412662178278,0,0.00903807859867811,0,0.012528876774013,0.0320717804133892,1,0.264418482780457,0.625084578990936,0.676067888736725,0.465440422296524,0.708417773246765,0.283164590597153,0.267425328493118,0.691086947917938,0.701866567134857,0.697128295898438,0.698378443717957,0.782470703125,0.497939079999924,0.604932546615601,0.5694659948349,0.556535482406616,0.860394656658173,0,0.125061258673668,0.137435957789421,0.243776306509972,0.127911642193794,0.148330792784691,0.113558731973171,0.121113941073418,3.18608689308167,1.99847853183746,2.28313517570496,2.34000587463379,2.14846038818359,3.64525961875916,0.0793304443359375,0.00202947296202183,-0.00972484145313501,-5.31804071215447e-05,0.00342872808687389,-0.00301850261166692,0.171213567256927,2.10818195343018,0.596642434597015,0.270143538713455,0.780236721038818,0.390786468982697,0.941967308521271,1.37003123760223,0,0.0324728824198246,0.00743363006040454,0,0.0386313833296299,0,0.0484091825783253,0.0390403717756271
"34",34,"Log_434",46.77766,7.63401,1180739,2614921,NA,"Unterdorfstrasse","5","5","urban","green urban",34,0,0.249239176511765,0.0350196175277233,0,0.0499384328722954,3.18949751090258e-05,0.101388208568096,0.176303535699844,13.0701904296875,12.7914867401123,12.9888668060303,13.2303915023804,12.9148569107056,14.76881980896,291.052001953125,250.029083251953,279.791259765625,230.91926574707,262.483520507812,217.510650634766,0,1.50149691104889,0.939626157283783,0,1.72703886032104,0,1.94440567493439,1.71405172348022,0,0.142739251255989,0.288670659065247,0.279564261436462,0.236468061804771,0.401618629693985,0.192684590816498,0.163450077176094,583.070190429688,582.79150390625,582.988891601562,583.230407714844,582.914855957031,584.768798828125,16,22.0111484527588,23.1541690826416,20.5637950897217,24.1740188598633,19.8305358886719,0,0.0139037864282727,0,0,0,0,0.000249285425525159,0.00339750805869699,0,0.370590001344681,0.284702390432358,0.410351604223251,0.306882679462433,0.401709944009781,0.377995669841766,0.392118811607361,0.565139055252075,0.641408324241638,0.599911689758301,0.622351348400116,0.535400390625,0.735955417156219,0.440409690141678,0.871416926383972,0.463667333126068,0.857752203941345,1,0.194566532969475,0.342712700366974,0.310084134340286,0.346567720174789,0.196633592247963,0.284037530422211,0.230196267366409,2.38182187080383,2.99594664573669,1.89371252059937,3.5930769443512,1.87366819381714,3.58499026298523,0.0553131103515625,-0.00106692162808031,0.00944809243083,-0.00202289503067732,0.00374922668561339,-0.00114433048292994,0.0361159406602383,1.25358152389526,0.983161389827728,0.477636814117432,1.16643023490906,0.724475741386414,1.16502201557159,1.14658236503601,0,0.0289612542837858,0.0488946139812469,0,0.0601431056857109,5.94289667787962e-06,0.0436446964740753,0.0345337875187397
"35",35,"Log_435",46.77383,7.62668,1180312,2614362,NA,"Sägeweg","6","6","urban","green urban",35,0,0.384622544050217,0.0545366518199444,0,0.105765335261822,0,0.244247496128082,0.340412557125092,3.5113525390625,3.44545936584473,3.56469082832336,3.34538793563843,3.5632529258728,3.43970060348511,255.784454345703,240.609115600586,255.759704589844,237.501419067383,241.012512207031,231.580871582031,0,1.29483652114868,1.62787938117981,0.747783720493317,1.54928922653198,1.35080218315125,1.45233201980591,1.34707903862,0,0.122203812003136,0.181713208556175,0.0952010974287987,0.170747682452202,0.159435287117958,0.147116541862488,0.130929052829742,573.511352539062,573.445434570312,573.564697265625,573.345397949219,573.563232421875,573.439697265625,16,18.6945514678955,14.4985733032227,19.8535747528076,14.5079879760742,18.9767665863037,0,0.00548159377649426,0,0,0,0,0,0.000731622509192675,0,0.293077081441879,0.621275007724762,0.58352655172348,0.50561398267746,0.677686095237732,0.37077808380127,0.317629873752594,0.608965396881104,0.624215424060822,0.615729987621307,0.619907319545746,0.34429931640625,0.482397228479385,0.282141983509064,0.614173531532288,0.307785302400589,0.592455744743347,1,0.168085262179375,0.116511300206184,0.321272343397141,0.163365185260773,0.162878632545471,0.190375789999962,0.175566837191582,1.23980247974396,1.94853484630585,1.09478008747101,2.529620885849,1.16032838821411,2.46390080451965,-0.0558319091796875,0.00119974929839373,0.000145272526424378,2.52437203016598e-05,-0.000264028145466,-9.56549702095799e-05,0.421001046895981,0.894306540489197,1.11755585670471,0.735210478305817,1.29535281658173,0.726579189300537,1.0878324508667,0.908340394496918,0,0.0265296939760447,0.0259638391435146,0,0.0545078255236149,0,0.0474820882081985,0.0347300618886948
"36",36,"Log_436",46.77195,7.61591,1180102,2613540,NA,"Burgergut","5","5","urban","green urban",36,1,0.404976695775986,0.217046111822128,0.513496458530426,0.296987563371658,0.287952721118927,0.376871287822723,0.402293235063553,-7.1820068359375,-7.3569073677063,-7.20863389968872,-7.59524822235107,-7.18222427368164,-7.91943645477295,93.8669204711914,201.72575378418,112.217559814453,210.065093994141,154.089569091797,215.793304443359,0,1.23961532115936,1.77668273448944,0.0414881967008114,1.36180210113525,1.31610608100891,1.19134700298309,1.18553864955902,0,0.109325774013996,0.10019900649786,0.00194507604464889,0.0957643762230873,0.0579277686774731,0.0994640961289406,0.104674577713013,562.817993164062,562.64306640625,562.791381835938,562.404724121094,562.817749023438,562.08056640625,1,23.0935249328613,38.2934913635254,21.8729305267334,33.3413200378418,21.6369571685791,0,0.0139321470633149,0,0,3.3662909117993e-05,0,0.0021512801758945,0.00630104634910822,0,0.193953663110733,0.243824452161789,0.15185883641243,0.201445862650871,0.229962036013603,0.1685631275177,0.182537093758583,0.553301751613617,0.599088549613953,0.578619778156281,0.592710256576538,1.03070068359375,0.468889594078064,0.625592410564423,0.559077858924866,0.4793741106987,0.671240031719208,0,0.256040066480637,0.432978063821793,0.332699596881866,0.398211598396301,0.42385533452034,0.334798872470856,0.283983260393143,4.94372844696045,1.95994424819946,2.6194281578064,2.33513689041138,1.96564626693726,2.85928106307983,0.05316162109375,0.00139044842217118,-0.00387634383514524,0.000674173410516232,-0.000559956941287965,0.000148393766721711,1.71580636501312,0.915832221508026,0.59986013174057,1.3351993560791,0.59242707490921,1.04848289489746,0.746146380901337,0.805813431739807,0,0.0217716563493013,0.00595237826928496,0,0.00755691528320312,0.000302164116874337,0.0181513410061598,0.0202107820659876
"37",37,"Log_437",46.76882,7.6265,1179755,2614350,NA,"Hodelmatte","D","D","rural","low green",37,0,0.45977658033371,0.895444333553314,0.481881231069565,0.915068924427032,0.687261819839478,0.772542417049408,0.588705778121948,-0.73590087890625,-0.916233479976654,-0.799032509326935,-0.770479202270508,-0.936062514781952,-0.595660448074341,153.778244018555,191.975006103516,179.713638305664,204.550765991211,198.744003295898,218.616226196289,0,1.32662904262543,2.30373152589891e-05,0,0.0203044041991234,0,0.420126259326935,0.951162040233612,0,0.113793313503265,2.50405605584092e-06,0,0.00287076341919601,0,0.0439989678561687,0.0871477052569389,569.264099121094,569.083740234375,569.200988769531,569.2294921875,569.06396484375,569.404357910156,2,10.965726852417,10.2647647857666,10.2252759933472,15.0957050323486,12.374135017395,0,0.0175731666386127,0,0,0,0,0,0.00453259609639645,0,0.248348712921143,0.000576442573219538,0,0.0140143865719438,0,0.0934763625264168,0.19110132753849,0.638982713222504,0.604273796081543,0.620635092258453,0.612327218055725,0.3465576171875,0.325848996639252,0.378278166055679,0.313245445489883,0.357734203338623,0.346986830234528,1,0.153448104858398,0.103976719081402,0.518118798732758,0.0680459216237068,0.312738180160522,0.089679129421711,0.126376256346703,1.31142461299896,1.37056934833527,1.48763012886047,1.34180414676666,1.43339955806732,1.47637057304382,-0.00273895263671875,-0.000721160497050732,0.0212944447994232,-0.000499123299960047,0.00557887507602572,-8.21381909190677e-05,0.928154289722443,0.815381228923798,0.14175309240818,0.69670170545578,0.11956475675106,0.415873378515244,0.247994109988213,0.489917278289795,0,0.00706011708825827,0,0,0,0,0.000303115200949833,0.00213631265796721
"38",38,"Log_438",46.76616,7.6223,1179459,2614030,NA,"Schwäbis","05. Jun","6","urban","green urban",38,0,0.270771563053131,0.00886067654937506,0.0242533106356859,0.034384910017252,0.0283115189522505,0.16251540184021,0.242868542671204,-5.54278564453125,-5.96700620651245,-5.53241729736328,-6.16391706466675,-5.54300737380981,-6.5900239944458,182.575698852539,194.662612915039,197.079681396484,200.340621948242,192.503967285156,208.651519775391,0,2.21679615974426,2.07572197914124,0.0628842264413834,2.02966618537903,0.984191238880157,1.96068370342255,2.07090020179749,0,0.158684447407722,0.185978770256042,0.00509586371481419,0.184482648968697,0.0811045691370964,0.162071824073792,0.1560098528862,564.457214355469,564.033020019531,564.467590332031,563.836059570312,564.456970214844,563.409973144531,4,12.5810098648071,6.13921880722046,14.0587673187256,7.89034652709961,16.7414875030518,0,0.00113470037467778,0,0,0,0,0,5.39498250873294e-05,0,0.297980040311813,0.550290107727051,0.348273396492004,0.527475655078888,0.434004098176956,0.434204339981079,0.349900394678116,0.585296154022217,0.540822148323059,0.567732274532318,0.552806854248047,0.41778564453125,0.52086877822876,0.367061465978622,0.499185711145401,0.458353668451309,0.483926355838776,1,0.248314335942268,0.254870444536209,0.622377455234528,0.25365674495697,0.456579804420471,0.239668041467667,0.238378897309303,2.03989601135254,2.06593799591064,1.52233803272247,1.97922015190125,1.8167724609375,1.937668800354,-0.006256103515625,0.00158976588863879,-0.00384995783679187,0.000537545070983469,0.00474185822531581,0.00030395487556234,0.212236449122429,0.738016128540039,0.784695208072662,0.720658361911774,0.749687254428864,0.993520796298981,0.649072229862213,0.669086575508118,0,0.0231148991733789,0,0,0,0,0.0015403856523335,0.0127883469685912
